Accuracyfor2 PFLs,Accuracy for3 PFLs,Conditions,,,,,,
,,PRS Ês/Iot,PRS bandwidth per PFL,PRS SCS,PRS resource repetition Note 3(TrepPRS*LPRS/KcombPRS,NR operating band groupsNote 2,IoNote 4 range,
,,,,,,,MinimumIoNote 1,MaximumIo
TcNote 5,TcNote 5,dB,PRB,kHz,,,dBm / SCSPRS,dBm/BW
±(40+),±(38+),-3,≥104,15,≥1,"NR_FDD_FR1_A, NR_TDD_FR1_A,NR_SDL_FR1_A",-127,-50
,,,,,,"NR_FDD_FR1_B, NR_TDD_FR1_B",-126.5,
,,,,,,"NR_FDD_FR1_C, NR_TDD_FR1_C",-126,
,,,,,,"NR_FDD_FR1_D, NR_TDD_FR1_D",-125.5,
,,,,,,"NR_FDD_FR1_E, NR_TDD_FR1_E",-125,
,,,,,,NR_FDD_FR1_F,-124.5,
,,,,,,"NR_FDD_FR1_G, NR_TDD_FR1_G, NR_SDL_FR1_G",-124,
,,,,,,NR_FDD_FR1_H,-123.5,
,,,,,,NR_FDD_FR1_N,-120.5,
±(33+),±(32+),,≥132,30,≥1,"NR_FDD_FR1_A, NR_TDD_FR1_A,NR_SDL_FR1_A",-124,-50
,,,,,,"NR_FDD_FR1_B, NR_TDD_FR1_B",-123.5,
,,,,,,"NR_FDD_FR1_C, NR_TDD_FR1_C",-123,
,,,,,,"NR_FDD_FR1_D, NR_TDD_FR1_D",-122.5,
,,,,,,"NR_FDD_FR1_E, NR_TDD_FR1_E",-122,
,,,,,,NR_FDD_FR1_F,-121.5,
,,,,,,"NR_FDD_FR1_G, NR_TDD_FR1_G, NR_SDL_FR1_G",-121,
,,,,,,NR_FDD_FR1_H,-120.5,
,,,,,,NR_FDD_FR1_N,-117.5,
±(33+),±(30+),,≥272,,≥1,NOTE 6,NOTE 6,NOTE 6
±(35+),±(34+),,≥64,60,≥1,"NR_FDD_FR1_A, NR_TDD_FR1_A,NR_SDL_FR1_A",-121,-50
,,,,,,"NR_FDD_FR1_B, NR_TDD_FR1_B",-120.5,
,,,,,,"NR_FDD_FR1_C, NR_TDD_FR1_C",-120,
,,,,,,"NR_FDD_FR1_D, NR_TDD_FR1_D",-119.5,
,,,,,,"NR_FDD_FR1_E, NR_TDD_FR1_E",-119,
,,,,,,NR_FDD_FR1_F,-118.5,
,,,,,,"NR_FDD_FR1_G, NR_TDD_FR1_G, NR_SDL_FR1_G",-118,
,,,,,,NR_FDD_FR1_H,-117.5,
,,,,,,NR_FDD_FR1_N,-114.5,
±(32+),±(31+),,≥ 132,,≥1,NOTE 6,NOTE 6,NOTE 6
±(44+),±(39+),--13,≥104,15,≥1,NOTE 6,NOTE 6,NOTE 6
±(34+),±(34+),,≥132,30,≥1,NOTE 6,NOTE 6,NOTE 6
±(33+),±(30+),,≥272,,≥1,NOTE 6,NOTE 6,NOTE 6
±(35+),±(37+),,≥ 64,60,≥1,NOTE 6,NOTE 6,NOTE 6
±(33+),±(34+),,≥ 132,,≥1,NOTE 6,NOTE 6,NOTE 6
"NOTE 1:This minimum Io condition is expressed as the average Io per RE over all REs in an OFDM symbol.NOTE 2:NR operating band groups are as defined in Section 3.5.NOTE 3: are configured by higher layer parameter dl-PRS-ResourceRepetitionFactor, dl-PRS-NumSymbols and dl-PRS-CombSizeN defined in TS 37.355 [34].NOTE 4:The Io is defined in PRS slots. The same Io range applies to PRS and non-PRS symbols. Io levels are different in PRS and non-PRS symbols within the same slot.NOTE 5:Tc is the basic timing unit defined in TS 38.211 [6].NOTE 6:The same bands and the same Io conditions for each band apply for this requirement as for the corresponding requirement with the PRS bandwidth of the smallest PRB number for the corresponding SCS.NOTE 7:  is the margin determined from table 10.1.25A.2-5, where the PRS BW refers to the sum of the PRS PRB numbers across the aggregated PFLs.TrepPRS, LPRS ,KcombPRS",,,,,,,,
