Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2016-03,RAN#71,RP-160364,0031,1,B,Introduction of WLAN RSSI measurements to support WLAN/LTE Radio Interworking,13.1.0
2016-03,RAN#71,RP-160360,0032,-,F,Correction on RSSI definition of LAA in 36.214,13.1.0
2016-06,RAN#72,RP-161067,0033,2,B,Introduction of NB-IoT,13.2.0
2016-09,RAN#73,RP-161567,0035,-,F,Correction to the WLAN RSSI definition,13.3.0
2016-09,RAN#73,RP-161563,0036,-,F,Correction on NRS port number mapping,13.3.0
2016-09,RAN#73,RP-161563,0037,-,F,Correction on NRSRQ applicability,13.3.0
2016-09,RAN#73,RP-161570,0038,1,B,Introduction of V2V support,14.0.0
2016-12,RAN#74,RP-162360,0040,-,A,Correction on SSTD definition,14.1.0
2017-03,RAN#75,RP-170622,0042,-,B,Introduction of V2X,14.2.0
2017-03,RAN#75,RP-170624,0043,-,B,Introduction of NB-IoT enhancements,14.2.0
2017-09,RAN#77,RP-171651,0046,-,A,Clarification CR for LAA RRM measurements within the DRS transmisison window,14.3.0
2017-09,RAN#77,RP-171641,0044,-,B,CR on 36.214 for UE carrier phase measurements,15.0.0
2018-01,,,,,,MCC to correct missing 5G logo on spec cover sheet,15.0.1
2018-03,RAN#79,RP-180201,0048,1,B,Inter-RAT Measurements of NR,15.1.0
2018-03,RAN#79,RP-180193,0049,-,A,Revision of UE measurement report definitions considering NB-IoT UEs,15.1.0
2018-06,RAN#80,RP-181166,0050,1,B,Introduction Rel-15 Further NB-IoT enhancements,15.2.0
2018-09,RAN#81,RP-181798,0051,-,B,Introduction of NR-SS-SINR,15.3.0
2018-09,RAN#81,RP-181783,0052,-,F,Introduction of NPBCH based NRSRP measurement,15.3.0
2019-09,RAN#85,RP-191938,0053,-,F,Correction on SFTD measurement in TS 36.214,15.4.0
2019-12,RAN#86,RP-192622,0054,-,F,Correction on SFTD measurement in TS 36.214,15.5.0
2019-12,RAN#86,RP-192647,0055,-,B,Introduction of RSRP measurement based on RSS,16.0.0
2020-06,RAN#88-e,RP-200701,0056,-,F,Corrections to LTE terrestrial broadcast,16.1.0
2021-03,RAN#91-e,RP-210055,0057,-,F,Corrections to 36.214 for Reference Point for eNB Rx – Tx time difference,16.2.0
2022-03,SA#95-e,-,-,-,-,Update to Rel-17 version (MCC),17.0.0
2024-03,SA#103,-,-,-,-,Update to Rel-18 version (MCC),18.0.0
2025-06,RAN#108,RP-251568,0058,-,F,CR on E-UTRAN measurement in IoT NTN,18.1.0
2025-09,SA#109,-,-,-,-,Update to Rel-19 version (MCC),19.0.0
