Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2016-03,RAN#71,RP-160359,546,-,F,Alignment eD2D CR for 36.213,13.1.0
2016-03,RAN#71,RP-160549,548,3,F,Clarification on PDSCH collision with PSS/SSS/PBCH,13.1.0
2016-03,RAN#71,RP-160357,550,1,F,Clarification on number of PRBs for PUCCH format 4,13.1.0
2016-03,RAN#71,RP-160357,554,2,F,Clarification on code rate for periodic CSI transmission on PUCCH format 4 and 5,13.1.0
2016-03,RAN#71,RP-160360,555,1,F,Clarification on Averaging of CSI Measurements in LAA,13.1.0
2016-03,RAN#71,RP-160357,559,-,F,Limit on number of periodic CSI reports,13.1.0
2016-03,RAN#71,RP-160357,560,1,F,Correction on Transmission Code Rate Determination,13.1.0
2016-03,RAN#71,RP-160360,562,-,F,CR on LAA defer and sensing duration,13.1.0
2016-03,RAN#71,RP-160357,563,-,F,Correction on aperiodic CSI only PUSCH without UL-SCH,13.1.0
2016-03,RAN#71,RP-160357,564,-,F,Correction on HARQ-ACK and periodic CSI transmission,13.1.0
2016-03,RAN#71,RP-160357,565,-,F,Correction on Simultaneous HARQ-ACK and P-CSI Transmission,13.1.0
2016-03,RAN#71,RP-160358,566,1,F,CR on MR support in TM9,13.1.0
2016-03,RAN#71,RP-160358,568,-,F,Correction on Subsampling of Class A Codebook,13.1.0
2016-03,RAN#71,RP-160360,569,-,F,CR on definition of LAA idle sensing for periods longer than one CCA slot,13.1.0
2016-03,RAN#71,RP-160360,570,-,F,Correction on total sensing and transmission time for Japan,13.1.0
2016-03,RAN#71,RP-160360,571,-,F,Correction on common DCI detection of LAA in 36.213,13.1.0
2016-03,RAN#71,RP-160360,572,-,F,CR on valid downlink subframe definition for TM9/10,13.1.0
2016-03,RAN#71,RP-160360,573,-,F,CR on eCCE of EPDCCH for partial subframe,13.1.0
2016-03,RAN#71,RP-160360,576,-,F,Correction on cross-carrier scheduling in LAA,13.1.0
2016-03,RAN#71,RP-160360,577,-,F,Correction on QCL type B for LAA,13.1.0
2016-03,RAN#71,RP-160358,578,-,F,Correction on Class B CSI reporting,13.1.0
2016-03,RAN#71,RP-160358,579,-,F,CR on CRI reporting for one CSI-RS ports (36.213),13.1.0
2016-03,RAN#71,RP-160358,580,-,F,Correction to the condition of CRI updating restriction,13.1.0
2016-03,RAN#71,RP-160358,581,-,F,Correction to the additional UpPTS symbols for SRS,13.1.0
2016-03,RAN#71,RP-160358,582,-,F,Clarification on PUCCH mode 1-1 configuration,13.1.0
2016-03,RAN#71,RP-160360,584,-,F,Correction on EPDCCH assignment in LAA,13.1.0
2016-03,RAN#71,RP-160360,585,-,F,CR for LAA CW reset per AC in case of K attempts at CWmax,13.1.0
2016-03,RAN#71,RP-160358,586,-,F,Corrections to RI-inheritance,13.1.0
2016-03,RAN#71,RP-160358,587,-,F,CR on CSI-RS resource in 36.213,13.1.0
2016-03,RAN#71,RP-160358,588,-,F,CR on mismatch between 36.213 and 36.331,13.1.0
2016-03,RAN#71,RP-160357,589,-,F,Correction on CSI transmission for eCA in 36.213,13.1.0
2016-03,RAN#71,RP-160358,590,-,F,Clarification on joint reports of CRI,13.1.0
2016-03,RAN#71,RP-160358,591,-,F,Correction to RI reference CSI process,13.1.0
2016-03,RAN#71,RP-160358,592,-,F,Corrections to Class B CSI reporting on PUCCH,13.1.0
2016-03,RAN#71,RP-160357,594,-,F,Correction on PUCCH transmission and (E)PDCCH disabling in eCA,13.1.0
2016-03,RAN#71,RP-160358,595,-,F,CSI-RS in DwPTS,13.1.0
2016-03,RAN#71,RP-160357,596,1,F,Correction on shortened PUCCH format for Rel-13 CA,13.1.0
2016-03,RAN#71,RP-160357,598,-,F,Correction on HARQ-ACK bit concatenation for PUCCH format 4 and 5,13.1.0
2016-03,RAN#71,RP-160360,599,-,F,Corrections for LAA Energy Detection Threshold,13.1.0
2016-03,RAN#71,RP-160360,0600,-,F,Correction on channel access procedure for DL LBT,13.1.0
2016-03,RAN#71,RP-160360,0601,-,F,Correction on CWS adjustment in LAA,13.1.0
