Parameter,Unit,Cell 1,,,,,,,
,,SSB0,,SSB1,,SSB2,,SSB3,
,,T1,T2,T1,T2,T1,T2,T1,T2
Angle of arrival configuration,,Setup 7 according to clause A.3.15.7,,,,,,,
,,AoA1,,AoA2,,AoA1,,AoA3,
Assumption for UE beams Note 6,,Rough,,,,,,,
NocNote 1,dBm/15 kHz,-92.1,,,,,,,
NocNote 1,dBm/SCS,-83.1,,,,,,,
Ês/Noc,dB,1,,-infinity,1,-infinity,1,-infinity,1
SS-RSRP Note 2,dBm/120 kHz Note3,-82.1,,-infinity,-82.1,-infinity,-82.1,-infinity,-82.1
IoNote2,dBm/95.04 MHz Note4,-55.0,,-58.5,-55.0,-58.5,-55.0,-58.5,-55.0
NOTE 1:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for Noc to be fulfilled.NOTE 2:SS-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 3:SS-RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.NOTE 4:Equivalent power received by an antenna with 0 dBi gain at the centre of the quiet zone.NOTE 5:As observed with 0 dBi gain antenna at the center of the quiet zone.NOTE 6: Information about types of UE beam is given in clause B.2.1.3 and does not limit UE implementation or test system implementation.,,,,,,,,,
