Parameter,,,Unit,Value,Comment
,,,,Test 1,
Active PCell,,,,Cell 1,
RF Channel Number for PCell,,,,1,
Active SCell,,,,Cell 2,
RF Channel Number for SCell,,,,2,
Duplex mode,,Config 1,,TDD,
BW channel,,Config 1,,"100: NPRB,c = 66",
DL initial BWP configuration,,Config 1,,DLBWP.0.1,
DL dedicated BWP configuration,,Config 1,,DLBWP.1.1,
UL initial BWP configuration,,Config 1,,ULBWP.0.1,
UL dedicated BWP configuration,,Config 1,,ULBWP.1.1,
TDD Configuration,,Config 1,,TDDConf.3.1,
CORESET Reference Channel,,Config 1,,CR.3.1 TDD,A.3.1.2
SSB Configuration,,Config 1,,SSB.3 FR2,A.3.11
SMTC Configuration,,Config 1,,SMTC.3,A.3.10
PDSCH/PDCCH subcarrier spacing,,Config 1,,120 KHz,
PRACH Configuration,,Config 1,,Table A.3.8.3.1-1,
CSI-RS configuration for TRP0,,Config 1,,CSI-RS.3.2 TDD,A.3.14.2
CSI-RS configuration for TRP1,,Config 1,,CSI-RS.3.6 TDD,A.3.14.2
CSI-RS configuration for CSI reporting,,Config 1,,CSI-RS.3.1 TDD,A.3.14.2
TRS configuration,,Config 1,,TRS.2.1 TDD,
TCI configuration,,Config 1,,CSI-RS.Config.0,
OCNG parameters,,,,OP.1,
CP length,,,,Normal,
Correlation Matrix and Antenna Configuration,,,,2x2 Low,
OCNG parameters,,,,OP.1,A.3.2.1
CP length,,,,Normal,
Correlation Matrix and Antenna Configuration,,,,2x2 Low,
Beam failure,,DCI format,,1-0,
detection transmission parameters,,Number of Control OFDM symbols,,2,
,,Aggregation level,CCE,8,
,,Ratio of hypothetical PDCCH RE energy to average CSI-RS RE energy,dB,0,
,,Ratio of hypothetical PDCCH DMRS energy to average CSI-RS RE energy,dB,0,
,,DMRS precoder granularity,,REG bundle size,
,,REG bundle size,,6,
DRX,,,,DRX.3,
Gap pattern ID,,,,N/A,
schedulingRequestID-BFR-SCell-r16,,,,Configured,
Periodicity of PUCCH for SR configuration for BFR on SCell,,,Slot,40,5 ms
Offset of PUCCH for SR configuration for BFR on SCell,,,Slot,5,
PUCCH parameters for SR configuration for BFR on SCell,,,,Table 8.3.3.1.2-1 in [13],
csi-RS-Index assigned as BFD RS in set (q00),,,,0,
csi-RS-Index assigned as BFD RS in set (q01),,,,2,
CSI-RS index assigned as RLM RS,,,,"0, 1",
CSI-RS Index assigned as CBD RS in set (q10),,,,1,
CSI-RS Index assigned as CBD RS in set (q11),,,,3,
SSB index assigned as RLM RS,,,,"0, 1",
rlmInSyncOutOfSyncThreshold,,,,absent,"When the field is absent, the UE applies the value 0. (Table 8.1.1-1)."
rsrp-ThresholdCSI-RS,Config 1,,dBm/SCS,-95,Threshold used for Qin_LR_CSI-RS
powerControlOffsetSS,,,,db0,Used for deriving rsrp-ThresholdCSI-RS
beamFailureInstanceMaxCount,,,,n1,"see TS 38.321 [7], clause 5.17"
beamFailureDetectionTimer,,,,pbfd4,"see TS 38.321 [7], clause 5.17"
T310 Timer,,,ms,1000,
N310,,,,2,
T1,,,s,1,During this time the the UE shall be fully synchronized to cell 1
T2,,,s,10.81,
T3,,,s,10.28,
T4,,,s,0,
T5,,,s,0.57,
D1,,,s,0.53,
NOTE 1:UE-specific PDCCH is not transmitted after T1 starts.,,,,,
