ParameterNote 6,Unit,Cell 1,Cell 2,,
,,T1 – T5,T1,T2,T3 - T5
AoA setup,,Setup 3 as specified in clause A.3.15,,,
,,AoA1,AoA2,,
Assumption for UE beams Note 7,,Rough,Rough,,
Note1,dBm/15kHzNote4,-92.1,-92.1,,
Note1,dBm/SCSNote3,-83.1,-83.1,,
,dB,0,-infinite,0,-infinite
SS-RSRPNote2,dBm/SCS Note4,-83.1,-infinite,-83.1,-infinite
,dB,0,-infinite,0,-infinite
IoNote2,dBm/95.04 MHz Note4,-51.1,-54.1,-51.1,-54.1
NOTE 1:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 2:SS-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 3:SS-RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.NOTE 4:Equivalent power received by an antenna with 0 dBi gain at the centre of the quiet zoneNOTE 5:As observed with 0 dBi gain antenna at the centre of the quiet zoneNOTE 6:All parameters apply for configuration 1NOTE 7:Information about types of UE beam is given in clause B.2.1.3 and does not limit UE implementation or test system implementation.,,,,,
