Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2025-03,RAN#107,RP-250618,0674,1,B,CR related to Introduction of new LTE FDD Band 111,19.0.0
2025-03,RAN#107,RP-250621,0676,,B,CR to 38.104 on introduction of Band n87 and n88,19.0.0
2025-03,RAN#107,RP-250627,0677,,B,CR to 38.104 on introduction of Band n110,19.0.0
2025-03,RAN#107,RP-250625,0679,,B,CR to 38.104: Addition of HAPS bands,19.0.0
2025-03,RAN#107,RP-250622,0680,,B,CR to 38.104 - Introduction of band n68,19.0.0
2025-03,RAN#107,RP-250624,0685,1,B,Big CR to TS 38.104: Adding channel BW support in existing NR bands,19.0.0
2025-03,RAN#107,RP-250761,0694,1,B,CR to TS 38.104 for introduction of U6GHz EEIRP core requirement,19.0.0
2025-06,RAN#108,RP-250933,0696,2,A,CR to TS 38.104: Transmit power for 3MHz CBW in band n100,19.1.0
2025-06,RAN#108,RP-250961,0697,,F,CR to TS 38.104 on sync raster correction for band n110,19.1.0
2025-06,RAN#108,RP-250958,0698,,B,CR to 38.104 on adding new UL channel bandwidth to band n48,19.1.0
2025-06,RAN#108,RP-250916,0705,,A,(NR_unlic-Perf) CR to 38.104: Correction to FRC parameters for FR1 interlaced PUSCH performance requirements,19.1.0
2025-06,RAN#108,RP-250919,0708,,A,(NR_HST_FR1_enh-Perf) CR to 38.104: Correction to FRC parameters for HST FR1 PUSCH performance requirements,19.1.0
2025-06,RAN#108,RP-250918,0711,,A,(NR_ext_to_71GHz-Perf) CR to 38.104: Correction to FRC parameters for FR2-2 PUSCH performance requirements with transform precoding enabled,19.1.0
2025-06,RAN#108,RP-250944,0712,1,F,CR to TS 38.104: Requirement set applicability table,19.1.0
2025-09,RAN#109,RP-252380,0724,,A,(NR_6GHz) CR to TS 38.104: Correction of requirement parameter for band n104 in Clause 10.3.2,19.2.0
2025-09,RAN#109,RP-252413,0728,,B,CR to TS 38.104: Introduction of Rel-19 ATG BS supporting CA,19.2.0
2025-09,RAN#109,RP-252418,0729,,B,CR to TS38.104 to introduce BS RF requirement for SBFD-capable BS,19.2.0
2025-09,RAN#109,RP-252380,0732,,A,(NR_6GHz-Core) CR to 38.104 correction on the band definition for n104,19.2.0
2025-09,RAN#109,RP-252395,0735,,A,"(NR_newRAT-Core, TEI18) CR to TS 38.104: correction of OTA Tx IMD wanted signal characteristics [OTA_Tx_IMD_signal]",19.2.0
2025-09,RAN#109,RP-252382,0719,1,B,CR on 38.104: BS demodulation performance requirements for MMSE-IRC,19.2.0
2025-09,RAN#109,RP-252424,0736,1,B,Big CR to 38.104 on LPWUS,19.2.0
2025-09,RAN#109,RP-252420,0725,1,B,Running CR to TS 38.104 - Introduction of 7 MHz channel BW,19.2.0
2025-12,RAN#110,RP-253672,0739,,A,"(NR_FR1_lessthan_5MHz_BW-Core)CR for TS38.104, Correction on reference sensitivity levels requirement apply to BS that supports NB-IoT operation in NR in-band  for 3 MHz channel bandwidth",19.3.0
2025-12,RAN#110,RP-253672,0743,,A,(NR_ext_to_71GHz-Perf) Correction to Table G.2.1.2-4,19.3.0
2025-12,RAN#110,RP-253651,0745,,F,CR to TS38.104 on transmission bandwidth configuration for LP-WUS,19.3.0
2025-12,RAN#110,RP-253684,0748,,A,(TEI17) Correction of Operating band unwanted emissions for multi-band connector,19.3.0
2025-12,RAN#110,RP-253665,0749,1,F,CR on 38.104 for Rel-19 BS MMSE-IRC,19.3.0
2025-12,RAN#110,RP-253650,0751,1,F,Big CR to TS 38.104 maintenance on SBFD BS RF requirements,19.3.0
2025-12,RAN#110,RP-253650,0752,,F,CR to 38.104 for correction of errors in the SBFD introduction,19.3.0
2025-12,RAN#110,RP-253636,0753,,F,CR to TS 38.104: improvements related to Expected EIRP for band n104,19.3.0
2025-12,RAN#110,RP-253646,0755,1,F,CR to TS 38.104: Simplification of tables for additional spurious emission requirements for co-existence and co-location [BDaT_simp_improvement],19.3.0
2026-03,RAN#111,RP-260444,0756,,F,CR for TS 38.104 to void the NOTE 1 in table 5.3.5-1,19.4.0
2026-03,RAN#111,RP-260456,0761,,A,(NR_NewRAT-Core) CR to TS 38.104 on Rx IMD,19.4.0
2026-03,RAN#111,RP-260445,0767,,F,CR to TS 38.104 on SBFD-capable BS RF requirements,19.4.0
2026-03,RAN#111,RP-260446,0770,,F,CR to TS 38.104 correcction on SBFD BS blocking,19.4.0
2026-03,RAN#111,RP-260436,0762,1,B,BigCR to TS38.104 Introduce the BS demodulation requirement for Rel-19 ATG,19.4.0
2026-03,RAN#111,RP-260424,0769,1,B,Big CR on PUSCH requirement with 3Tx in TS 38.104,19.4.0
2026-03,RAN#111,RP-260425,0768,1,B,Big CR on PUSCH requirement for SBFD-capable BS in 38.104,19.4.0
2026-06,RAN#112,RP-261399,0773,,A,"(NR_bands_R17_BWs-Core) CR on TS 38.104, Correction to interfering signal bandwidth for Band n79 in Japan (Rel-19)",19.5.0
2026-06,RAN#112,RP-261392,0774,,F,"(NR_BS_RF_req_evo-Core)CR for TS 38.104, Correction on Expected EIRP mask for upper 6GHz",19.5.0
2026-06,RAN#112,RP-261395,0776,,F,(NR_FDD_1400MHz) CR to TS 38.104 - supported channel BW in band n110 fix,19.5.0
2026-06,RAN#112,RP-261393,0777,,F,(NR_duplex_evo-Perf) CR on 38.104 for SBFD PUSCH UL Resource Muting,19.5.0
2026-06,RAN#112,RP-261408,0783,,A,"CR to TS 38.104: [] removal for NB-IoT FRCs (G-FR1-A1-10, G-FR1-A1-11)",19.5.0
2026-06,RAN#112,RP-261412,0787,,A,CR to TS 38.104: removal od doubled entry of the Note on SCell restriction [Scell_note],19.5.0
