Requirement,Requirement set,,,
,BS type 1-C,BS type 1-H,BS type 1-O,BS type 2-O
BS output power,6.2,6.2,,
Output power dynamics,6.3,6.3,,
Transmit ON/OFF power,6.4,6.4,,
Transmitted signal quality,6.5,6.5,,
Occupied bandwidth,6.6.2,6.6.2,,
ACLR,6.6.3,6.6.3,,
Operating band unwantedemissions,6.6.4,6.6.4,,
Transmitter spurious emissions,6.6.5,6.6.5,,
Transmitter intermodulation,6.7,6.7,NA,NA
Reference sensitivity level,7.2,7.2,,
Dynamic range,7.3,7.3,,
In-band selectivity and blocking,7.4,7.4,,
Out-of-band blocking,7.5,7.5,,
Receiver spurious emissions,7.6,7.6,,
Receiver intermodulation,7.7,7.7,,
In-channel selectivity,7.8,7.8,,
Performance requirements,8,8,,
Radiated transmit power,,9.2,9.2,9.2
OTA base station output power,,,9.3,9.3
OTA output power dynamics,,,9.4,9.4
OTA transmit ON/OFF power,,,9.5,9.5
OTA transmitted signal quality,,,9.6,9.6
OTA occupied bandwidth,,,9.7.2,9.7.2
OTA ACLR,,NA,9.7.3,9.7.3
OTA operating band unwanted emissions,,,9.7.4,9.7.4
OTA transmitter spurious emission,,,9.7.5,9.7.5
OTA transmitter intermodulation,,,9.8,NA
OTA spatial emission,,9.9,9.9,NA
OTA sensitivity,,10.2,10.2,NA
OTA reference sensitivity level,NA,,10.3,10.3
OTA dynamic range,,,10.4,NA
OTA in-band selectivity and blocking,,,10.5,10.5
OTA out-of-band blocking,,NA,10.6,10.6
OTA receiver spurious emission,,,10.7,10.7
OTA receiver intermodulation,,,10.8,10.8
OTA in-channel selectivity,,,10.9,10.9
Radiated performance requirements,,,11,11
