Parameter,,Value,,,
,,Tested signal,Interferer 1 (Note 1),,Interferer 2 (Note 1)
Transform precoding,,Disabled,,,
Default TDD UL-DL pattern (Note 2),,"15 kHz SCS:3D1S1U, S=10D:2G:2U30 kHz SCS:7D1S2U, S=6D:4G:4U",,,
"INR (dB, Note 3)",Set 1,N/A,5.35 for 2Rx tests7.28 for 4/8 RX tests,N/A for 2Rx tests-2.52 for 4/8 RX tests,
,Set 2,N/A,9.82 for for 2Rx tests12.38 for 4/8 RX tests,N/A for 2Rx tests-0.97 for 4/8 RX tests,
Interference Model,,N/A,As specified in B.9.2,,
HARQ,Maximum number of HARQ transmissions,4,N/A,,
,RV sequence,"0, 2, 3, 1",N/A,,
DM-RS,DM-RS configuration type,1,,,
,DM-RS duration,single-symbol DM-RS,,,
,Additional DM-RS position,pos1,,,
,Number of DM-RS CDM group(s) without data,2,,,
,Ratio of PUSCH EPRE to DM-RS EPRE,-3 dB,,,
,DM-RS port,{0},,,
,DM-RS sequence generation,"NID0=0, nSCID =0","NID0=1, nSCID =0",,"NID0=2, nSCID =0"
Time domain resource assignment,PUSCH mapping type,"A, B",,,
,Start symbol,0,,,
,Allocation length,14,,,
Frequency domain resource assignment,RB assignment,Full applicable test bandwidth,,,
,Frequency hopping,Disabled,,,
Code block group based PUSCH transmission,,Disabled,,,
"NOTE 1:One explicit interferer, i.e., interferer 1, is modelled for tests with 2 RX antennas. Two explicit interferers are modelled for tests with 4 or 8 RX antennas.NOTE 2:The same requirements are applicable to FDD and TDD with different UL-DL pattern.NOTE 3:The respective received energy of each interferer relative to noise is defined by its associated INR value as specified in Annex B.9.1. INR set 1 and set 2 are derived respectively for homogeneous and heterogeneous network scenarios.NOTE 4:All cells are time-synchronous.",,,,,
