Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2022-12,RAN#98-e,RP-223315,0428,,B,CR to 38.104 on introduction of Band 54,18.0.0
2022-12,RAN#98-e,RP-223319,0433,,B,CR to TS38.104 the introduction of APT600MHz,18.0.0
2023-03,RAN#99,RP-230513,0435,,A,Correction of coverage enhancement BS demodulation requirement in 38.104 (R18 A),18.1.0
2023-03,RAN#99,RP-230514,0437,,A,CR to TS 38.104 on table references for OTA operating band unwanted emission limits,18.1.0
2023-03,RAN#99,RP-230510,0439,,A,Big CR to 38.104: demodulation requirements introduction for FR2-2,18.1.0
2023-03,RAN#99,RP-230515,0441,,A,"CR for TS 38.104 Demodulation requirements for Enhanced IIOT and URLLC support (Rel-18, CAT A)",18.1.0
2023-03,RAN#99,RP-230535,0446,1,B,CR to 38.104 on introduction of Band n54,18.1.0
2023-03,RAN#99,RP-230506,0449,,A,CR to 38.104: FRC number corrections (Rel-18),18.1.0
2023-03,RAN#99,RP-230559,0450,,B,Big CR to TS 38.104: Adding channel BW support in existing NR bands,18.1.0
2023-03,RAN#99,RP-230513,0452,,A,"CR to 38.104: BS Conformance, OBUE correction for 6G licensed band",18.1.0
2023-03,RAN#99,RP-230514,0460,,A,"CR to TS 38.104: NR-ARFCN table reference correction for band n263, Rel-18",18.1.0
2023-03,RAN#99,RP-230514,0464,,A,CR to 38.104: Correction on Rx intermodulation requirements for FR2-2 (Rel-18),18.1.0
2023-06,RAN#100,RP-231347,0466,,A,Draft CR 38.104: PUSCH requirements for FR2-2,18.2.0
2023-06,RAN#100,RP-231347,0468,,A,CR to TS 38.104 on corrections of table references for extending current NR operation to 71GHz,18.2.0
2023-06,RAN#100,RP-231348,0470,,A,CR to TS 38.104 on corrections and clarifications of operating band unwanted emission limits for band n104,18.2.0
2023-06,RAN#100,RP-231348,0472,,A,"CR for TR 38.104, Correction on reference of PREFSENS for in-band blocking and out-of-band blocking for band n104",18.2.0
2023-06,RAN#100,RP-231347,0477,,A,CR for TS38.104 FRC tables for FR2-2 PUSCH demodulation_Rel-18,18.2.0
2023-06,RAN#100,RP-231350,0479,1,A,CR for TS38.104 on FRC table for PUSCH TBoMS_Rel-18,18.2.0
2023-06,RAN#100,RP-231352,0482,1,A,CR for TS 38.104: Operating band unwanted emissions for Single RAT BS supporting multi-band operation,18.2.0
2023-06,RAN#100,RP-231339,0485,,A,CR to TS 38.104 - Maintenance related to bands n100 and n101,18.2.0
2023-06,RAN#100,RP-231352,0488,,A,CR on 38.104: Updates to FRC of PUSCH requirements(Rel-18),18.2.0
2023-06,RAN#100,RP-231342,0490,,A,CR on 38.104: Updates to the test setup for the PF0 requirements with sub-slot repetition(Rel-18),18.2.0
2023-06,RAN#100,RP-231362,0491,,B,CR to 38.104 on introduction of Band 106,18.2.0
2023-06,RAN#100,RP-231356,0496,,A,CR to 38.104: Correction to ACLR and CACLR requirement,18.2.0
2023-06,RAN#100,RP-231343,0497,,B,Addition of 30 KHz SCS for Sync Raster for Band n53,18.2.0
2023-09,RAN#101,RP-232515,0500,,B,Big CR to TS 38.104 on introduction of 3 MHz channel bandwidth,18.3.0
2023-09,RAN#101,RP-232490,0503,,A,Update to table format for enabling automated data scraping,18.3.0
2023-09,RAN#101,RP-232488,0505,,A,CR for TS38.104 correction for TBoMS configuration,18.3.0
2023-09,RAN#101,RP-232504,0508,,A,CR to 38.104: Correction to ACLR and CACLR requirement,18.3.0
2023-09,RAN#101,RP-232486,0510,,A,[NR_6GHz-Core] CR to 38.104: applicability note for n104,18.3.0
2023-09,RAN#101,RP-232522,0512,,B,Big CR to TS 38.104: Adding channel BW support in existing NR bands,18.3.0
2023-09,RAN#101,RP-232490,0514,,A,[NR_ext_to_71GHz-Perf] CR on 38.104 Clean up the brackets for FR2-2 PUSCH requirements (Rel-18),18.3.0
