BS channel bandwidth of the lowest/highest carrier received (MHz),Interfering RB centre frequency offset from the lower/upper Base Station RF Bandwidth edge or sub-block edge inside a sub-block gap (kHz) (Note 3),Type of interfering signal
5,±360,CW
,±1420,"5 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
7,±400,CW
,±1240,"5 MHz DFT-s-OFDM NR signal, 1 RB (Note 1)"
10,±370,CW
,±1960,"5 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
15 (NOTE 2),±380,CW
,±1960,"5 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
20 (NOTE 2),±390,CW
,±2320,"5 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
25 (NOTE 2),±325,CW
,±2350,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
30 (NOTE 2),±335,CW
,±2350,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
35 (NOTE 2),±345,CW
,±2710,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
40 (NOTE 2),±355,CW
,±2710,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
45 (NOTE 2),±365,CW
,±2710,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
50 (NOTE 2),±375,CW
,±2710,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
60 (NOTE 2),±395,CW
,±2710,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
70 (NOTE 2),±415,CW
,±2710,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
80 (NOTE 2),±435,CW
,±2710,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
90 (NOTE 2),±365,CW
,±2530,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
100 (NOTE 2),±385,CW
,±2530,"20 MHz DFT-s-OFDM NR signal, 1 RB (NOTE 1)"
"NOTE 1:Interfering signal consisting of one resource block positioned at the stated offset, the BS channel bandwidth of the interfering signal is located adjacently to the lower/upper Base Station RF Bandwidth edge or sub-block edge inside a sub-block gap.NOTE 2:This requirement shall apply only for a G-FRC mapped to the frequency range at the channel edge adjacent to the interfering signals.NOTE 3: The centre of the interfering RB refers to the frequency location between the two central subcarriers.",,
