NR Band,SCS (kHz),BS channel bandwidth (MHz),,,,,,,,,,,,,,,,
,,3,5,7,10,15,20,25,30,35,40,45,50,60,70,80,90,100
,15,,5,,10,15,20,25,30,,40,45,50,,,,,
n1,30,,,,10,15,20,25,30,,40,45,50,,,,,
,60,,,,10,15,20,25,30,,40,45,50,,,,,
,15,,5,,10,15,20,25,30,35,40,,,,,,,
n2,30,,,,10,15,20,25,30,35,40,,,,,,,
,60,,,,10,15,20,25,30,35,40,,,,,,,
,15,,5,,10,15,20,25,30,35,40,45,50,,,,,
n3,30,,,,10,15,20,25,30,35,40,45,50,,,,,
,60,,,,10,15,20,25,30,35,40,45,50,,,,,
,15,,5,7,10,15,20,257,,,,,,,,,,
n5,30,,,,10,15,20,257,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,25,30,35,40,,50,,,,,
n7,30,,,,10,15,20,25,30,35,40,,50,,,,,
,60,,,,10,15,20,25,30,35,40,,50,,,,,
,15,,5,,10,15,20,257,307,357,,,,,,,,
n8,30,,,,10,15,20,257,307,357,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,,,,,,,,,,,,
n12,30,,,,10,15,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n13,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,,,,,,,,,,,,,
n14,30,,,,10,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,,,,,,,,,,,,
n18,30,,,,10,15,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,,,,,,,,,,,
n20,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,,,,,,,,,,,,,
n24,30,,,,10,,,,,,,,,,,,,
,60,,,,10,,,,,,,,,,,,,
,15,,5,,10,15,20,25,30,35,40,45,,,,,,
n25,30,,,,10,15,20,25,30,35,40,45,,,,,,
,60,,,,10,15,20,25,30,35,40,45,,,,,,
n26,15,3,5,7,10,15,20,257,307,,,,,,,,,
,30,,,,10,15,20,257,307,,,,,,,,,
,15,3,5,,10,15,20,25,30,,40,,,,,,,
n28,30,,,,10,15,20,25,30,,40,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,,,,,,,,,,,,,
n29,30,,,,10,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,,,,,,,,,,,,,
n30,30,,,,10,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,3,5,,,,,,,,,,,,,,,
n31,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,,,,,,,,,,,,
n34,30,,,,10,15,,,,,,,,,,,,
,60,,,,10,15,,,,,,,,,,,,
,15,,5,,10,15,20,25,30,,40,,,,,,,
