Parameter,,,,,Unit,Test-1,Comments
SSB Configuration,"Note 4, 6",,,Config 1,,SSB.3 CCA,As defined in A.3.10A
,"Note 5, 6",,,Config 1,,SSB.4 CCA,As defined in A.3.10A
DBT Window Configuration,,,,Config 1,,DBT.1,As specified in A.3.28.1
DL CCA model,,,,Config 1,,As specified in A.3.26.2.1,
UL CCA model,,,,Config 1,,As specified in A.3.26.2.2,
Duplex Mode for Cell 2,,,,Config 1,,TDD,
TDD Configuration,,,,Config 1,,TDDConf.1.1 CCA,
OCNG Pattern Note 1,,,,,,OCNG pattern 1,As defined in A.3.2.1.
PDSCH parameters Note 3,,,,Config 1,,SR.1.1 CCA,As defined in A.3.1A.1.
NR RF Channel Number,,,,,,1,
EPRE ratio of PSS to SSS,,,,,dB,0,
EPRE ratio of PBCH_DMRS to SSS,,,,,dB,,
EPRE ratio of PBCH to PBCH_DMRS,,,,,dB,,
EPRE ratio of PDCCH_DMRS to SSS,,,,,dB,,
EPRE ratio of PDCCH to PDCCH_DMRS,,,,,dB,,
EPRE ratio of PDSCH_DMRS to SSS,,,,,dB,,
EPRE ratio of PDSCH to PDSCH_DMRS,,,,,dB,,
SSB with index 0,,,,,dB,3,Power of SSB with index 0 is set to be above configured rsrp-ThresholdSSB
,,,,Config 1,dBm/15 kHz,-101,
,,,,,dB,3,
,,SS-RSRP,,,dBm/ SCS,-95,
SSB with index 1,,,,,dB,-17,Power of SSB with index 1 is set to be below configured rsrp-ThresholdSSB
,,,,Config 1,dBm/15 kHz,-101,
,,,,,dB,-17,
,,SS-RSRP,,,dBm/ SCS,-115,
Io Note 2,,,,Config 1,dBm,-62.2/38.16 MHz,For symbols without SSB index 1
ss-PBCH-BlockPower,,,,,dBm/ SCS,-5,As defined in clause 6.3.2 in TS 38.331 [2].
"Configured UE transmitted power (PCMAX,f,c)",,,,,dBm,23,As defined in clause 6.2.4 in TS 38.101-1.
PRACH Configuration,,,,,,FR1 PRACH configuration 1 under CCA,As defined in A.3.8A.2.
DL CCA probability,,,"Note 4, 6",,,0.9375,
PCCA_DL,,,"Note 5, 6",,,0.75 / 0.75,
LCCA_DL Note 7,,,,,,4,
WCCA_DL Note 8,,,,,,Inf,
UL CCA probability,,,"Note 4, 6",,,0.87,
PCCA_UL,,,"Note 5, 6",,,0.75,
LCCA_UL Note 7,,,,,,5,
WCCA_UL Note 8,,,,,,Inf,
"Semi-static channel access config period Note 4, 6",,,,,ms,2,
Propagation Condition,,,,,-,AWGN,
"NOTE 1:OCNG shall be used such that the cell is fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols. The OCNG pattern is chosen during the test according to the presence of a DL reference measurement channel.NOTE 2:SS-RSRP, Es/Iot and Io levels have been derived from other parameters for information purpose. They are not settable parameters.NOTE 3:The DL PDSCH reference measurement channel is used in the test only when a downlink transmission dedicated to the UE under test is required.NOTE 4:For UE supporting semi-static channel access and network configuring semi-static channel occupancy. NOTE 5:For UE supporting dynamic channel access and network configuring dynamic channel occupancy. The first value corresponds PCCA_DL1 and the second value corresponds to the PCCA_DL2.NOTE 6:For UE supporting both semi-static and dynamic cannel access, the UE must be tested under both dynamic channel occupancy and semi-static channel occupancy configuration.NOTE 7:LCCA_DL and LCCA_UL are chosen such that preambleTransMax > 5 + LCCA_DL + LCCA_UL.NOTE 8:A window WCCA_DL=WCCA_UL=Inf is used to indicate that LCCA_DL and LCCA_UL are considered during the entire duration of a test run.",,,,,,,
