Parameter,,,Unit,Cell 1,,,Cell 2,,
,,,,T1,T2,T3,T1,T2,T3
NR RF Channel Number,,,,1,,,1,,
"PCCA_DL for dynamic channel access Note 4,6",,,-,PCCA_DL_1=0.75PCCA_DL_2=0.75,,,PCCA_DL_1=0.75PCCA_DL_2=0.75,,
"PCCA_DL for semi-static channel access Note 5,6",,,-,PCCA_DL=0.9375,,,PCCA_DL=0.9375,,
"PCCA_UL for dynamic channel access Note 4,6",,,-,0.75,,,0.75,,
"PCCA_UL for semi-static channel access Note 5,6",,,-,0.87,,,0.87,,
TDD configuration,,Config 1,,TDDConf.1.1 CCA,,,,,
BWchannel,,Config 1,,"40: NPRB,c = 106",,,,,
BWP BW,,Config 1,,"40: NPRB,c = 106",,,,,
DRX Cycle,,,ms,Not Applicable,,,,,
PDSCH Reference,,Config 1,,SR.1.1 CCA,,,,,
CORESET Reference Channel,,Config 1,,CR.1.1 CCA,,,,,
Dedicated CORESET RMC configuration,,Config 1,,CCR.1.1 CCA,,,,,
TRS configuration,,Config 1,,TRS.1.1 TDD,,,,,
OCNG Patterns,,,,OP.1,,,,,
SMTC Configuration,,,,SMTC.1,,,,,
DBT window configuration,,Config 1,,DBT.1,,,,,
"SSB configuration for semi-static channel accessNote 4, 6",,Config 1,,SSB.1 CCA,,,,,
"SSB configuration for dynamic channel accessNote 5, 6",,Config 1,,SSB.2 CCA,,,,,
ssb-PositionQCL,,Config 1,,[1],,,,,
PDSCH/PDCCH subcarrier spacing,,Config 1,kHz,30 kHz,,,,,
PUCCH/PUSCH subcarrier spacing,,Config 1,kHz,30 kHz,,,,,
PRACH configuration,,,,FR1 PRACH configuration 1 under CCA,,,,,
BWP configuration,,Initial DL BWP,,DLBWP.0.1,,,,,
,,Dedicated DL BWP,,DLBWP.1.1,,,,,
,,Initial UL BWP,,ULBWP.0.1,,,,,
,,Dedicated UL BWP,,ULBWP.1.1,,,,,
EPRE ratio of PSS to SSS,,,dB,0,,,,,
EPRE ratio of PBCH DMRS to SSS,,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,,,
Note2,,,dBm/15 kHz,-98,,,,,
Note2,Config 1,,dBm/SCS,-95,,,,,
,,,dB,8,-3.3,-3.3,-Infinity,2.36,2.36
,,,dB,8,8,8,-Infinity,11,11
SSB_RP,Config 1,,dBm/SCS,-87,-87,-87,-Infinity,-84,-84
IoNote3,Config 1,,dBm/38.16 MHz,-55.31,-50.96,-50.96,-55.31,-50.96,-50.96
Propagation condition,,,-,AWGN,,,AWGN,,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:For UE supporting semi-static channel access and network configuring semi-static channel occupancy.NOTE 5:For UE supporting dynamic channel access and network configuring dynamic channel occupancy.NOTE 6:For a UE supporting both semi-static and dynamic channel access, the UE can be tested under dynamic channel occupancy only.",,,,,,,,,
