Parameter,Unit,Cell 1,,,Cell 2,,
,,T1,T2,T3,T1,T2,T3
TDD configuration,,TDDConf.1.1 CCA,,,TDDConf.1.1 CCA,,
"DL CCA probability PCCA_DL for dynamic channel access Note 4,6",-,PCCA_DL_1=0.75PCCA_DL_2=0.75,,,PCCA_DL_1=0.75PCCA_DL_2=0.75,,
"DL CCA probability PCCA_DL for semi-static channel access Note 5,6",-,PCCA_DL=0.9375,,,PCCA_DL=0.9375,,
UL CCA probability PCCA_UL,-,1,,,1,,
PDSCH RMC configuration,,SR.1.1 CCA,,,SR.1.1 CCA,,
RMSI CORESET RMC configuration,,CR.1.1 CCA,,,CR.1.1 CCA,,
Dedicated CORESET RMC configuration,,CCR.1.1 CCA,,,CCR.1.1 CCA,,
OCNG Pattern,,OP.1 defined in A.3.2.1,,,OP.1 defined in A.3.2.1,,
TRS configuration,,TRS.1.2 TDD,,,N/A,,
Initial DL BWP configuration,,DLBWP.0.1,,,DLBWP.0.1,,
Initial UL BWP configuration,,ULBWP.0.1,,,ULBWP.0.1,,
Active DL BWP confgiuration,,DLBWP.1.1,N/A,N/A,N/A,N/A,DLBWP.1.1
Active UL BWP configuration,,ULBWP.1.1,N/A,N/A,N/A,N/A,ULBWP.1.1
RLM-RS,,SSB,,,SSB,,
,dB,7,-infinity,-infinity,-infinity,-infinity,4
Note2,dBm/SCS,-95,,,,,
Note2,dBm/15 kHz,-98,,,,,
,dB,7,-infinity,-infinity,-infinity,-infinity,4
SS-RSRP Note3,dBm/SCS,-88,-infinity,-infinity,-infinity,-infinity,-91
Io,dBm/9.36 MHz,-56.15,-63.94,-63.94,-63.94,-63.94,-58.50
Propagation Condition,,AWGN,,,,,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols. For cells with CCA model, OCNG is transmitted only in the slots with downlink transmission burst and is not transmitted during the muted slots or during DBT window.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for NOC to be fulfilled.NOTE 3:SS-RSRP levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:For a UE supporting dynamic channel access and network configuring dynamic channel occupancy.   NOTE 5:For a UE supporting semi-static channel access and network configuring semi-static channel occupancy.NOTE 6:For a UE supporting both semi-static and dynamic channel access, the UE can be tested under dynamic channel occupancy only.",,,,,,,
