Parameter,,,Unit,Test 1,Test 2,Test 3
,,,,Cell 1,Cell 1,Cell 1
SSB ARFCN,,,,freq1,freq1,freq1
Duplex mode,,Config 1,,,FDD,
,,"Config 2,3",,,TDD,
TDD configuration,,Config 1,,,Not Applicable,
,,Config 2,,,TDDConf.1.1,
,,Config 3,,,TDDConf.2.1,
Downlink initial BWP configuration,,,,,DLBWP.0.1,
Downlink dedicated BWP configuration,,,,,DLBWP.1.1,
Uplink initial BWP configuration,,,,,ULBWP.0.1,
Uplink dedicated BWP configuration,,,,,ULBWP.1.1,
DRX Cycle configuration,,,ms,,Not Applicable,
Gap pattern ID,,,,,0,
TRS configuration,,Config 1,,,TRS.1.1 FDD,
,,Config 2,,,TRS.1.1 TDD,
,,Config 3,,,TRS.1.2 TDD,
PDSCH Reference measurement channel,,Config 1,,,SR.1.1 FDD,
,,Config 2,,,SR.1.1 TDD,
,,Config 3,,,SR2.1 TDD,
RMSI CORESET Reference Channel,,Config 1,,,CR.1.1 FDD,
,,Config 2,,,CR.1.1 TDD,
,,Config 3,,,CR2.1 TDD,
Dedicated CORESET Reference Channel,,Config 1,,,CCR.1.1 FDD,
,,Config 2,,,CCR.1.1 TDD,
,,Config 3,,,CCR2.1 TDD,
OCNG Patterns,,,,,OP.1,
SS-RSSI-Measurement,,,,,Not Applicable,
SMTC configuration,,Config 1,,,SMTC pattern 2,
,,"Config 2,3",,,SMTC pattern 1,
SSB configuration,,"Config 1,2",,,SSB.1 FR1,
,,Config 3,,,SSB.2 FR1,
PDSCH/PDCCH subcarrier spacing,,"Config 1,2",kHz,,15,
,,Config 3,,,30,
EPRE ratio of PSS to SSS,,,dB,0,0,0
EPRE ratio of PBCH DMRS to SSS,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,
Note2,"Config 1,2",NR_FDD_FR1_A,dBm/15 kHz,-88,-108.5,-119.5
,,NR_FDD_FR1_B,,,,-119
,,NR_TDD_FR1_C,,,,-118.5
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,-118
,,NR_FDD_FR1_E,,,,-117.5
,,NR_FDD_FR1_G,,,,-116.5
,,NR_FDD_FR1_H,,,,-116
Note2,"Config 1,2",,dBm/SCS,-88,-108.5,Same as Noc for 15 kHz
,Config 3,NR_FDD_FR1_A,,-85,-105.5,-116.5
,,NR_FDD_FR1_B,,,,-116
,,NR_TDD_FR1_C,,,,-115.5
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,-115
,,NR_FDD_FR1_E,,,,-114.5
,,NR_FDD_FR1_F,,,,-114
,,NR_FDD_FR1_G,,,,-113.5
,,NR_FDD_FR1_H,,,,-113
,,,dB,-1.75,20,-4.0
,,,dB,-1.75,20,-4.0
SS-RSRPNote3,"Config 1,2",NR_FDD_FR1_A,dBm/SCS,-89.75,-88.5,-123.5
,,NR_FDD_FR1_B,,,,-123
,,NR_TDD_FR1_C,,,,-122.5
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,-122
,,NR_FDD_FR1_E,,,,-121.5
,,NR_FDD_FR1_G,,,,-120.5
,,NR_FDD_FR1_H,,,,-120
,Config 3,NR_FDD_FR1_A,,-86.75,-85.5,-120.5
,,NR_FDD_FR1_B,,,,-120
,,NR_TDD_FR1_C,,,,-119.5
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,-119
,,NR_FDD_FR1_E,,,,-118.5
,,NR_FDD_FR1_G,,,,-117.5
,,NR_FDD_FR1_H,,,,-117
SS-SINRNote3,,NR_FDD_FR1_A,dB,-1.75,20,-4.0
,,NR_FDD_FR1_B,,,,
,,NR_TDD_FR1_C,,,,
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,
,,NR_FDD_FR1_E,,,,
,,NR_FDD_FR1_G,,,,
,,NR_FDD_FR1_H,,,,
IoNote3,"Config 1,2",NR_FDD_FR1_A,dBm/9.36 MHz,-57.83,-60.5,-90.09
,,NR_FDD_FR1_B,,,,-89.59
,,NR_TDD_FR1_C,,,,-89.09
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,-88.59
,,NR_FDD_FR1_E,,,,-88.09
,,NR_FDD_FR1_G,,,,-87.09
,,NR_FDD_FR1_H,,,,-86.59
,Config 3,NR_FDD_FR1_A,dBm/38.16 MHz,-51.73,-54.41,-84
,,NR_FDD_FR1_B,,,,-83.5
,,NR_TDD_FR1_C,,,,-83
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,-82.5
,,NR_FDD_FR1_E,,,,-82
,,NR_FDD_FR1_G,,,,-81
,,NR_FDD_FR1_H,,,,-80.5
Propagation condition,,,-,,AWGN,
Antenna configuration,,,-,,1x2,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:SS-SINR, SS-RSRP, and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:SS-SINR, SS-RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.NOTE 5:NR operating band groups are as defined in clause 3.5.2.",,,,,,
