Parameter,,Unit,Cell 1,,,Cell 2,,
,,,T1,T2,T3,T1,T2,T3
Duplex mode,Config 1,,TDD,,,TDD,,
TDD configuration,Config 1,,TDDConf.1.1 CCA,,,TDDConf.1.1 CCA,,
BWchannel,Config 1,MHz,"40: NPRB,c = 106",,,"40: NPRB,c = 106",,
DL CCA model,,,As specified in clause A.3.26.2.1,,,As specified in clause A.3.26.2.1,,
UL CCA model,,,As specified in clause A.3.26.2.2,,,As specified in clause A.3.26.2.2,,
"DL CCA probability for semi-static channel accessNote5,7",PCCA_DL,,0.9375,,,0.9375,,
"DL CCA probability for dynamic channel accessNote6,7",PCCA_DL_1,,0.75,,,0.75,,
,PCCA_DL_2,,0.75,,,0.75,,
UL CCA probability for semi-static channel access,PCCA_UL,,0.87,,,0.87,,
UL CCA probability,PCCA_UL,,0.75,,,0.75,,
LCCA_DL Note 8,,,2,,,2,,
WCCA_DL Note 8,,ms,Tactivation_time_withCCA,,,Tactivation_time_withCCA,,
Initial downlink BWP configuration,,,DLBWP.0.2,,,DLBWP.0.2,,
Initial uplink BWP configuration,,,ULBWP.0.1,,,ULBWP.0.1,,
Dedicated downlink BWP configuration,,,DLBWP.0.2,,,DLBWP.0.2,,
Dedicated uplink BWP configuration,,,ULBWP.0.1,,,ULBWP.0.1,,
TCI state,,,TCI.State.0,,,TCI.State.0,,
TRS Configuration,Config 1,,TRS.1.2 TDD,,,TRS.1.2 TDD,,
PDSCH Reference measurement channel,Config 1,,SR.1.1 CCA,,,SR.1.1 CCA,,
Dedicated CORESET parameters,Config 1,,CCR.1.3 CCA,,,SR.1.1 CCA,,
RMSI CORESET parameters,Config 1,,CR.1.1 CCA,,,SR.1.1 CCA,,
OCNG Patterns Note1,,,OP.1,,,OP.1,,
"SSB Configuration for semi-static channel accessNote5,7",Config 1,,SSB.1 CCA,,,SSB.1 CCA,,
"SSB Configuration for dynamic channel accessNote6,7",Config 1,,SSB.2 CCA,,,SSB.2 CCA,,
SMTC configuration,,,SMTC.1,,,SMTC.1,,
EPRE ratio of PSS to SSS,,dB,0,,,0,,
EPRE ratio of PBCH DMRS to SSS,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,,,,
EPRE ratio of OCNG DMRS to SSSNote1,,,,,,,,
EPRE ratio of OCNG to OCNG DMRSNote1,,,,,,,,
Noc Note2,Config 1,dBm/15 kHz,-104,,,-104,,
Noc Note2,Config 1,dBm/SCS,-101,,,-101,,
Ês/Iot,,dB,17,,,17,,
Ês/Noc,,dB,17,,,17,,
SS-RSRP Note3,Config 1,dBm/SCS,-84,,,-84,,
IoNote3,Config 1,dBm/38.16 MHz,-52.87,,,-52.87,,
Propagation condition,,-,AWGN,,,,,
"NOTE 1:OCNG shall be used such that resources in the cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols in slots with downlink transmission bursts. OCNG is not transmitted during muted slots or during DBT windows.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for Noc to be fulfilled.NOTE 3:SS-RSRP, SCH_RP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:The uplink resources for CSI reporting are assigned to the UE prior to the start of time period T2.NOTE 5:For UE supporting semi-static channel access and network configuring semi-static channel occupancy.NOTE 6:For UE supporting dynamic channel access and network configuring dynamic channel occupancy.NOTE 7:For UE supporting both semi-static and dynamic cannel access, the UE must be tested under both dynamic and semi-static channel occupancy configurations.NOTE 8:As specified in clause 8.3A for L1,max, L2,1,max, L2,2,max, L3,1,max, and L3,2,max",,,,,,,,
