Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2017-05,RAN4#83,R4-1706324,,,,Specification skeleton,0.0.1
2017-09,,,,,,Email approved,0.1.0
2017-09,RAN4-NR AH #3,R4-1709413,,,,Capture TPs approved in the meeting,0.2.0
2017-10,RAN4#84-Bis,R4-1711985,,,,Capture TPs approved in the meeting,0.3.0
2017-12,RAN4#85,R4-1714546,,,,Capture TPs approved in RAN4#85,0.4.0
2017-12,RAN#78,RP-172407,,,,v1.0.0 submitted for plenary approval,1.0.0
2017-12,RAN#78,,,,,Approved by plenary – Rel-15 spec under change control,15.0.0
2018-03,RAN#79,RP-180264,0032,,B,CR to TS38.133,15.1.0
2018-06,RAN#80,RP-181075,0037,,B,CR to TS 38.133: Implementation of endorsed draft CRs from RAN4 #86bis and RAN4 #87,15.2.0
2018-09,RAN#81,RP-181896,0043,,B,CR to TS 38.133: Implementation of endorsed draft CRs from RAN4-AH-1807 and RAN4 #88,15.3.0
2018-12,RAN#82,RP-182763,0057,3,B,CR to TS 38.133: Implementation of endorsed draft CRs from RAN4-88bis and RAN4-89,15.4.0
2019-03,RAN#83,RP-190569,0064,1,B,CR to TS 38.133: Implementation of endorsed draft CRs from RAN4#90,15.5.0
2019-06,RAN#84,RP-191240,0072,1,F,CR to TS 38.133: Implementation of endorsed draft CRs from RAN4#90bis and RAN4#91,15.6.0
2019-06,RAN#84,RP-191248,0066,,B,Introduction of band n48,16.0.0
2019-06,RAN#84,RP-191242,0067,,B,Introduction of band n14 - CR to TS 38.133,16.0.0
2019-06,RAN#84,RP-191246,0068,,B,Introduction of band n30 - CR to TS 38.133,16.0.0
2019-06,RAN#84,RP-191244,0069,,B,introduce n18 into TS38.133,16.0.0
2019-06,RAN#84,RP-191250,0070,1,B,n65 introduction to 38.133,16.0.0
2019-09,RAN#85,RP-192034,0077,,B,n29 introduction to 38.133,16.1.0
2019-09,RAN#85,RP-192022,0085,,A,CR to TS 38.133: Implementation of endorsed draft CRs from RAN4#92 (Rel-16)- Mirrors changes in R4-1910356 for Rel-15 TS 38.133,16.1.0
2019-12,RAN#86,RP-192997,0093,,A,Specification of UE antenna gain range,16.2.0
