Parameter,NR operating band groups Note1,Minimum SSB_RP,,SSB Ês/Iot,NZP-IMR Ês/Iot
,,dBm / SCSSSB,,dB,dB
,,SCSSSB = 15 kHz,SCSSSB = 30 kHz,,
Conditions,"NR_FDD_FR1_A, NR_TDD_FR1_A, NR_SDL_FR1_A",-121,-118,0,0
,"NR_FDD_FR1_B,NR_TDD_FR1_B",-120.5,-117.5,,
,"NR_FDD_FR1_C,NR_TDD_FR1_C",-120,-117,,
,"NR_FDD_FR1_D, NR_TDD_FR1_D",-119.5,-116.5,,
,"NR_FDD_FR1_E, NR_TDD_FR1_E",-119,-116,,
,NR_FDD_FR1_F,-118.5,-115.5,,
,"NR_FDD_FR1_G, NR_TDD_FR1_G,NR_SDL_FR1_G",-118,-115,,
,NR_FDD_FR1_H,-117.5,-114.5,,
,NR_FDD_ FR1_N,-114.5,-111.5,,
NOTE 1:NR operating band groups are defined in clause 3.5.2.,,,,,
