Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2022-12,RAN#98-e,RP-223319,2692,1,B,CR to TS 38.133: Introduction of NR band n105,18.0.0
2023-03,RAN#99,RP-230514,2792,,A,CR on R17 feMIMO for scheduling restriction in inter cell beam management in R18,18.1.0
2023-03,RAN#99,RP-230504,2796,,A,CR on TC for FR2 inter-frequency relative accuracy in R18,18.1.0
2023-03,RAN#99,RP-230504,2800,,A,CR on TC for known PSCell addition in R18,18.1.0
2023-03,RAN#99,RP-230504,2804,,A,CR to SNR on RLM-RS2 for FR2 CSI-RS based RLM OOS/IS tests,18.1.0
2023-03,RAN#99,RP-230506,2808,,A,CR to SNR of q0 level for BFD and LR in FR2,18.1.0
2023-03,RAN#99,RP-230504,2812,,A,CR to ConfigNo of SSB Configuration and CSI-RS for tracking in redirection test,18.1.0
2023-03,RAN#99,RP-230514,2818,,A,CR on L3-RSSI measurement for NR up to 71 GHz,18.1.0
2023-03,RAN#99,RP-230518,2822,,A,CR on NR RedCap measurement requirement in IDLE mode with eDRX R18,18.1.0
2023-03,RAN#99,RP-230516,2826,,A,CR on SMTC collision in R18,18.1.0
2023-03,RAN#99,RP-230514,2835,,A,CR for Unified TCI State switching requirements for UL,18.1.0
2023-03,RAN#99,RP-230518,2837,,A,CR on CG-SDT test cases for RedCap UEs,18.1.0
2023-03,RAN#99,RP-230519,2839,,A,CR correction of SDT test cases,18.1.0
2023-03,RAN#99,RP-230517,2841,,A,CR on requirements applicability of PRS measurement,18.1.0
2023-03,RAN#99,RP-230507,2843,,A,CR on PUCCH SCell activation requirement,18.1.0
2023-03,RAN#99,RP-230516,2845,,A,CR on clarification for UE acquiring system information during handover,18.1.0
2023-03,RAN#99,RP-230517,2847,,A,CR on the applicability of timing error margin  in positioning accuracy requirements,18.1.0
2023-03,RAN#99,RP-230506,2850,,A,CR on positioning test case in R16,18.1.0
2023-03,RAN#99,RP-230519,2854,,A,CR on FR2 PSCell SSB-based BFD and CBD test maintenance for UE fulfilling relaxed measurement criterion,18.1.0
2023-03,RAN#99,RP-230499,2859,,A,Sidelinek R16 resource selection test configuration correction R18 mirror,18.1.0
2023-03,RAN#99,RP-230519,2861,,A,Sidelinek R17 resource selection test configuration correction R18 mirror,18.1.0
2023-03,RAN#99,RP-230514,2866,,A,FR1 HST L1-RSRP test configuration correction R18 mirror,18.1.0
2023-03,RAN#99,RP-230509,2868,,A,CR on scheduling restriction when deriveSSB-IndexFromCellInter is configured,18.1.0
2023-03,RAN#99,RP-230512,2871,,A,CR for R17 MR-DC Enh on R18 38.133,18.1.0
2023-03,RAN#99,RP-230519,2875,,A,CR on test case for R17 SL in SL-DRX mode on R18 38.133,18.1.0
2023-03,RAN#99,RP-230500,2878,,A,Correction on TCs for direct scell activation in R18(Cat-A),18.1.0
2023-03,RAN#99,RP-230516,2882,,A,Maintenance core part CR on of MG enh R18,18.1.0
2023-03,RAN#99,RP-230516,2884,,A,Maintenance perf part CR on of MG enh R18,18.1.0
2023-03,RAN#99,RP-230516,2889,,A,CR on editorial change for CSI-RS based intra-frequency measurements,18.1.0
2023-03,RAN#99,RP-230535,2903,,B,CR related to Introduction of NR TDD Band n54,18.1.0
2023-03,RAN#99,RP-230507,2908,,A,Correction on SRS configurations for SRS antenna switching test cases in R18,18.1.0
2023-03,RAN#99,RP-230507,2911,,A,CR on TC maintenance for NR-U R18,18.1.0
2023-03,RAN#99,RP-230510,2915,,A,CR on CCA model for FR2-2 R18,18.1.0
2023-03,RAN#99,RP-230510,2917,,A,CR on test case maintenance for FR2-2 R18,18.1.0
2023-03,RAN#99,RP-230518,2923,,A,Correction on measurement requirements with eDRX for RedCap UE R18,18.1.0
2023-03,RAN#99,RP-230518,2925,,A,Correction on measurement requirement in idle mode and connected mode for RedCap UE for RedCap R18,18.1.0
2023-03,RAN#99,RP-230518,2927,,A,Correction to FR2 RedCap test cases_R18,18.1.0
2023-03,RAN#99,RP-230518,2929,,A,Correction to RedCap RMCs and FR1 RedCap test cases_R18,18.1.0
2023-03,RAN#99,RP-230516,2930,1,B,DL interruption for Tx switching across 3/4 bands,18.1.0
