Parameter,,Unit,Test configuration,Cell 1,,Cell 2,
,,,,T1,T2,T1,T2
AoA setup,,,Config 1,Setup 1 as specified in clause A.3.15,,,
Beam AssumptionNote 7,,,Config 1,Rough,,Rough,
NR RF Channel Number,,,Config 1,1,,2,
TDD configuration,,,Config 1,TDDConf.3.1,,TDDConf.3.1,
Duplex mode,,,Config 1,TDD,,TDD,
BWchannel,,MHz,Config 1,"100: NPRB,c = 66",,"100: NPRB,c = 66",
BWP BW,,MHz,Config 1,"100: NPRB,c = 66",,"100: NPRB,c = 66",
BWP configuration,Initial DL BWP,,Config 1,DLBWP.0.1,,N/A,
,Initial UL BWP,,,ULBWP.0.1,,N/A,
,Dedicated DL BWP,,,DLBWP.1.1,,N/A,
,Dedicated UL BWP,,,ULBWP.1.1,,N/A,
OCNG Patterns defined in A.3.2.1.1 (OP.1),,,Config 1,OP.1,,OP.1,
PDSCH Reference measurement channel,,,Config 1,SR.3.1 TDD,,-,
CORESET Reference Channel,,,Config 1,CR.3.1 TDD,,-,
SMTC configuration defined in A.3.11.1 and A.3.11.2,,,Config 1,SMTC.1,,SMTC.1,
PDSCH/PDCCH subcarrier spacing,,kHz,Config 1,120,,120,
TRS configuration,,,Config 1,TRS.2.1 TDD,,N/A,
TCI configuration,,,Config 1,CSI-RS.Config.0,,N/A,
CSI-RS configuration for RRM,,,,-,,CSI-RS.RRM.FR2.1 TDD,
EPRE ratio of PSS to SSS,,,Config 1,0,,0,
EPRE ratio of PBCH DMRS to SSS,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,
Note2,,dBm/15 kHz Note 5,,-104.7,,-104.7,
Note2,,dBm/SCS Note 4,Config 1,-95.7,,-95.7,
CSI-RSRP Note 3,,dBm/SCS Note 5,Config 1,-89.7,-89.7,-Infinity,-86.7
SS-RSRP Note 3,,dBm/SCS Note 5,Config 1,-89.7,-89.7,-Infinity,-86.7
for SSB,,dB,Config 1,6,6,-Infinity,9
for CSI-RS,,dB,Config 1,6,6,-Infinity,9
for SSB,,dB,Config 1,6,6,-Infinity,9
for CSI-RS,,dB,Config 1,6,6,-Infinity,9
IoNote3,,dBm/95.04 MHz Note 5,Config 1,-59.7,-59.7,-66.7,-57.2
Propagation Condition,,,Config 1,AWGN,,,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:CSI-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:CSI-RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.NOTE 5:Equivalent power received by an antenna with 0 dBi gain at the centre of the quiet zoneNOTE 6:As observed with 0 dBi gain antenna at the centre of the quiet zoneNOTE 7:Information about types of UE beam is given in clause B.2.1.3, and does not limit UE implementation or test system implementation.",,,,,,,
