Parameter,Unit,Cell 1,,,Cell 2,,
,,T1,T2,T3,T1,T2,T3
TDD configuration,,TDDConf.3.1,,,TDDConf.3.1,,
BWchannel,MHz,"100: NPRB,c = 66",,,"100: NPRB,c = 66",,
Data PRBs allocated,,24,,,24,,
Initial BWP configuration,,DLBWP.0.1ULBWP.0.1,,,DLBWP.0.1ULBWP.0.1,,
BWP-1 Configuration,,DLBWP.1.6ULBWP.1.6,,,N/A,,
BWP-2 Configuration,,DLBWP.1.5ULBWP.1.5,,,N/A,,
RLM-RS,,CSI-RS,,,N/A,,
PDSCH RMC configuration,,SR.3.2 TDD,,,N/A,,
RMSI CORESET RMC configuration,,CR.3.1 TDD,,,N/A,,
Dedicated CORESET RMC configuration,,CCR.3.1 TDD,,,N/A,,
TRS configuration,,TRS.2.1 TDD,,,N/A,,
PDSCH/PDCCH TCI states,,TCI.State.2,,,N/A,,
PDSCH/PDCCH subcarrier spacing,kHz,120,,,120,,
OCNG Patterns,,OP.5,,,N/A,,
cellIndividualOffset,dB,N/A,,,16,,
SSB,,SSB.1 FR2,,,SSB.7 FR2,,
Propagation Condition,,AWGN,,,AWGN,,
