Parameter,,Unit,Test 1,,Test 2,
,,,Cell 1,Cell 2,Cell 1,Cell 2
SSB ARFCN,,,Freq1,freq2,freq1,Freq2
SSB Configuration,,,SSB.1 FR2,SSB.1 FR2,SSB.1 FR2,SSB.1 FR2
Duplex mode,,,TDD,,TDD,
TDD configuration,,,TDDConf.3.1,,TDDConf.3.1,
BWchannel,,MHz,"100: NPRB,c = 66",,"100: NPRB,c = 66",
BWP configuration,Initial DL BWPDedicated DL BWP,,DLBWP.0.1,,,
,,,DLBWP.1.1,,,
,Initial UL BWPDedicated UL BWP,,ULBWP.0.1,,,
,,,ULBWP.1.1,,,
TRS configuration,,,TRS.2.1 TDD,-,TRS.2.1 TDD,-
TCI state,,,TCI.State.0,-,TCI.State.0,-
Data PRBs allocated,,,66,,66,
PDSCH Reference measurement channel,,,SR.3.1 TDD,-,SR.3.1 TDD,-
RMSI CORESET Reference Channel,,,CR.3.1 TDD,-,CR.3.1 TDD,-
OCNG Patterns,,,OP.1,OP.1,OP.1,OP.1
SMTC configuration,,,SMTC.1,SMTC.1,SMTC.1,SMTC.1
PDSCH/PDCCH subcarrier spacing,,kHz,120,120,120,120
EPRE ratio of PSS to SSS,,dB,0,0,0,0
EPRE ratio of PBCH_DMRS to SSS,,,,,,
EPRE ratio of PBCH to PBCH_DMRS,,,,,,
EPRE ratio of PDCCH_DMRS to SSS,,,,,,
EPRE ratio of PDCCH to PDCCH_DMRS,,,,,,
EPRE ratio of PDSCH_DMRS to SSS,,,,,,
EPRE ratio of PDSCH to PDSCH_DMRS,,,,,,
EPRE ratio of OCNG DMRS to SSSNote 1,,,,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,,,,
Propagation conditions,,,AWGN,AWGN,AWGN,AWGN
Antenna configuration,,,1x2,1x2,1x2,1x2
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:VoidNOTE 3:VoidNOTE 4:Void,,,,,,
