,,,,,,,,,,,,
0,-1,1,3,-3,3,3,1,1,3,1,-3,3
1,1,1,3,3,3,-1,1,-3,-3,1,-3,3
2,1,1,-3,-3,-3,-1,-3,-3,1,-3,1,-1
3,-1,1,1,1,1,-1,-3,-3,1,-3,3,-1
4,-1,3,1,-1,1,-1,-3,-1,1,-1,1,3
5,1,-3,3,-1,-1,1,1,-1,-1,3,-3,1
6,-1,3,-3,-3,-3,3,1,-1,3,3,-3,1
7,-3,-1,-1,-1,1,-3,3,-1,1,-3,3,1
8,1,-3,3,1,-1,-1,-1,1,1,3,-1,1
9,1,-3,-1,3,3,-1,-3,1,1,1,1,1
10,-1,3,-1,1,1,-3,-3,-1,-3,-3,3,-1
11,3,1,-1,-1,3,3,-3,1,3,1,3,3
12,1,-3,1,1,-3,1,1,1,-3,-3,-3,1
13,3,3,-3,3,-3,1,1,3,-1,-3,3,3
14,-3,1,-1,-3,-1,3,1,3,3,3,-1,1
15,3,-1,1,-3,-1,-1,1,1,3,1,-1,-3
16,1,3,1,-1,1,3,3,3,-1,-1,3,-1
17,-3,1,1,3,-3,3,-3,-3,3,1,3,-1
18,-3,3,1,1,-3,1,-3,-3,-1,-1,1,-3
19,-1,3,1,3,1,-1,-1,3,-3,-1,-3,-1
20,-1,-3,1,1,1,1,3,1,-1,1,-3,-1
21,-1,3,-1,1,-3,-3,-3,-3,-3,1,-1,-3
22,1,1,-3,-3,-3,-3,-1,3,-3,1,-3,3
23,1,1,-1,-3,-1,-3,1,-1,1,3,-1,1
24,1,1,3,1,3,3,-1,1,-1,-3,-3,1
25,1,-3,3,3,1,3,3,1,-3,-1,-1,3
26,1,3,-3,-3,3,-3,1,-1,-1,3,-1,-3
27,-3,-1,-3,-1,-3,3,1,-1,1,3,-3,-3
28,-1,3,-3,3,-1,3,3,-3,3,3,-1,-1
29,3,-3,-3,-1,-1,-3,-1,3,-3,3,1,-1
