,,,,,,,,,,,,,,,,,,
0,-3,-3,-3,-3,-3,-1,1,-1,-3,3,-1,3,-1,3,-3,-1,-1,3
1,-3,-3,-3,-3,-3,-1,1,-1,1,-3,-3,-3,1,-1,3,-3,-3,1
2,-3,-3,-3,-3,-3,-1,1,1,3,-3,1,1,-3,1,-3,3,1,-1
3,-3,-3,-3,-3,-3,-1,1,3,-3,-1,3,-1,3,1,-1,-3,3,-3
4,-3,-3,-3,-3,-3,-1,3,-3,-1,1,-1,-3,3,3,1,-3,1,-1
5,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,1,1,1,-3,1,1,-3,-3
6,-3,-3,-3,-3,-3,1,-3,-3,1,1,-3,-3,-3,1,-1,3,-1,3
7,-3,-3,-3,-3,-3,1,-3,-1,3,-1,3,3,-1,-1,1,3,3,-1
8,-3,-3,-3,-3,-3,1,-1,-1,-1,-3,3,-1,3,-3,3,-1,1,3
9,-3,-3,-3,-3,-3,3,-3,1,-1,3,-3,3,3,-1,-3,1,1,-3
10,-3,-3,-3,-3,-3,3,-1,-3,-3,1,1,3,-3,-1,3,-1,3,1
11,-3,-3,-3,-3,-3,3,3,-1,-1,-1,3,1,-3,3,-1,1,-3,1
12,-3,-3,-3,-3,-1,-3,-3,-3,1,3,1,-1,3,-3,-1,-3,1,1
13,-3,-3,-3,-3,-1,-3,-3,1,-1,-1,3,-3,-3,1,3,1,-3,1
14,-3,-3,-3,-3,-1,-3,-3,1,3,-3,-1,3,1,3,-1,3,-1,-3
15,-3,-3,-3,-3,-1,-3,-1,3,-3,1,-3,1,-1,-3,-3,1,1,3
16,-3,-3,-3,-3,-1,-1,3,-3,3,-1,-3,1,1,-1,-3,-1,3,-3
17,-3,-3,-3,-3,-1,-1,3,-1,-3,1,3,-1,-3,-3,1,3,-1,1
18,-3,-3,-3,-3,-1,3,-1,-1,3,3,-1,-3,1,1,1,-1,-3,-1
19,-3,-3,-3,-3,-1,3,1,-3,-1,-3,3,1,-1,3,-1,1,3,-1
20,-3,-3,-3,-3,1,-3,-3,3,1,1,-3,-1,1,3,3,-1,3,-1
21,-3,-3,-3,-3,1,-3,1,3,1,-1,-1,3,3,-1,1,1,-3,3
22,-3,-3,-3,-3,1,-3,3,-3,-1,3,1,1,-1,-1,3,3,-1,3
23,-3,-3,-3,-3,1,-3,3,-1,3,-3,-1,-1,-1,1,-3,-3,3,1
24,-3,-3,-3,-3,1,1,3,1,1,-1,3,1,1,3,-1,-3,1,3
25,-3,-3,-3,-3,1,3,3,3,1,-3,1,-3,-3,3,-3,1,-1,-3
26,-3,-3,-3,-3,3,1,3,3,-1,3,-3,-3,-1,3,-1,-1,-3,1
27,-3,-3,-3,-1,-3,-3,-1,-1,-3,3,3,1,-3,-1,-1,3,1,-3
28,-3,-3,-3,-1,-3,1,-1,1,-3,3,1,-3,-1,1,3,1,-1,-1
29,-3,-3,-3,-1,-3,3,1,1,-1,-1,1,3,1,-3,1,-3,-1,1
