,,,,,,
0,-1,-3,3,-3,3,-3
1,-1,3,-1,1,1,1
2,3,-1,-3,-3,1,3
3,3,-1,-1,1,-1,-1
4,-1,-1,-3,1,-3,-1
5,1,3,-3,-1,-3,3
6,-3,3,-1,-1,1,-3
7,-1,-3,-3,1,3,3
8,3,-1,-1,3,1,3
9,3,-3,3,1,-1,1
10,-3,1,-3,-3,-3,-3
11,-3,-3,-3,1,-3,-3
12,3,-3,1,-1,-3,-3
13,3,-3,3,-1,-1,-3
14,3,-1,1,3,3,1
15,-1,1,-1,-3,1,1
16,-3,-1,-3,-1,3,3
17,1,-1,3,-3,3,3
18,1,3,1,1,-3,3
19,-1,-3,-1,-1,3,-3
20,3,-1,-3,-1,-1,-3
21,3,1,3,-3,-3,1
22,1,3,-1,-1,1,-1
23,-3,1,-3,3,3,3
24,1,3,-3,3,-3,3
25,-1,-1,1,-3,1,-1
26,1,-3,-1,-1,3,1
27,-3,-1,-1,3,1,1
28,-1,3,-3,-3,-3,3
29,3,1,-1,1,3,1
