Parameter,,,Unit,Test 1,,Test 2,,,,Test 3,
,,,,Cell 1,Cell 2,Cell 1,,Cell 2,,Cell 1,Cell 2
SSB ARFCN,,,,freq1,,freq1,,,,freq1,
Duplex mode,,Config 1,,FDD,,,,,,,
,,"Config 2,3",,TDD,,,,,,,
,,Config 4,,HD-FDD,,,,,,,
TDD configuration,,"Config 1, 4",,Not Applicable,,,,,,,
,,Config 2,,TDDConf.1.1,,,,,,,
,,Config 3,,TDDConf.2.1,,,,,,,
BWchannel,,"Config 1, 4",MHz,"10: NPRB,c = 52",,,,,,,
,,Config 2,,"10: NPRB,c = 52",,,,,,,
,,Config 3,,"20: NPRB,c = 51",,,,,,,
BWP configuration,,Initial DL BWP,,DLBWP.0.1,,,,,,,
,,Dedicated DL BWP,,DLBWP.1.1,,,,,,,
,,Initial UL BWP,,ULBWP.0.1,,,,,,,
,,Dedicated UL BWP,,ULBWP.1.1,,,,,,,
DRX Cycle,,,ms,Not Applicable,,,,,,,
PDSCH Reference measurement channel,,"Config 1, 4",,SR.1.1 FDD,-,SR.1.1 FDD,,-,,SR.1.1 FDD,-
,,Config 2,,SR.1.1 TDD,,SR.1.1 TDD,,,,SR.1.1 TDD,
,,Config 3,,SR2.1 TDD,,SR2.1 TDD,,,,SR2.1 TDD,
RMSI CORESET Reference Channel,,"Config 1, 4",,CR.1.1 FDD,-,CR.1.1 FDD,,-,,CR.1.1 FDD,
,,Config 2,,CR.1.1 TDD,,CR.1.1 TDD,,,,CR.1.1 TDD,
,,Config 3,,CR.2.1 TDD,,CR.2.1 TDD,,,,CR.2.1 TDD,
Control Channel RMC,,"Config 1, 4",,CCR.1.1 FDD,-,CCR.1.1 FDD,,-,,CCR.1.1 FDD,-
,,Config 2,,CCR.1.1 TDD,,CCR.1.1 TDD,,,,CCR.1.1 TDD,
,,Config 3,,CCR.2.1 TDD,,CCR.2.1 TDD,,,,CCR.2.1 TDD,
TRS Configuration,,"Config 1, 4",,TRS.1.1 FDD,-,TRS.1.1 FDD,,-,,TRS.1.1 FDD,-
,,Config 2,,TRS.1.1 TDD,,TRS.1.1 TDD,,,,TRS.1.1 TDD,
,,Config 3,,TRS.1.2 TDD,,TRS.1.2 TDD,,,,TRS.1.2 TDD,
OCNG Patterns,,,,OP. 1,,,,,,,
SS-RSSI-Measurement,,,,Not Applicable,,,,,,,
Time offset with Cell 1,,"Config 1,4",ms,-,3,-,3,,-,,3
,,"Config 2,3",s,-,3,-,3,,-,,3
SMTC configuration,,"Config 1,4",,SMTC.2,,,,,,,
,,"Config 2,3",,SMTC.1,,,,,,,
SSB configuration,,"Config 1,2,4",,SSB.1 FR1,,,,,,,
,,Config 3,,SSB.1 RedCap FR1,,,,,,,
CSI-RS for tracking,,"Config 1,4",,TRS.1.1 FDD,,,,,,,
,,Config 2,,TRS.1.1 TDD,,,,,,,
,,Config 3,,TRS.1.2 TDD,,,,,,,
PDSCH/PDCCH subcarrier spacing,,"Config 1,2,4",kHz,15 kHz,,,,,,,
,,Config 3,,30 kHz,,,,,,,
EPRE ratio of PSS to SSS,,,dB,0,0,0,,0,,0,0
EPRE ratio of PBCH DMRS to SSS,,,,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,,,,,
Note2,"Config 1,2,4","NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 6",dBm/15 kHz,-85,,-101,,,,-114,
,,NR_FDD_FR1_B,,,,,,,,-113.5,
,,NR_TDD_FR1_C,,,,,,,,-113,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,,,-112.5,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,,,-112,
,,NR_FDD_FR1_F,,,,,,,,-111.5,
,,NR_FDD_FR1_G,,,,,,,,-111,
,,NR_FDD_FR1_H,,,,,,,,-110.5,
,,NR_FDD_FR1_N,,,,,,,,-107.5,
,Config 3,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 6",,-91,,-,,,,-114,
,,NR_FDD_FR1_B,,,,,,,,-113.5,
,,NR_TDD_FR1_C,,,,,,,,-113,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,,,-112.5,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,,,-112,
