Parameter,,,Unit,Test 1,,Test 2,
,,,,Cell 1,Cell 2,Cell 1,Cell 2
Cell ID,,,,489,0,489,0
SSB ARFCN,,,,freq1,,freq1,
Duplex mode,,"Config 1,4",,FDD,,,
,,"Config 2,3",,TDD,,,
TDD configuration,,"Config 1,4",,Not Applicable,,,
,,Config 2,,TDDConf.1.1,,,
,,Config 3,,TDDConf.2.1,,,
BWchannel,,"Config 1,2,4",MHz,"50: NRB,c = 270",,,
,,Config 3,,"100: NRB,c = 273",,,
Downlink initial BWP configuration,,,,DLBWP.0.1,,,
Uplink initial BWP configuration,,,,ULBWP.0.1,,,
DRX Cycle,,,ms,1280,,,
PDSCH Reference measurement channel,,"Config 1,4",,SR.1.1 FDD,-,SR.1.1 FDD,-
,,Config 2,,SR.1.1 TDD,,SR.1.1 TDD,
,,Config 3,,SR2.1 TDD,,SR2.1 TDD,
RMSI CORESET Reference Channel,,"Config 1,4",,CR.1.1 FDD,-,CR.1.1 FDD,-
,,Config 2,,CR.1.1 TDD,,CR.1.1 TDD,
,,Config 3,,CR2.1 TDD,,CR2.1 TDD,
Control channel RMC,,"Config 1,4",,CCR.1.1 FDD,-,CCR.1.1 FDD,-
,,Config 2,,CCR.1.1 TDD,,CCR.1.1 TDD,
,,Config 3,,CCR2.1 TDD,,CCR2.1 TDD,
PRS configuration,,"Config 1,4",,PRS.1.5 FR1,PRS.1.5 FR1,PRS.1.5 FR1,PRS.1.5 FR1
,,Config 2,,PRS.1.5 FR1,PRS.1.5 FR1,PRS.1.5 FR1,PRS.1.5 FR1
,,Config 3,,PRS.2.6 FR1,PRS.2.6 FR1,PRS.2.6 FR1,PRS.2.6 FR1
PRS Resource slot offset (slot),,"Config 1,2,3,4",slot,0,4,0,4
SSB configuration,,"Config 1,2,4",,SSB.1 FR1,SSB.1 FR1,SSB.1 FR1,SSB.1 FR1
,,Config 3,,SSB.1 RedCap FR1,SSB.1 RedCap FR1,SSB.1 RedCap FR1,SSB.1 RedCap FR1
Time offset with Cell 1,,"Config 1,4",ms,-,3,-,3
,,"Config 2,3",s,-,3,-,3
SMTC configuration,,"Config 1,2,3,4",,SMTC.1 RedCap,,,
OCNG Patterns,,,,OCNG pattern 1,,,
EPRE ratio of PSS to SSS,,,dB,0,0,0,0
EPRE ratio of PBCH DMRS to SSS,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,
Note2,"Config 1,2,4",,dBm/15kHz,-98,,-98,
,Config 3,,,-98,,-98,
Note2,"Config 1,2,4",,dBm/SCS,-98,,-98,
,Config 3,,,-95,,-95,
,,,dB,-2.41,-12.12,-2.41,-12.12
,,,dB,-2,-10,-2,-10
PRS-RSRP Note3,"Config 1, 2,4",,dBm/SCS,-100,-108,-100,-108
,Config 3,,,-97,-105,-97,-105
IoNote3,"Config 1,2,4",,dBm/48.6MHz,-60.51,,-60.51,
,Config 3,,dBm/98.28MHz,-57.46,,-57.46,
Propagation condition,,,,AWGN,,,
Antenna configuration,,,,1x2,,,
NOTE 1:OCNG shall be used such that active cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols other than those in the subframes with transmitted PRS.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:PRS-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:PRS-RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.,,,,,,,
