ParameterNote 5,,Unit,Cell 1,,,Cell 2,,
,,,T1,T2,T3,T1,T2,T3
SSB ARFCN,,,freq1,,,freq2,,
Duplex mode,"Config 1, 2, 3",,TDD,,,,,
TDD configuration,"Config 1, 2, 3",,TDDConf.3.1,,,,,
Downlink initial BWP Configuration,"Config 1, 2, 3",,DLBWP.0.1,,,,,
Downlink dedicated BWP Configuration,"Config 1, 2, 3",,DLBWP.1.1,,,,,
Uplink initial BWP configuration,"Config 1, 2, 3",,ULBWP.0.1,,,,,
Uplink dedicated BWP configuration,"Config 1, 2, 3",,ULBWP.1.1,,,,,
TRS configuration,"Config 1, 2, 3",,TRS.2.1 TDD,,,,,
TCI state,"Config 1, 2, 3",,TCI.State.0,,,,,
BWchannel,"Config 1, 2, 3",MHz,"100: NPRB,c = 66",,,,,
Data PRBs allocated,"Config 1, 2, 3",,66,,66,,66,
PDSCH Reference measurement channel,"Config 1, 2, 3",,SR.3.1 TDD,,,-,,
RMSI CORESET Parameters,"Config 1, 2, 3",,CR.3.1 TDD,,,-,,
Dedicated CORESET Parameters,"Config 1, 2, 3",,CCR.3.1 TDD,,,-,,
OCNG Patterns,"Config 1, 2, 3",,OP.1,,,,,
SSB Configuration,"Config 1, 2, 3",,SSB.1 FR2-2,,,,,
SMTC Configuration,"Config 1, 2, 3",,SMTC.1,,,,,
CSI-RS configuration for CSI reporting,"Config 1, 2, 3",,CSI-RS.3.1 TDD,,,,,
reportConfigType,"Config 1, 2, 3",,periodic,,,N/A,,
reportQuantity,"Config 1, 2, 3",,cri-RI-PMI-CQI,,,N/A,,
CSI reporting periodicity,"Config 1, 2, 3",slot,40,,,N/A,,
CSI reporting offset,"Config 1, 2, 3",slot,4,,,N/A,,
EPRE ratio of PSS to SSS,"Config 1, 2, 3",dB,0,,,,,
EPRE ratio of PBCH DMRS to SSS,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,,,,,
EPRE ratio of OCNG DMRS to SSSNote 1,,,,,,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,,,,,,
Propagation conditions,"Config 1, 2, 3",,AWGN,,,,,
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:VoidNOTE 3:VoidNOTE 4:VoidNOTE 5: Void,,,,,,,,
