Parameter,,,Unit,Value
,,,,Test 1
Active PCell,,,,Cell 1
RF Channel Number,,,,1
Duplex mode,,Config 1,,FDD
,,"Config 2,3",,TDD
,,Config 4,,HD-FDD
BWchannel,,"Config 1,4",MHz,"10: NPRB,c = 52"
,,Config 2,,"10: NPRB,c = 52"
,,Config 3,,"20: NPRB,c = 51"
DL initial BWP configuration,,"Config 1, 2, 3, 4",,DLBWP.0.1
DL dedicated BWP configuration,,"Config 1, 2, 3, 4",,DLBWP.1.1
UL initial BWP configuration,,"Config 1, 2, 3, 4",,ULBWP.0.1
UL dedicated BWP configuration,,"Config 1, 2, 3, 4",,ULBWP.1.1
TDD Configuration,,"Config 1,4",,Not Applicable
,,Config 2,,TDDConf.1.1
,,Config 3,,TDDConf.2.1
RMSI CORESET Reference Channel,,"Config 1,4",,CR.1.1 FDD
,,Config 2,,CR.1.1 TDD
,,Config 3,,CR.2.1 TDD
Dedicated CORESET Reference Channel,,"Config 1,4",,CCR.3.1 FDD
,,Config 2,,CCR.3.1 TDD
,,Config 3,,CCR.4.1 TDD
SSB Configuration,,"Config 1,4",,SSB.1 FR1
,,Config 2,,SSB.1 FR1
,,Config 3,,SSB.1 RedCap FR1
SMTC Configuration,,"Config 1, 2, 3, 4",,SMTC.1
PDSCH/PDCCH subcarrier spacing,,"Config 1, 2, 4",,15 kHz
,,Config 3,,30 kHz
PRACH Configuration,,"Config 1, 2, 3, 4",,Table  A.3.8.2.1-1
SSB index assigned as RLM RS,,,,0
OCNG parameters,,,,OP.1
CP length,,,,Normal
Correlation Matrix and Antenna Configuration,,,,2x1 Low
In sync transmission parameters,DCI format,,,1-0
,Number of Control OFDM symbols,,,2
,Aggregation level,,CCE,8
,Ratio of hypothetical PDCCH RE energy to average SSS RE energy,,dB,0
,Ratio of hypothetical PDCCH DMRS energy to average SSS RE energy,,dB,0
,DMRS precoder granularity,,,REG bundle size
,REG bundle size,,,6
Out of sync transmission parameters,DCI format,,,1-0
,Number of Control OFDM symbols,,,2
,Aggregation level,,CCE,16
,Ratio of hypothetical PDCCH RE energy to average SSS RE energy,,dB,4
,Ratio of hypothetical PDCCH DMRS energy to average SSS RE energy,,dB,4
,DMRS precoder granularity,,,REG bundle size
,REG bundle size,,,6
DRX,,,,OFF
Gap pattern ID,,,,N.A.
Layer 3 filtering,,,,Enabled
T310 timer,,,ms,1000
T311 timer,,,ms,1000
N310,,,,1
N311,,,,1
CSI-RS configuration for CSI reporting,"Config 1, 4",,,CSI-RS.1.1 FDD
,Config 2,,,CSI-RS.1.1 TDD
,Config 3,,,CSI-RS.2.1 TDD
CSI-RS for tracking,"Config 1, 4",,,TRS.1.1 FDD
,Config 2,,,TRS.1.1 TDD
,Config 3,,,TRS.1.2 TDD
T1,,,s,0.2
T2,,,s,0.2
T3,,,s,0.44
T4,,,s,0.2
T5,,,s,0.88
D1,,,s,0.84
NOTE 1:All configurations are assigned to the UE prior to the start of time period T1.NOTE 2:UE-specific PDCCH is not transmitted after T1 starts.,,,,
