Parameter,,Unit,Cell 1
NR RF channel number,,,1
Duplex mode,"Config 1, 4",,FDD
,"Config 2, 3, 5, 6",,TDD
,"Config 7, 8",,HD-FDD
TDD Configuration,"Config 1, 4, 7, 8",,N/A
,"Config 2, 5",,TDDConf.1.1
,"Config 3, 6",,TDDConf.2.1
BWchannel,"Config 1, 4, 7, 8",MHz,"10: NPRB,c = 52 (FDD)"
,"Config 2, 5",,"10: NPRB,c = 52 (TDD)"
,"Config 3, 6",,"20: NPRB,c = 51 (TDD)"
Gap pattern Id,,,0
PDSCH reference measurement channel,"Config 1, 4, 7, 8",,SR.1.1 FDD
,"Config 2, 5",,SR.1.1 TDD
,"Config 3, 6",,SR.2.1 TDD
RMSI CORSET reference channel,"Config 1, 4, 7, 8",,CR.1.1 FDD
,"Config 2, 5",,CR.1.1 TDD
,"Config 3, 6",,CR.2.1 TDD
Dedicated CORSET reference channel,"Config 1, 4, 7, 8",,CCR.1.1 FDD
,"Config 2, 5",,CCR.1.1 TDD
,"Config 3, 6",,CCR.2.1 TDD
CSI-RS for tracking,"Config 1, 4, 7, 8",,TRS.1.1 FDD
,"Config 2, 5",,TRS.1.1 TDD
,"Config 3, 6",,TRS.1.2 TDD
BWP configurations,Initial DL BWP,,DLBWP.0.1
,Dedicated DL BWP,,DLBWP.1.1
,Initial UL BWP,,ULBWP.0.1
,Dedicated UL BWP,,ULBWP.1.1
OCNG patternNote1,,,OP.1
SMTC configuration,,,SMTC.1
SSB configuration,"Config 1, 2, 4, 5, 7, 8",,SSB.1 FR1
,"Config 3, 6",,SSB.1 RedCap FR1
EPRE ratio of PSS to SSS,,dB,0
EPRE ratio of PBCH DMRS to SSS,,,
EPRE ratio of PBCH to PBCH DMRS,,,
EPRE ratio of PDCCH DMRS to SSS,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,
EPRE ratio of PDSCH DMRS to SSS,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,
EPRE ratio of OCNG DMRS to SSS,,,
EPRE ratio of OCNG to OCNG DMRS,,,
NocNote2,,dBm/15 kHz,-104
NocNote2,"Config 1, 2, 4, 5, 7, 8",dBm/SCS,-104
,"Config 3, 6",,-101
Ês/Noc,,dB,17
Ês/IotNote3,,dB,17
SS-RSRPNote3,"Config 1, 2, 4, 5, 7, 8",dBm/SCS,-87
,"Config 3, 6",,-84
SSB_RPNote3,"Config 1, 2, 4, 5, 7, 8",dBm/SCS,-87
,"Config 3, 6",,-84
IoNote3,"Config 1, 2, 4, 5, 7, 8",dBm/9.36 MHz,-58.96
,"Config 3, 6",dBm/18.36 MHz,-56.03
Propagation condition,,,AWGN
Antenna Configuration and Correlation Matrix,,,1x2 Low
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:Ês/Iot, SS-RSRQ, SSB_RP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.",,,
