PDSCH-to-HARQ_feedback timing indicator,,,Number of slots k,
1 bit,2 bits,3 bits,,
'0','00','000',"1st value provided by dl-DataToUL-ACK, dl-DataToUL-ACK-r16, dl-DataToUL-ACK-DCI-1-2, dl-DataToUL-ACK-r17, dl-DataToUL-ACK-DCI-1-2-r17, dl-DataToUL-ACK-v1700, or dl-DataToUL-ACK-MulticastDCI-Format4-1",
'1','01','001',"2nd value provided by dl-DataToUL-ACK, dl-DataToUL-ACK-r16, dl-DataToUL-ACK-DCI-1-2, dl-DataToUL-ACK-r17, dl-DataToUL-ACK-DCI-1-2-r17, dl-DataToUL-ACK-v1700, or dl-DataToUL-ACK-MulticastDCI-Format4-1",
,'10','010',"3rd value provided by dl-DataToUL-ACK, dl-DataToUL-ACK-r16, dl-DataToUL-ACK-DCI-1-2, dl-DataToUL-ACK-r17, dl-DataToUL-ACK-DCI-1-2-r17, dl-DataToUL-ACK-v1700, or dl-DataToUL-ACK-MulticastDCI-Format4-1",
,'11','011',"4th value provided by dl-DataToUL-ACK, dl-DataToUL-ACK-r16, dl-DataToUL-ACK-DCI-1-2, dl-DataToUL-ACK-r17, dl-DataToUL-ACK-DCI-1-2-r17, dl-DataToUL-ACK-v1700, or dl-DataToUL-ACK-MulticastDCI-Format4-1",
,,'100',"5th value provided by dl-DataToUL-ACK, dl-DataToUL-ACK-r16, dl-DataToUL-ACK-DCI-1-2, dl-DataToUL-ACK-r17, dl-DataToUL-ACK-DCI-1-2-r17, dl-DataToUL-ACK-v1700, or dl-DataToUL-ACK-MulticastDCI-Format4-1",
,,'101',"6th value provided by dl-DataToUL-ACK, dl-DataToUL-ACK-r16, dl-DataToUL-ACK-DCI-1-2, dl-DataToUL-ACK-r17, dl-DataToUL-ACK-DCI-1-2-r17, dl-DataToUL-ACK-v1700, or dl-DataToUL-ACK-MulticastDCI-Format4-1",
,,'110',"7th value provided by dl-DataToUL-ACK, dl-DataToUL-ACK-r16, dl-DataToUL-ACK-DCI-1-2, dl-DataToUL-ACK-r17, dl-DataToUL-ACK-DCI-1-2-r17, dl-DataToUL-ACK-v1700, or dl-DataToUL-ACK-MulticastDCI-Format4-1",
,,'111',"8th value provided by dl-DataToUL-ACK, dl-DataToUL-ACK-r16, dl-DataToUL-ACK-DCI-1-2, dl-DataToUL-ACK-r17, dl-DataToUL-ACK-DCI-1-2-r17, dl-DataToUL-ACK-v1700, or dl-DataToUL-ACK-MulticastDCI-Format4-1",
