Parameter,,,Unit,Anchor UE 1,,Anchor UE 2,,,Comment
,,,,T1,T2,T1,T2,,
SL RF Channel number,,,,2,,2,,,
SL DRX,,,,OFF,,OFF,,,
networkControlledSyncTx,,,,ON,,ON,,,
inCoverage (in MIB-SL),,,,TRUE,,TRUE,,,
SL pool configuration,,SL_conf1,,"shared resource pool if supported by UE1, otherwise dedicated",,,,,
,,SL_conf2,,,,,,,
,,SL_conf3,,,,,,,
SL-PRS configuration,,SL_conf1,,N/A,SL PRS.1.3 FR1,N/A,,SL PRS.1.3 FR1,As specified in table A.3.21A.2.1-1
,,SL_conf2,,,SL PRS.1.1 FR1,,,SL PRS.1.1 FR1,
,,SL_conf3,,,SL PRS.1.3 FR1,,,SL PRS.1.3 FR1,
PSCCH RMC (defined inA.3.21.2),,,,CC.1A HD,CC.1A HD,CC.1A HD,,CC.1A HD,
PSSCH RMC (defined in A.3.21.3),,,,CD.1A HD,CD.1A HD,CD.1A HD,,CD.1A HD,
"Note 2, 4",SL conf1,,dBm/SCS,-94,,,,,
,"SL conf2, 3",,,-91,,,,,
"Note 2, 5",SL conf1,,,-98,,,,,
,"SL conf2, 3",,,-95,,,,,
SL-PRS  Note 4,,,dB,-Infinity,0,-Infinity,,-3,
PSCCH  Note 5,,,dB,N/A,4,N/A,,1,
"Io Note 3, 4",,SL_conf1,dBm/9.36MHz,N/A,-65.15,N/A,,-65.57,
,,SL_conf2,dBm/8.46MHz,,-68.44,,,-68.89,
,,SL_conf3,dBm/18.36MHz,,-65.21,,,-65.65,
SL PRS-RSRP Note3,SL conf1,,dBm/SCS,-Infinity,-94,-Infinity,,-97,
,"SL conf2, 3",,,-Infinity,-91,-Infinity,,-94,
"PSCCH RP Note3, 5",SL conf1,,,-Infinity,-94,-Infinity,,-97,
,"SL conf2, 3",,,-Infinity,-91,-Infinity,,-94,
SL-PRS  Note 4EsIot,,,dB,N/A,0,N/A,,-3,
PSCCH  Note 5EsIot,,,dB,N/A,4,N/A,,1,
Propagation Condition,,,,AWGN,,,,,
"NOTE 1:Interference from other UEs and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 2:SL PRS-RSRP, PSCCH Received Power (RP) and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves. Io level is based on the allocated PRBs for SL PRS symbols. NOTE 3:The UE is only required to be tested in one of the supported test configurations. NOTE 4: In symbols containing SL-PRS.NOTE 5: In symbols containing PSCCH.",,,,,,,,,
