Parameter,,Unit,Anchor UE 1,
,,,T1,T2
SL RF Channel number,,,2,
SL DRX,,,OFF,
networkControlledSyncTx,,,ON,
inCoverage (in MIB-SL),,,TRUE,
SL pool configuration,SL_conf1,,N/A,"shared resource pool if supported by UE1, otherwise dedicated"
,SL_conf2,,,
,SL_conf3,,,
SL-PRS configuration,SL_conf1,,N/A,SL PRS.1.3 FR1
,SL_conf2,,,SL PRS.1.1 FR1
,SL_conf3,,,SL PRS.1.3 FR1
PSCCH RMC (defined in A.3.21.2),,,CC.1A HD,CC.1A HD
PSSCH RMC (defined in A.3.21.3),,,CD.1A HD,CD.1A HD
"Note 2, 4",SL conf1,dBm/SCS,-94,
,"SL conf2, 3",,-91,
"Note 2, 5",SL conf1,,-98,
,"SL conf2, 3",,-95,
SL-PRS  Note 4,,dB,-Infinity,0
PSCCH  Note 5,,dB,N/A,4
Io Note 3,SL_conf1,dBm/9.36MHz,N/A,-65.15
,SL_conf2,dBm/8.64MHz,,-68.44
,SL_conf3,dBm/18.36MHz,,-65.21
"SL PRS-RSRP Note3, 4",SL_conf1,dBm/SCS,-Infinity,-94
,"SL_conf2, 3",,-Infinity,-91
"PSCCH RP Note 3, 5",SL_conf1,,-Infinity,-94
,"SL_conf2, 3",,-Infinity,-91
SL-PRS  Note 4EsIot,,dB,N/A,0
PSCCH  Note 5EsIot,,dB,N/A,4
Propagation Condition,,,AWGN,
"NOTE 1:The resources for NR Uu uplink transmission are assigned to the UE prior to the start of time period T2.NOTE 2: Interference from other UEs and noise sources not specified in the test are assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3: SL PRS-RSRP, PSCCH Received Power (RP) and Io levels have been derived from other parameters and are given for information purpose. These are not settable test parameters.NOTE 4: In symbols containing SL-PRS.NOTE 5: In symbols containing PSCCH.",,,,
