Parameter,,,Unit,Test 1,,Test 2,,Test 3,
,,,,Cell 2,,Cell 2,,Cell 2,
SSB ARFCN,,,,freq1,,freq1,,freq1,
Duplex mode,,"Config 1,4",,FDD,,,,,
,,"Config 2,3,5,6",,TDD,,,,,
TDD configuration,,"Config 1,4",,Not Applicable,,,,,
,,"Config 2,5",,TDDConf.1.1,,,,,
,,"Config 3,6",,TDDConf.2.1,,,,,
Downlink initial BWP configuration,,,,DLBWP.0.1,,,,,
Uplink initial BWP configuration,,,,ULBWP.0.1,,,,,
DRX Cycle configuration,,,ms,Not Applicable,,,,,
PDSCH Reference measurement channel,,"Config 1,4",,-,,-,,-,
,,"Config 2,5",,,,,,,
,,"Config 3,6",,,,,,,
RMSI CORESET Reference Channel,,"Config 1,4",,-,,-,,-,
,,"Config 2,5",,,,,,,
,,"Config 3,6",,,,,,,
Dedicated CORESET Reference Channel,,"Config 1,4",,-,,-,,-,
,,"Config 2,5",,,,,,,
,,"Config 3,6",,,,,,,
OCNG Patterns,,,,OP.1,,,,,
SS-RSSI-Measurement,,,,Not Applicable,,,,,
SMTC configruation,,,,SMTC.1,,,,,
SSB configuration,,"Config 1,2,4,5",,SSB.1 FR1,,,,,
,,"Config 3,6",,SSB.2 FR1,,,,,
PDSCH/PDCCH subcarrier spacing,,"Config 1,2,4,5",kHz,15,,,,,
,,"Config 3,6",,30,,,,,
EPRE ratio of PSS to SSS,,,dB,0,0,0,0,0,0
EPRE ratio of PBCH DMRS to SSS,,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,,,
Note2,"Config 1,2,4,5",NR_FDD_FR1_ANR_TDD_FR1_A NOTE 6,dBm/15kHz,-80.18,,-106,,-116,
,,NR_FDD_FR1_B,,,,,,-115.5,
,,NR_TDD_FR1_C,,,,,,-115,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-114.5,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-114,
,,NR_FDD_FR1_F,,,,,,-113.5,
,,NR_FDD_FR1_G,,,,,,-113,
,,NR_FDD_FR1_H,,,,,,-112.5,
,,NR_FDD_FR1_N,,,,,,-109.5,
,"Config 3,6",,,-86.27,,-113,,"Same as Noc for Config 1,2,4,5",
Note2,"Config 1,2,4,5",,dBm/SCS,-80.18,,-106,,Same as Noc for 15kHz,
,"Config 3,6",NR_FDD_FR1_ANR_TDD_FR1_A NOTE 6,,-83.27,,-110,,-113,
,,NR_FDD_FR1_B,,,,,,-112.5,
,,NR_TDD_FR1_C,,,,,,-112,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-111.5,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-111,
,,NR_FDD_FR1_F,,,,,,-110.5,
,,NR_FDD_FR1_G,,,,,,-110,
,,NR_FDD_FR1_H,,,,,,-109.5,
,,NR_FDD_FR1_N,,,,,,-106.5,
,,,dB,-1.75,,-1.75,,-1.75,
,,,dB,-1.75,,-1.75,,-1.75,
SS-RSRPNote3,"Config 1,2,4,5",NR_FDD_FR1_ANR_TDD_FR1_A NOTE 6,dBm/SCS,-81.93,,-107.75,,-117.75,
,,NR_FDD_FR1_B,,,,,,-117.25,
,,NR_TDD_FR1_C,,,,,,-116.75,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-116.25,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-115.75,
,,NR_FDD_FR1_F,,,,,,-115.25,
,,NR_FDD_FR1_G,,,,,,-114.75,
,,NR_FDD_FR1_H,,,,,,-114.25,
,,NR_FDD_FR1_N,,,,,,-111.25,
,"Config 3,6",NR_FDD_FR1_ANR_TDD_FR1_A NOTE 6,,-85.02,,-111.75,,-114.75,
,,NR_FDD_FR1_B,,,,,,-114.25,
,,NR_TDD_FR1_C,,,,,,-113.75,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-113.25,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-112.75,
,,NR_FDD_FR1_F,,,,,,-112.25,
,,NR_FDD_FR1_G,,,,,,-111.75,
,,NR_FDD_FR1_H,,,,,,-111.25,
,,NR_FDD_FR1_N,,,,,,-108.25,
SS-RSRQ Note3,,NR_FDD_FR1_ANR_TDD_FR1_A NOTE 6,dB,-14.77,,-40.59,,-14.76,
,,NR_FDD_FR1_B,,,,,,,
,,NR_TDD_FR1_C,,,,,,,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,,
,,NR_FDD_FR1_F,,,,,,,
,,NR_FDD_FR1_G,,,,,,,
,,NR_FDD_FR1_H,,,,,,,
,,NR_FDD_FR1_N,,,,,,,
IoNote3,"Config 1,2,4,5",NR_FDD_FR1_ANR_TDD_FR1_A NOTE 6,dBm/9.36 MHz,-50,,-75.83,,-85.83,
,,NR_FDD_FR1_B,,,,,,-85.33,
,,NR_TDD_FR1_C,,,,,,-84.83,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-84.33,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-83.83,
,,NR_FDD_FR1_F,,,,,,-83.33,
,,NR_FDD_FR1_G,,,,,,-82.83,
,,NR_FDD_FR1_H,,,,,,-82.33,
,,NR_FDD_FR1_N,,,,,,-79.33,
,"Config 3,6",NR_FDD_FR1_ANR_TDD_FR1_A NOTE 6,dBm/38.16 MHz,-50,,-76.73,,-79.73,
,,NR_FDD_FR1_B,,,,,,-79.23,
,,NR_TDD_FR1_C,,,,,,-78.73,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-78.23,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-77.73,
,,NR_FDD_FR1_F,,,,,,-77.23,
,,NR_FDD_FR1_G,,,,,,-76.73,
,,NR_FDD_FR1_H,,,,,,-76.53,
,,NR_FDD_FR1_N,,,,,,-73.53,
Propagation condition,,,-,AWGN,,,,,
Antenna configuration,,,-,1x2,,,,,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:SS-RSRQ, SS-RSRP, and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:SS-RSRQ minimum requirements are specified assuming independent interference and noise at each receiver antenna port.NOTE 5:NR operating band groups are as defined in clause 3.5.2.NOTE 6: The test configuration excludes support for band n51 and it is not required to run this test on band n51 in this release of the specification.",,,,,,,,,
