Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2017-05,RAN1#89,R1-1712013,,,,Draft skeleton,0.0.0
2017-07,AH_1706,R1-1712013,,,,Update for agreements from meetings up to RAN1 NR AH2,0.0.1
2017-08,RAN1#90,R1-1713371,,,,Update for agreements from meetings up to RAN1 NR AH2,0.0.2
2017-08,RAN1#90,R1-1714655,,,,Update with change marks removed for RAN1 #90 endorsement,0.1.0
2017-09,RAN1#90,R1-1715320,,,,Updated with minor editorial changes for review after RAN1 #90,0.1.1
2017-09,RAN#77,RP-172006,,,,For information to plenary,1.0.0
2017-10,RAN1#90b,R1-1719229,,,,Updated for agreements from meetings up to RAN1 #90b,1.0.1
2017-11,RAN1#91,R1-1721047,,,,Updated after email discussion,1.1.0
2017-12,RAN1#91,R1-1721340,,,,Updated to reflect agreements from RAN1 #91,1.2.0
2017-12,RAN#78,RP-172630,,,,Endorsed version for approval by plenary,2.0.0
2017-12,RAN#78,,,,,Approved by plenary – Rel-15 spec under change control,15.0.0
2018-03,RAN#79,RP-180200,0001,-,F,CR capturing the Jan18 ad-hoc and RAN1#92 meeting agreements,15.1.0
2018-06,RAN#80,RP-181172,0002,1,F,CR to 38.202 capturing the RAN1#92bis and RAN1#93 meeting agreements,15.2.0
2018-06,RAN#80,RP-181257,0003,-,B,CR to 38.202 capturing the RAN1#92bis and RAN1#93 meeting agreements related to URLLC,15.2.0
2018-09,RAN#81,RP-181789,0004,-,B,CR to 38.202 capturing RAN1#94 meeting agreements,15.3.0
2018-12,RAN#82,RP-182523,0005,-,F,CR to 38.202 capturing RAN1#95 meeting agreements,15.4.0
2019-06,RAN#84,RP-191277,0006,-,F,Correction to simultaneous reception of DL Channels,15.5.0
2019-06,RAN#84,RP-191277,0007,-,F,CR on inclusion of TC-RNTI for monitored RNTI for UL-SCH and inclusion of monitoring PDCCH ordering PRACH on SCell,15.5.0
2019-12,RAN#86,RP-192623,0008,1,F,CR on simultaneous transmission of UL channels,15.6.0
2019-12,RAN#86,RP-192635,0009,-,B,Introduction of two-step RACH,16.0.0
2019-12,RAN#86,RP-192637,0010,-,B,Introduction of integrated access and backhaul for NR,16.0.0
2019-12,RAN#86,RP-192638,0011,-,B,Introduction of V2X,16.0.0
2019-12,RAN#86,RP-192639,0012,-,B,Introduction of Physical Layer Enhancements for URLLC,16.0.0
2019-12,RAN#86,RP-192641,0013,-,B,Introduction of MIMO enhancements,16.0.0
2019-12,RAN#86,RP-192642,0014,-,B,Introduction of UE Power Savings,16.0.0
2020-06,RAN#88-e,RP-200692,0015,-,F,Corrections to MIMO enhancements,16.1.0
2020-09,RAN#89-e,RP-201810,0017,-,F,DL Channel Combination associated with DCI format 2_6 monitoring,16.2.0
2020-09,RAN#89-e,RP-201807,0018,-,F,Corrections on 5G V2X sidelink features,16.2.0
2021-12,RAN#94-e,RP-212960,0019,-,F,Alignment CR for TS 38.202,16.3.0
2021-12,RAN#94-e,RP-212968,0020,-,B,Introduction of IIoT/URLLC enhancements in NR,17.0.0
2021-12,RAN#94-e,RP-212979,0021,-,B,Introduction of multicast and broadcast services,17.0.0
2022-03,RAN#95-e,RP-220263,0022,-,F,Corrections to NR support of multicast and broadcast services,17.1.0
2022-03,RAN#95-e,RP-220256,0023,-,F,Corrections on NR UE Power Saving Enhancements,17.1.0
2022-06,RAN#96,RP-221612,0024,-,F,Corrections to NR support of multicast and broadcast services,17.2.0
2022-12,RAN#98-e,RP-222864,0025,-,F,CR on the MBS reception type combinations to TS 38.202,17.3.0
2023-09,RAN#101,RP-232450,0026,-,F,Correction on simultaneous reception of SDT and other channels in TS 38.202,17.4.0
2023-09,RAN#101,RP-232458,0027,-,B,Release 18 TS38.202 Editor CR for MIMO,18.0.0
2023-09,RAN#101,RP-232469,0028,-,B,Release 18 TS38.202 Editor CR for NR sidelink evolution,18.0.0
2023-12,RAN#102,RP-233723,0031,1,A,Correction on NR Sidelink,18.1.0
2023-12,RAN#102,RP-233733,0032,-,B,Release 18 TS38.202 Editor CR for multicast in RRC_INACTIVE state,18.1.0
2023-12,RAN#102,RP-233719,0033,-,F,Release 18 TS38.202 Editor CR for SL-PRS transmission and Reception,18.1.0
2024-03,RAN#103,RP-240528,0034,-,F,Release 18 TS38.202 Editor CR for simultaneous SL-PRS transmission and Reception,18.2.0
2024-06,RAN#104,RP-241061,0035,-,F,Correction to 38.202 on support of combination of SL CA and SL positioning,18.3.0
2024-09,RAN#105,RP-242204,0036,-,F,Rel-18 Editorial Corrections for TS 38.202,18.4.0
2025-09,SA#109,-,-,-,-,Update to Rel-19 version (MCC),19.0.0
