Pre-coding,Modulation,Bandwidth of contiguously transmitted sub-bands / RB Allocation / A-MPR (dB),,,,,,,
,,RB Allocation(Note 4),,40MHz – 80MHz(Note 5),,100MHz – 120MHz(Note 5),,140MHz – 160MHz(Note 5),
,,Full2,Partial3,Full2,Partial3,Full2,Partial3,Full2,Partial3
DFT-s-OFDM,PI/2 BPSK7,≤ 3.0,,≤ 3.5,≤ 4.5,≤ 3.0,≤ 4.0,≤ 3.0,≤ 3.5
,QPSK,≤ 3.0,,≤ 3.5,≤ 4.5,≤ 3.0,≤ 4.0,≤ 3.0,≤ 3.5
,16 QAM,≤ 3.5,,≤ 4.0,≤ 4.5,≤ 3.5,≤ 4.0,≤ 3.5,≤ 3.5
,64 QAM,≤ 4.5,,≤ 4.5,≤ 4.5,≤ 4.5,≤ 4.5,≤ 4.5,≤ 4.5
,256 QAM,≤ 6.0,,≤ 6.0,≤ 6.0,≤ 6.0,≤ 6.0,≤ 6.0,≤ 6.0
CP-OFDM,QPSK,≤ 4.0,,≤ 4.5,≤ 5.0,≤ 4.0,≤ 4.5,≤ 4.0,≤ 4.0
,16 QAM,≤ 4.5,,≤ 4.5,≤ 5.5,≤ 4.5,≤ 4.5,≤ 4.5,≤ 4.0
,64 QAM,≤ 6.0,,≤ 5.5,≤ 6.0,≤ 6.0,≤ 6.0,≤ 6.0,≤ 6.0
,256 QAM,≤ 7.0,,≤ 7.0,≤ 7.0,≤ 7.0,≤ 7.0,≤ 7.0,≤ 7.0
