Inter-band CA combination,"ΔTIB,c for NR bands (dB)1",,,,
,Component band in order of bands in configuration2,,,,
CA_n1-n3-n5-n7-n78,0.6,0.6,0.6,0.6,0.8
CA_n1-n3-n5-n28-n78,0.6,0.6,0.7,0.7,0.8
CA_n1-n3-n7-n8-n78,0.7,0.7,0.7,0.6,0.8
CA_n1-n3-n7-n20-n67,0.6,0.6,0.6,0.3,N/A
CA_n1-n3-n7-n20-n75,0.6,0.6,0.6,0.3,N/A
CA_n1-n3-n7-n20-n78,0.7,0.7,0.7,0.6,0.8
CA_n1-n3-n7-n26-n78,0.7,0.7,0.7,0.6,0.8
CA_n1-n3-n7-n28-n38,0.6,0.6,N/A,0.6,N/A
CA_n1-n3-n7-n28-n75,0.6,0.6,0.6,0.3,N/A
CA_n1-n3-n7-n28-n78,0.7,0.7,0.7,0.6,0.8
CA_n1-n3-n7-n40-n78,0.6,0.6,0.6,0.6,0.8
CA_n1-n3-n7-n40-n105,0.6,0.6,0.6,0.6,0.6
CA_n1-n3-n7-n67-n78,0.7,0.7,0.7,N/A,0.8
CA_n1-n3-n7-n75-n78,0.6,0.6,0.6,N/A,0.8
CA_n1-n3-n8-n41-n78,0.6,1,0.6,0.63/0.84,0.8
CA_n1-n3-n20-n41-n71,0.5,0.5,0.8,0.33 / 0.84,0.6
CA_n1-n3-n20-n41-n77,0.6,0.6,0.8,0.33 / 0.84,0.8
CA_n1-n3-n20-n41-n78,0.6,0.6,0.8,0.33 / 0.84,0.8
CA_n1-n3-n20-n71-n78,0.6,0.6,0.8,0.6,0.8
CA_n1-n3-n20-n75-n78,0.6,0.6,0.8,N/A,0.8
CA_n1-n3-n28-n40-n41,0.,0.5,0.6,0.6,0.63/0.84
CA_n1-n3-n28-n40-n77,0.6,0.6,0.6,0.5,0.8
CA_n1-n3-n28-n41-n77,0.6,1,0.6,0.63/0.84,0.8
CA_n1-n3-n28-n41-n79,0.5,0.5,0.6,0.63/0.84,0.8
CA_n1-n3-n28-n75-n78,0.6,0.6,0.8,N/A,0.8
CA_n1-n3-n28-n77-n79,0.6,0.6,0.6,0.8,0.8
CA_n1-n3-n40-n78-n79,0.6,0.6,0.5,0.8,0.8
CA_n1-n3-n40-n78-n105,0.6,0.6,0.6,0.8,0.6
CA_n1-n3-n41-n71-n77,0.6,0.6,0.33 / 0.84,0.6,0.8
CA_n1-n3-n41-n71-n78,0.6,0.6,0.53/0.84,0.6,0.8
CA_n1-n3-n41-n77-n79,0.6,0.6,0.53/0.84,0.8,0.8
CA_n1-n5-n7-n40-n78,0.5,0.6,0.6,0.5,0.8
CA_n1-n5-n7-n40-n105,0.5,0.3,0.6,0.5,0.6
CA_n1-n5-n7-n78-n105,0.5,0.6,0.6,0.8,0.6
CA_n1-n5-n28-n78-n79,0.6,0.7,0.7,0.8,0.8
CA_n1-n5-n40-n78-n105,0.5,0.6,0.5,0.8,0.6
CA_n1-n7-n20-n28-n78,0.5,0.8,0.8,0.6,0.8
CA_n1-n7-n20-n67-n78,0.6,0.5,0.6,N/A,0.8
CA_n1-n7-n20-n75-n78,0.6,0.5,0.6,N/A,0.8
CA_n1-n7-n28-n75-n78,0.6,0.5,0.6,N/A,0.8
CA_n1-n7-n40-n78-n79,0.6,0.5,0.6,0.5 / 1.55,0.5 / 1.55
CA_n1-n7-n40-n78-n105,0.6,0.6,0.6,0.8,0.6
CA_n1-n8-n40-n78-n79,0.5,0.6,0.3,0.8,0.8
CA_n1-n18-n28-n41-n77,0.6,0.5,0.6,0.6,0.8
CA_n1-n20-n41-n71-n78,0.5,0.8,0.33 / 0.84,0.6,0.8
CA_n1-n28-n40-n78-n79,0.5,0.6,0.5,0.8 / 1.55,0.5 / 1.55
CA_n1-n28-n41-n77-n79,0.6,0.6,0.6,0.8,0.8
CA_n2-n5-n30-n66-n77,0.6,0.6,0.3,0.6,0.8
CA_n2-n5-n48-n66-n77,0.6,0.3,0.8,0.6,0.8
CA_n2-n12-n30-n66-n77,0.6,0.8,0.3,0.6,0.8
CA_n2-n14-n30-n66-n77,0.6,0.6,0.3,0.6,0.8
CA_n2-n29-n30-n66-n77,0.6,N/A,0.3,0.6,0.8
CA_n3-n7-n20-n67-n78,0.6,0.6,0.6,N/A,0.8
CA_n3-n7-n20-n28-n78,0.6,0.8,0.8,0.6,0.8
CA_n3-n7-n40-n78-n105,0.6,0.8,0.6,0.8,0.6
CA_n3-n7-n20-n75-n78,0.6,0.6,0.6,N/A,0.8
CA_n3-n8-n39-n41-n79,0.5,0.5,0.5,0.33 / 0.84,0.8
CA_n3-n20-n41-n71-n78,0.6,0.8,0.33 / 0.84,0.6,0.8
CA_n3-n28-n41-n77-n79,1,0.5,0.8,0.8,0.8
CA_n5-n7-n40-n78-n105,0.6,0.6,0.5,0.8,0.6
"NOTE 1:“-” denotes ΔTIB,c = 0.NOTE 2:The component band order in the configuration should be listed by the order of NR bands, such as for CA_n1-n3-n5-n7-n78 the band order from left to right is n1, n3, n5, n7 and n78.NOTE 3:The requirement is applied for UE transmitting on the frequency range of 2545 - 2690 MHzNOTE 4:The requirement is applied for UE transmitting on the frequency range of 2496 - 2545 MHz",,,,,
