Channel,Carrier Center,Regions,,A-MPR
"Bandwidth, [MHz]","Frequency, Fc, [MHz]",RBstart*12*SCS[MHz],LCRB*12*SCS[MHz],
5 MHz,FC ≤ 1722.5,≤ 0.18,≤ 2.34,A1
,,,> 2.34,A3
,,"> 0.18, ≤ 0.36",≤ 0.36,A2
,,,> 0.36,A3
,,"> 0.36, ≤ 0.72",< 1.8,A4
,,,≥ 1.8,A3
,,> 0.72,> 1.5*RBstart*12*SCS - 2.5*12*SCS,A4
,,,≤ 1.5*RBstart*12*SCS – 2.5*12*SCS,A5
10 MHz,FC ≤ 1735,≤ 0.72,≤ 1.26,A1
,,,> 1.26,A2
,,"> 0.72, ≤ 3.78",> 1.5*RBstart*12*SCS - 2.5*12*SCS,A4
,,,≤ 1.5*RBstart*12*SCS - 2.5*12*SCS,A5
,,"> 3.78, ≤ 5.04",> 2.7,A5
,,,≤ 2.7,A6
,,> 5.04,> 0,A5
15 MHz,FC ≤ 1747.5,≤ 0.72,≤ 1.26,A1
,,,> 1.26,A2
,,"> 0.72, ≤ 5.58",> 1.5*RBstart*12*SCS - 2.5*12*SCS,A4
,,,≤ 1.5*RBstart*12*SCS - 2.5*12*SCS,A5
,,"> 5.58, ≤ 9.72",> 3.78,A5
,,,≤ 3.78,A6
,,> 9.72,> 0,A5
20 MHz,FC ≤ 1760,≤ 0.72,≤ 8.1,A1
,,,> 8.1,A4
,,"> 0.72, ≤ 7.2",> 1.5*RBstart*12*SCS - 2.5*12*SCS,A4
,,,≤ 1.5*RBstart*12*SCS - 2.5*12*SCS,A5
,,"> 7.2, ≤ 12.96",> 5.58,A5
,,,≤ 5.58,A6
,,> 12.96,> 0,A5
25 MHz,FC ≤ 1772.5,≤ 0.72,> 0,A1
,,"> 0.72, ≤ 8.64",> 1.5*RBstart*12*SCS - 2.5*12*SCS,A4
,,,≤ 1.5*RBstart*12*SCS - 2.5*12*SCS,A5
,,> 8.64,> 6.12,A5
,,,"≤ 6.12, > 0.72",A6
,,,≤ 0.72,A5
30 MHz,FC ≤ 1750,≤ 24.3,> 0,A2
,,> 24.3,> 0,A5
,1750 < FC < 1765,≤ 24.3,> 0,A5
,,> 24.3,> 0,A6
,FC ≥ 1765,≥ 0,> 0,A5
35 MHz,FC ≤ 1750,≤ 29.16,> 0,A2
,,> 29.16,> 0,A5
,1750 < FC < 1765,≤ 29.16,> 0,A5
,,> 29.16,> 0,A6
,FC ≥ 1765,≥ 0,> 0,A6
40 MHz,FC ≤ 1740,≤ 32.4,> 0,A2
,,> 32.4,> 0,A5
,FC > 1740,≤ 32.4,> 0,A5
,,> 32.4,> 0,A6
45 MHz,FC ≤ 1740,≤ 35.64,> 0,A2
,,> 35.64,> 0,A5
,FC > 1740,≤ 35.64,> 0,A5
,,> 35.64,> 0,A6
50 MHz,FC ≤ 1740,≤ 38.88,> 0,A2
,,> 38.88,> 0,A5
,FC > 1740,≤ 38.88,> 0,A5
,,> 38.88,> 0,A6
"NOTE 1:The A-MPR values are listed in Table 6.2K.3.2-2.NOTE 2:For any undefined region, MPR applies.",,,,
