Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2022-12,RAN#98-e,RP-223312,0755,,B,Introduction CR on new NR DC LTE(xDL/1UL)+ NR(2DL/1UL) band combinations in Rel-18,18.0.0
2022-12,RAN#98-e,RP-223315,0756,1,B,CR related to Introduction of new LTE TDD Band in 1670 – 1675 MHz,18.0.0
2022-12,RAN#98-e,RP-223333,0775,,B,"Big CR for TS 38.101-3, Introduction of new R18 Uu+V2X band combinations",18.0.0
2022-12,RAN#98-e,RP-223320,0776,,B,Big CR for Rel-18 Dual Connectivity (DC) of 1 LTE band (1DL/1UL) and 1 NR band (1DL/1UL),18.0.0
2022-12,RAN#98-e,RP-223323,0779,,B,Big CR on introduction of completed  DC of x LTE bands and y NR bands with z bands DL and 3 bands UL,18.0.0
2022-12,RAN#98-e,RP-223330,0782,,B,big CR 38.101-3 new combinations Rel-18 EN-DC HPUE,18.0.0
2022-12,RAN#98-e,RP-223322,0784,,B,Big CR to introduce new combinations DC of x bands LTE inter-band CA (x345) and 1 NR band,18.0.0
2022-12,RAN#98-e,RP-223321,0787,,B,CR on introduction of completed DC of 2 bands LTE and 1 band NR into TS 38.101-3,18.0.0
2022-12,RAN#98-e,RP-223326,0791,,B,"big CR 38.101-3 new combinations Rel-18 NR Inter-band CA/DC for y bands DL with x bands UL (y=4,5,6, x=1,2)",18.0.0
2022-12,RAN#98-e,RP-223325,0792,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-3,18.0.0
2022-12,RAN#98-e,RP-223313,0793,,B,"Big CR to reflect the completed DC combinations of x bands (x=1,2,3) LTE inter-band CA (xDL/1UL) and y bands NR inter-band CA (yDL/1UL)",18.0.0
2022-12,RAN#98-e,RP-223325,0801,,B,"Big CR to reflect the completed NR inter-band CA DC combinations for  3 bands DL with x bands UL (x=1,2) into TS 38.101-3",18.0.0
2023-03,RAN#99,RP-230509,0807,,A,CR for 38.101-3 to Identify Applicable HPUE EN-DC Combinations,18.1.0
2023-03,RAN#99,RP-230517,0810,,A,TS 38.101-3 Rel-18 CAT-A: Correction to co-existence requirements of band n8 and n100,18.1.0
2023-03,RAN#99,RP-230517,0812,,A,CR for TS 38.101-3 Rel-18 CAT-A: Corrections on band combinations for UE co-existence,18.1.0
2023-03,RAN#99,RP-230499,0815,,A,CR for TS 38.101-3 Rel-18: Introducing missing MSD for harmonic mixing,18.1.0
2023-03,RAN#99,RP-230537,0816,1,F,CR 38.101-3: Rel-18 Band combinations bug fixing and adding missing fallbacks,18.1.0
2023-03,RAN#99,RP-230501,0819,,A,CR to 38.101-3 for corrections on intra-band EN-DC configurations,18.1.0
2023-03,RAN#99,RP-230516,0822,,F,CR to introduce emissions specifications for certain LTE_V2X band combinations,18.1.0
2023-03,RAN#99,RP-230540,0824,,B,Introduction CR on new band combinations in DC_R18_xBLTE_2BNR_yDL2UL,18.1.0
2023-03,RAN#99,RP-230537,0825,,B,Big CR for Rel-18 Dual Connectivity (DC) of 1 LTE band (1DL/1UL) and 1 NR band (1DL/1UL),18.1.0
2023-03,RAN#99,RP-230553,0826,,B,big CR 38.101-3 new combinations Rel-18 EN-DC HPUE,18.1.0
2023-03,RAN#99,RP-230542,0827,,B,Big CR on introduction of completed  DC of x LTE bands and y NR bands with z bands DL and 3 bands UL,18.1.0
2023-03,RAN#99,RP-230519,0837,,A,Correction on the HigherPowerLimitCADC IE name,18.1.0
2023-03,RAN#99,RP-230544,0838,,B,Big CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into TS 38.101-3,18.1.0
2023-03,RAN#99,RP-230499,0842,,A,CR to R18 TS38.101-3 maintenance for UE co-ex requirements for EN-DC,18.1.0
2023-03,RAN#99,RP-230512,0844,,A,CR to R18 TS38.101-3 modification of MSD test point for DC_21_n28-n79,18.1.0
2023-03,RAN#99,RP-230502,0847,,A,CR on Harmonic mixing MSD for DC_8A-n79A (R18 CAT-A),18.1.0
2023-03,RAN#99,RP-230538,0850,,B,CR on introduction of completed DC of 2 bands LTE and 1 band NR from RAN4#106 into TS 38.101-3,18.1.0
2023-03,RAN#99,RP-230546,0851,,B,"big CR 38.101-3 NR Inter-band CA/DC for y bands DL (y=4, 5, 6) with x bands UL (x=1, 2)",18.1.0
2023-03,RAN#99,RP-230508,0854,1,A,Correction on the powerClassNRPart IE,18.1.0
2023-03,RAN#99,RP-230514,0858,,A,Frequency range definition update for TS 38.101-3 (Rel-18),18.1.0
2023-03,RAN#99,RP-230507,0862,,A,Clarification on Time mask for Tx switching for NSA,18.1.0
2023-03,RAN#99,RP-230539,0868,1,B,draft Big CR to introduce new combinations DC of x bands LTE inter-band CA (x345) and 1 NR band,18.1.0
2023-03,RAN#99,RP-230503,0873,,A,CR for TS 38.101-3 to introduce DC_20_n28 general description(R18),18.1.0
2023-03,RAN#99,RP-230540,0879,,A,CR for corrections on Rel-18 inter-band EN-DC band combination in TS38.101-3,18.1.0
2023-03,RAN#99,RP-230512,0883,,A,CR for clarification on uplink power class 2 support of the EN-DC configurations,18.1.0
2023-03,RAN#99,RP-230545,0884,,B,"Big CR to reflect the completed NR inter-band CA DC combinations for  3 bands DL with x bands UL (x=1,2) into TS 38.101-3",18.1.0
2023-03,RAN#99,RP-230499,0886,,A,CR for TS 38.101-3 on corrections to BCS in intra-band EN-DC and inter-band CA configurations (R18_CAT_A),18.1.0
