Parameter,,,Unit,Cell 1
Frequency Range,,,,FR1
Duplex mode,,"Config 1, 2",,FDD
,,"Config 3, 4",,HD-FDD
BWchannel,,"Config 1, 2, 3, 4",,"10 MHz: NPRB,c = 52"
Satellite information,,"Config 1, 3",,SSC.1
,,"Config 2, 4",,SSC.2
Active DL BWP ID,,"Config 1, 2, 3, 4",,1
Initial DL BWP Configuration (BWP-1),,"Config 1, 2, 3, 4",,DLBWP.0.1
Initial UL BWP Configuration,,"Config 1, 2, 3, 4",,ULBWP.0.1
Initial Condition,Active DLCBW-1 Configureation,"Config 1, 2, 3, 4",,DLCBW.1.1
,Active UL CBW-1Configuration,"Config 1, 2, 3, 4",,ULCBW.1.1
Final Condition,Active DLCBW-1 Configureation,"Config 1, 2, 3, 4",,DLCBW.1.2
,Active UL CBW-1Configuration,"Config 1, 2, 3, 4",,ULCBW.1.2
PDSCH Reference measurement channel,,"Config 1, 2, 3, 4",,SR.1.1 FDD
RMSI CORESET parameters,,"Config 1, 2, 3, 4",,CR.1.1 FDD
Dedicated CORESET parameters,,"Config 1, 2, 3, 4",,CCR.1.1 FDD
OCNG Patterns,,,,OP.1
SSB Configuration,,"Config 1, 2, 3, 4",,SSB.1 FR1
SMTC Configuration,,,,SMTC.1
TRS Configuration,,"Config 1, 2, 3, 4",,TRS.1.1 FDD
Antenna Configuration,,,,1x1
Propagation Condition,,,,AWGN
EPRE ratio of PSS to SSS,,,dB,0
EPRE ratio of PBCH DMRS to SSS,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,
EPRE ratio of PDSCH to PDSCH,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,
EPRE ratio of OCNG to OCNG DMRS(Note 1),,,,
NocNote 2,,"Config 1, 2, 3, 4",dBm/SCS,-104
SS-RSRP Note 3,,"Config 1, 2, 3, 4",dBm/SCS,-87
Ês/Iot,,,dB,17
Ês/Noc,,,dB,17
IoNote3,,"Config 1, 2, 3, 4",dBm/9.36 MHz,-58.96
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for Noc to be fulfilled.NOTE 3:SS-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.,,,,
