Parameter,,,Unit,Test1,
,,,,T1,T2
Duplex mode,,"Config 1,2,3,4",,FDD,
Satellite information,,"Config 1,3",,SSC.1,
,,"Config 2,4",,SSC.2,
BWchannel,,"Config 1,2,3,4",MHz,"10: NPRB,c = 52",
BWP BW,,"Config 1,2,3,4",MHz,"10: NPRB,c = 52",
DRX Cycle,,,ms,Not Applicable,
PDSCH Reference measurement channel,,"Config 1,2,3,4",,SR.1.1 FDD,
RMSI CORESET Reference Channel,,"Config 1,2,3,4",,CR.1.1 FDD,
Dedicated CORESET Reference Channel,,"Config 1,2,3,4",,CCR.1.1 FDD,
TRS configuration,,"Config 1,2,3,4",,TRS.1.1 FDD,
OCNG Patterns,,,,OCNG pattern 1,
SMTC configuration,,"Config 1,2,3,4",,SMTC.1 FR1,
SSB configuration,,"Config 1,2,3,4",,SSB.1 FR1,
PDSCH/PDCCH subcarrier spacing,,"Config 1,2,3,4",kHz,15 kHz,
PUCCH/PUSCH subcarrier spacing,,"Config 1,2,3,4",kHz,15 kHz,
EPRE ratio of PSS to SSS,,,dB,0,
EPRE ratio of PBCH DMRS to SSS,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,
Note2,,,dBm/15 kHz,-98,
Note2,"Config 1,2,3,4",,dBm/SCS,-98,
,,,dB,3,
,,,dB,3,
IoNote3,"Config 1,2,3,4",,dBm/9.36 MHz,-67.57,
Propagation condition,,,-,AWGN,
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.,,,,,
