Parameter,,Config,Unit,Test 1,Test 2
SSB ARFCN,,"1, 2, 3, 4",,freq1,freq1
Duplex mode,,"1, 2",,FDD,FDD
,,"3, 4",,HD-FDD,HD-FDD
TDD Configuration,,"1, 2, 3, 4",,N/A,N/A
BWchannel,,"1, 2, 3, 4",MHz,"10: NPRB,c = 52","10: NPRB,c = 52"
Satellite information,,"1, 3",,SSC.1,NSC.1
,,"2, 4",,SSC.2,NSC.2
PDSCH Reference measurement channel,,"1, 2, 3, 4",,SR.1.1 FDD,SR.1.1 FDD
RMSI CORESET Reference Channel,,"1, 2, 3, 4",,CR.1.1 FDD,CR.1.1 FDD
Dedicated CORESET Reference Channel,,"1, 2, 3, 4",,CCR.1.1 FDD,CCR.1.1 FDD
SSB configuration,,"1, 2, 3, 4",,SSB.3 FR1,SSB.3 FR1
OCNG Patterns,,"1, 2, 3, 4",,OP.1,OP.1
TRS configuration,,"1, 2, 3, 4",,TRS.1.1 FDD,TRS.1.1 FDD
Initial BWP Configuration,,"1, 2, 3, 4",,DLBWP.0.1ULBWP.0.1,DLBWP.0.1ULBWP.0.1
Dedicated BWP configuration,,"1, 2, 3, 4",,DLBWP.1.1ULBWP.1.1,DLBWP.1.1ULBWP.1.1
SMTC configuration,,"1, 2, 3, 4",,SMTC.1,SMTC.1
CSI-RS,,"1, 2, 3, 4",,CSI-RS 1.2 FDD,CSI-RS 1.2 FDD
reportConfigType,,"1, 2, 3, 4",,periodic,periodic
reportQuantity,,"1, 2, 3, 4",,cri-RSRP,cri-RSRP
Number of reported RS,,"1, 2, 3, 4",,2,2
L1-RSRP reporting period,,"1, 2, 3, 4",,slot80,slot80
EPRE ratio of PSS to SSS,,"1, 2, 3, 4",dB,0,0
EPRE ratio of PBCH DMRS to SSS,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,,
EPRE ratio of OCNG DMRS to SSSNote 1,,,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,,,
Note2,NR_FDD_SAB_FR1_A,"1, 2, 3, 4",dBm/15 kHz,-94.65,-117
Note2,NR_FDD_SAB_FR1_A,"1, 2, 3, 4",dBm/CSI-RS SCS,-94.65,-117
,,"1, 2, 3, 4",dB,10,-3
CSI-RS RSRP Note3,NR_FDD_SAB_FR1_A,"1, 2, 3, 4",dBm/CSI-RS SCS,-84.65,-120
Io Note3,NR_FDD_SAB_FR1_A,"1, 2, 3, 4",dBm/9.36 MHz,-56.28,-87.28
,,"1, 2, 3, 4",dB,10,-3
Propagation condition,,"1, 2, 3, 4",,AWGN,AWGN
Antenna configuration,,"1, 2, 3, 4",,1x2,1x2
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.,,,,,
