Field,Bit width for CRI=0 or 1,,,
,Rank = 1,Rank = 2,Rank = 3,Rank = 4
Wide-band CQI codeword 0,4,4,4,4
Subband differential CQI codeword 0,2,2,2,2
Wide-band CQI codeword 1,0,4,4,4
Subband differential CQI codeword 1,0,2,2,2
Position of the M selected subbands,,,,
Wideband first PMI i1,4,4,0,0
Wideband second PMI i2,4,4,4,4
Subband second PMI i2,4,4,4,4
Field,Bit width for CRI=2,,,
,Rank = 1,Rank = 2,Rank = 3,Rank = 4
Wide-band CQI codeword 0,4,4,4,4
Subband differential CQI codeword 0,2,2,2,2
Wide-band CQI codeword 1,4,4,4,4
Subband differential CQI codeword 1,2,2,2,2
Position of the M selected subbands,,,,
Wideband first PMI i1 codeword 0,4,4,0,0
Wideband second PMI i2 codeword 0,4,4,4,4
Subband second PMI i2 codeword 0,4,4,4,4
Wideband first PMI i1 codeword 1,4,4,0,0
Wideband second PMI i2 codeword 1,4,4,4,4
Subband second PMI i2 codeword 1,4,4,4,4
