Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2016-03,RAN#71,RP-160361,0181,3,B,Introduction of Rel-13 features of eMTC in 36.212,13.1.0
2016-03,RAN#71,RP-160358,0185,-,F,CR on mismatch between 36.212 and 36.331,13.1.0
2016-03,RAN#71,RP-160358,0186,-,F,Clarification on Class B CSI report,13.1.0
2016-03,RAN#71,RP-160365,0189,-,A,Correction to RI reporting for UE category with MIMO capability of 1 layer,13.1.0
2016-03,RAN#71,RP-160358,0191,-,F,CR on CRI-RI payload restriction for non-eCA UE,13.1.0
2016-06,RAN#72,RP-161067,0192,3,B,Introduction of Rel-13 feature of NB-IoT in 36.212,13.2.0
2016-06,RAN#72,RP-161062,0194,-,F,Correction on aperiodic CSI reporting mode 1-0 and 1-1,13.2.0
2016-06,RAN#72,RP-161063,0195,-,F,Correction to S1 and S2 definition and i2 bit width,13.2.0
2016-06,RAN#72,RP-161066,0196,1,F,MCS field in DCI format 6-2 for paging for MTC,13.2.0
2016-06,RAN#72,RP-161062,0197,-,F,Coding of higher layer parameter codebooksizeDetermination-r13,13.2.0
2016-06,RAN#72,RP-161065,0198,-,F,CR on subframe configuration for LAA,13.2.0
2016-06,RAN#72,RP-161063,0199,-,F,Correction on the description of DMRS table,13.2.0
2016-06,RAN#72,RP-161065,0200,-,F,Clarification on the applicability of DL procedures for LAA SCell,13.2.0
2016-06,RAN#72,RP-161062,0201,-,F,Correction on DAI Presence in DCI formats for eCA,13.2.0
2016-06,RAN#72,RP-161066,0202,-,F,Identify MPDCCH order in CE mode B in TS 36.212 (Solution 2),13.2.0
2016-06,RAN#72,RP-161063,0203,-,F,CR on missing CRI-only table (36.212),13.2.0
2016-06,RAN#72,RP-161062,0205,-,F,Correction on citations to a DAI bits table,13.2.0
2016-06,RAN#72,RP-161066,0206,1,F,Frequency hopping flag definition in DCI formats for BL/CE UE,13.2.0
2016-06,RAN#72,RP-161066,0207,-,F,Correction on the DCI payload size for eMTC in TS 36.212,13.2.0
2016-06,RAN#72,RP-161066,0208,-,F,Channel interleaver correction for eMTC,13.2.0
2016-09,RAN#73,RP-161563,0211,-,F,Correction on BCH rate matching in TS 36.212,13.3.0
2016-09,RAN#73,RP-161560,0213,-,F,Correction on bitwidth of CLASS A codebook,13.3.0
2016-09,RAN#73,RP-161560,0214,-,F,Corrections on CRI bit width in 36.212,13.3.0
2016-09,RAN#73,RP-161562,0215,-,F,Subband CQI report and TM6,13.3.0
2016-09,RAN#73,RP-161562,0216,1,F,CR for clarification of DCI sizes for format 6-1A (TM6 and TM9) in TS 36.212,13.3.0
2016-09,RAN#73,RP-161569,0219,-,F,Correction on SRS request field in DCI format 1A for Rel-13 LAA,13.3.0
2016-09,RAN#73,RP-161925,0220,-,F,Introduction of 1.2Gbps and 1.6Gbps UE categories in Rel-13,13.3.0
2016-09,RAN#73,RP-161570,0217,-,B,Introduction of V2V into TS36.212,14.0.0
2016-09,RAN#73,RP-161571,0218,-,B,Introduction of eLAA into TS36.212,14.0.0
2016-12,RAN#74,RP-162368,0221,-,F,Corrections to RV in eLAA DCI definitions,14.1.0
2016-12,RAN#74,RP-162368,0222,-,D,CR on DCI formats related with LAA in TS 36.212,14.1.0
2016-12,RAN#74,RP-162368,0223,-,F,Clarification of PUSCH start position for eLAA,14.1.0
2016-12,RAN#74,RP-162368,0224,-,F,CR on RI transmission on PUSCH for LAA SCells,14.1.0
2016-12,RAN#74,RP-162359,0231,1,A,Correction on DCI Format N1 in 36.212,14.1.0
2016-12,RAN#74,RP-162366,0232,-,F,Miscellaneous corrections for V2V in 36.212,14.1.0
2016-12,RAN#74,RP-162368,0233,-,F,CR on correction to the PUSCH start position reference and relative timing offset in UL DCI for LAA,14.1.0
2016-12,RAN#74,RP-162368,0234,-,F,Corrections to bit padding of DCI format 1A for eLAA in TS36.212,14.1.0
2016-12,RAN#74,RP-162368,0235,-,F,CR on UL resource allocation for 10MHz LAA SCell,14.1.0
2016-12,RAN#74,RP-162368,0236,-,F,Corrections to bit padding of DCI format 0B for eLAA in TS36.212,14.1.0
2016-12,RAN#74,RP-162364,0237,-,B,Introduction of SRS switching into 36.212,14.1.0
2016-12,RAN#74,RP-162365,0238,-,B,Introduction of Multiuser Superposition Transmission (MUST),14.1.0
2016-12,RAN#74,RP-162366,0239,-,F,Correction to DCI format 5A,14.1.0
2017-01,,,,,,MCC clean-up to correct corruption in text formatting (wrong line spacing),14.1.1
2017-03,RAN#75,RP-170605,0240,1,B,Introduction of uplink capacity enhancements in 36.212,14.2.0
2017-03,RAN#75,RP-170608,0241,1,B,Introduction of FeMBMS in 36.212,14.2.0
2017-03,RAN#75,RP-170612,0243,-,A,Correction on soft buffer calculation for UE category 17 in Rel-14,14.2.0
2017-03,RAN#75,RP-170609,0245,-,A,DAI in eMTC,14.2.0
2017-03,RAN#75,RP-170615,0246,-,F,CR for SRS switching in 36.212,14.2.0
2017-03,RAN#75,RP-170622,0247,-,B,Introduction of V2X into 36.212,14.2.0
2017-03,RAN#75,RP-170623,0248,-,B,Introduction of FeMTC in 36.212,14.2.0
2017-03,RAN#75,RP-170624,0249,-,B,Introduction of Rel-14 NB-IoT enhancements in 36.212,14.2.0
2017-03,RAN#75,RP-170607,0250,-,B,Introduction of eFD-MIMO into 36.212,14.2.0
2017-03,RAN#75,RP-170625,0251,-,B,Introduction of voice and video enhancement in 36.212,14.2.0
2017-06,RAN#76,RP-171193,0253,-,A,CR for applicability of spatial bundling for PUCCH format 3 with FDD PCell,14.3.0
2017-06,RAN#76,RP-171209,0255,-,A,Corrections on bit width of PMI for wideband CQI reports in 36.212,14.3.0
2017-06,RAN#76,RP-171204,0256,-,F,Clarification of resource allocation for PDSCH in CE mode B,14.3.0
2017-06,RAN#76,RP-171194,0257,-,F,Corrections on bit width of UCI fields for advanced CSI reporting in 36.212,14.3.0
