Field,Bit width,,,
,Rank = 1,Rank = 2,Rank = 3,Rank = 4
Wideband CQI codeword 0,4,4,4,4
Subband differential CQI codeword 0,2,2,2,2
Wideband CQI codeword 1,0,4,4,4
Subband differential CQI codeword 1,0,2,2,2
Position of the M selected subbands,L,L,L,L
"Wideband first PMI i1,1-1",3,3,0,0
"Wideband first PMI i1,2-1",0,0,0,0
"Wideband first PMI i1,1-2",0,0,0,0
"Wideband first PMI i1,2-2",0,0,0,0
"Wideband first PMI i1,p-2",2,2,0,0
Wideband second PMI i2,6,12,4,4
Subband second PMI i2,6,12,4,4
