Parameter,Unit,Value,,,,Comment
,,Test1,Test2,Test3,Test4,
PCFICH/PDCCH/PHICH parameters,,R.14 TDD,,R.6 TDD,,As specified in clause A.3.1.2.2
OCNG Patterns defined in A.3.2.2,,OP.4 TDD,,OP.2 TDD,,OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols (other than those in the PRS subframes).
Reference cell,,Cell 1,,,,
Neighbour cell,,Cell 2,,,,
E-UTRA RF Channel Number,,1,,,,One TDD carrier frequency is used.
Channel Bandwidth (BWchannel),MHz,1.4,,10,,
PRS Bandwidth,RB,6,,50,,PRS bandwidth is as indicated in prs-Bandwidth in the OTDOA assistance data defined in [24].
Special subframe configuration,,6,,6,,As specified in table 4.2-1 in TS 36.211. The same configuration in both cells.
Uplink-downlink configuration,,3,,1,,As specified in table 4.2-2 in TS 36.211 and table 8.1.2.5.2-2. The same configuration in both cells.
PRS configuration Index,,9,,14,,As defined in TS 36.211
Number of  consecutive positioning downlink subframes,,6,,1,,As defined in TS 36.211
prs-MutingInfo,,Cell 1: ‘11110000’Cell 2: ‘11110000’,,,,See clause 6.5.1.2 in TS 36.355 for more information
Cell ID,,(Cell ID of cell 1 – Cell ID of cell 2) mod 6 = 0,(Cell ID of cell 1 – Cell ID of cell 2) mod 6 = 1,(Cell ID of cell 1 – Cell ID of cell 2) mod 6 = 0,(Cell ID of cell 1 – Cell ID of cell 2) mod 6 = 3,
expectedRSTD,us,Cell 2: 1 Other neighbour cells: randomly between -3 and 3,Cell 2: -1 Other neighbour cells: randomly between -3 and 3,Cell 2: -1 Other neighbour cells: randomly between -3 and 3,Cell 2: 1 Other neighbour cells: randomly between -3 and 3,
expectedRSTDUncertainty for all neighbour cells,us,5,5,5,5,
CP length,,Normal,,,,
DRX,,OFF,,,,
Radio frame receive time offset between  the cells at the UE antenna connector,us,Cell 2 to Cell 1: -3,Cell 2 to Cell 1: 3,Cell 2 to Cell 1: 3,Cell 2 to Cell 1: -3,PRS are transmitted from synchronous cells
Number of cells provided in OTDOA assistance data,,16,,,,The number of cells includes the reference cell
,ms,2560,,,,Derived according to the RSTD measurement requirements  specified in Clause 8.1.2.5.2
