Parameter,,Unit,Test 1,,Test 2,
,,,Cell 1,Cell 2,Cell 1,Cell 2
Satellite information,Config 1,,SSC.1,NSC.1,SSC.1,NSC.1
,Config 2,,SSC.2,NSC.2,SSC.2,NSC.2
E-UTRA RF Channel Number,,,1,2,1,2
BWchannel,,MHz,1.4,1.4,1.4,1.4
Gap Pattern Id,,,0,-,0,-
PDSCH Reference measurement channel,,,R.49 HD-FDD,-,R.49 HD-FDD,-
PDSCH allocation,,,Follows R.49 HD-FDD,-,Follows R.49 HD-FDD,-
MPDCCH Reference measurement channel,,,R.47 HD-FDD,R.47 HD-FDD,R.47 HD-FDD,R.47 HD-FDD
OCNG Patterns,,,OP.7 FDD,OP.7 FDD,OP.7 FDD,OP.7 FDD
PBCH_RA,,dB,0,0,0,0
PBCH_RB,,,,,,
PSS_RA,,,,,,
SSS_RA,,,,,,
PCFICH_RB,,,,,,
PHICH_RA,,,,,,
PHICH_RB,,,,,,
MPDCCH_RA,,,,,,
MPDCCH_RB,,,,,,
PDSCH_RA,,,,,,
PDSCH_RB,,,,,,
OCNG_RANote1,,,,,,
OCNG_RBNote1,,,,,,
Note2,FDD-M1_SAB_A,dBm/15 kHz,-88.65,-88.65,( for Channel 2 +8dB),-116
,FDD-M1_SAB_B,,,,,-115.5
,,dB,10,10,13,-4
RSRPNote3,FDD-M1_SAB_A,dBm/15 kHz,-78.65,-78.65,(RSRP for Cell 2 +25dB),-120
,FDD-M1_SAB_B,,,,,-119.5
IoNote3,FDD-M1_SAB_A,dBm/9 MHz,-50.45,-50.45,(Io for Channel 2 +19.75dB),-86.76
,FDD-M1_SAB_B,,,,,-86.26
,,dB,10,10,13,-4
Propagation condition,,-,AWGN,AWGN,AWGN,AWGN
Antenna Configuration,,,1x1,1x1,1x1,1x1
Note 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 4:VoidNote 5:E-UTRA operating band groups are as defined in Section 3.5.,,,,,,
