Parameter,,Unit,Test
,,,Cell 1
E-UTRA RF Channel Number,,,1
BWchannel,,MHz,10
Measurement bandwidth,,,22—27
PDSCH Reference measurement channel defined in A.3.1.1.1,,,R.0 FDD
PDSCH allocation,,,13—36
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.1,,,R.6 FDD
OCNG Patterns defined in A.3.2.1.1 (OP.1 FDD),,,OP.1 FDD
PBCH_RA,,dB,0
PBCH_RB,,,
PSS_RA,,,
SSS_RA,,,
PCFICH_RB,,,
PHICH_RA,,,
PHICH_RB,,,
PDCCH_RA,,,
PDCCH_RB,,,
PDSCH_RA,,,
PDSCH_RB,,,
OCNG_RANote1,,,
OCNG_RBNote1,,,
Note2,Bands FDD_A Note 8,dBm/15 kHz,-122
,"Bands FDD_B1, FDD_B2 Note 9",,-121.5
,Bands FDD_C,,-121
,Bands FDD_D,,-120.5
,"Bands FDD_E, FDD_F Note 5",,-120
,Bands FDD_G Note 7,,-119
,Bands FDD_H,,-118.5
,,dB,-4
RSRPNote3,Bands FDD_A Note 8,dBm/15 kHz,-126
,"Bands FDD_B1, FDD_B2 Note 9",,-125.5
,Bands FDD_C,,-125
,Bands FDD_D,,-124.5
,"Bands FDD_E, FDD_F Note 5",,-124
,Bands FDD_G Note 7,,-123
,Bands FDD_H,,-122.5
RSRQNote3,Bands FDD_A Note 8,dB,-16.25
,"Bands FDD_B1, FDD_B2 Note 9",,
,Bands FDD_C,,
,Bands FDD_D,,
,"Bands FDD_E, FDD_F Note 5",,
,Bands FDD_G Note 7,,
,Bands FDD_H,,
IoNote3,Bands FDD_A Note 8,dBm/9 MHz,-92.76
,"Bands FDD_B1, FDD_B2 Note 9",,-92.26
,Bands FDD_C,,-91.76
,Bands FDD_D,,-91.26
,"Bands FDD_E, FDD_F Note 5",,-90.76
,Bands FDD_G Note 7,,-89.76
,Bands FDD_H,,-89.26
,,dB,-4
Propagation condition,,-,AWGN
"Note 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:RSRP, RSRQ and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 4:RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.Note 5:For Band 26, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 865-894 MHz.Note 6:E-UTRA operating band groups are as defined in Section 3.5.Note 7:Except Band 29.Note 8:Except Band 32, Band 75, Band 76.Note 9:For Band 74, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 1475.9-1510.9 MHz.",,,
