Parameter,,Unit,Value,Comment
Initial condition,Active synchronization source,,Independent synchronization source,UE transmits for ProSe Direct Communication and SLSS+MIB-SL with some random SLSS ID and in-coverage set as FALSE in MIB-SL.
T2 end condition,Active synchronization source,,Sync Ref UE 1,UE transmits for ProSe Direct Communication and SLSS+MIB-SL with SLSS ID = 168+59 and in-coverage set as FALSE in MIB-SL.
Final condition,Active synchronization source,,Sync Ref UE 2,UE transmits for ProSe Direct Communication and SLSS+MIB-SL with SLSS ID = 30 and in-coverage set as FALSE in MIB-SL.
E-UTRA RF Channel Number,,,1,
Channel Bandwidth (BWchannel),,MHz,5 or 10,According to principle defined in clause A.3.12.3
Active cell,,,None,
Active SyncRef UEs,,,SyncRef UE 1SyncRef UE 2,Transmitting SLSS+MIB-SL on uplink of RF channel number 1
Timing offset between SyncRef UE 1 and SyncRef UE 2,,ms,3,Asynchronous
Frequency offset of SyncRef UE 1,,ppm,0,
Frequency offset of SyncRef UE 2,,ppm,5,
ProSe Direct Communication preconfiguration,,,As specified in Table A.3.12.5-2(Configuration #2),IE values unless specified otherwise in this test.
syncTxThreshOoC,,,11 (+infinity),
T1,,s,24,
T2,,s,24,
T3,,s,24,
