Parameter,,Unit,Test 1,,Test 2,,Test 3,
,,,Cell 1,Cell 2,Cell 1,Cell 2,Cell 1,Cell 2
E-UTRA RF Channel Number,,,1,,1,,1,
BWchannel,,MHz,5,,5,,5,
Measurement bandwidth,,,10—15,,10—15,,10—15,
PDSCH Reference measurement channel defined in A.3.1.1.1,,,R.5 FDD,-,R.5 FDD,-,R.5 FDD,-
PDSCH allocation,,,7—17,-,7—17,-,7—17,-
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.1,,,R.11 FDD,,R.11 FDD,,R.11 FDD,
OCNG Patterns defined in A.3.2.1.15 (OP.15 FDD) and A.3.2.1.16 (OP.16 FDD),,,OP.15 FDD,OP.16 FDD,OP.15 FDD,OP.16 FDD,OP.15 FDD,OP.16 FDD
PBCH_RA,,dB,0,0,0,0,0,0
PBCH_RB,,,,,,,,
PSS_RA,,,,,,,,
SSS_RA,,,,,,,,
PCFICH_RB,,,,,,,,
PHICH_RA,,,,,,,,
PHICH_RB,,,,,,,,
PDCCH_RA,,,,,,,,
PDCCH_RB,,,,,,,,
PDSCH_RA,,,,,,,,
PDSCH_RB,,,,,,,,
OCNG_RANote1,,,,,,,,
OCNG_RBNote1,,,,,,,,
Note2,Bands FDD_N,dBm/15 kHz,-81.76,,-100.85,,-109.5,
,,dB,-1.76,-1.76,-4.70,-4.70,-5.46,-5.46
RSRPNote3,Bands FDD_N,dBm/15 kHz,-78.76,-78.76,-103.75,-103.75,-113.50,-113.50
RSRQNote3,Bands FDD_N,dB,-14.77,-14.77,-16.76,-16.76,-17.34,-17.34
IoNote3,Bands FDD_N,dBm/4.5 MHz,-50.01,,-73.01,,-82.19,
,,dB,3,3,-2.9,-2.9,-4,-4
Propagation condition,,-,AWGN,,AWGN,,AWGN,
"Note 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:RSRQ, RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 4:RSRP and RSRQ minimum requirements are specified assuming independent interference and noise at each receiver antenna port.",,,,,,,,
