Parameter,,Unit,Value,Comment
Initial condition,Active cell,,Cell1,
,Neighbour cells,,Cell2,
T2 end condition,Active cell,,Cell2,
,Neighbour cells,,Cell1,
E-UTRA RF Channel Number,,,1,Only one FDD carrier frequency is used.
Access Barring Information,,-,Not Sent,No additional delays in random access procedure.
PRACH Configuration,,,PRACH_2CE,Refer to A.3.16
DRX cycle length,,s,1.28,The value shall be used for all cells in the test.
T1,,s,>7,"During T1, Cell 2 shall be powered off, and during the off time the physical cell identity shall be changed, The intention is to ensure that Cell 2 has not been detected by the UE prior to the start of period T2"
T2,,s,40,T2 need to be defined so that cell re-selection reaction time is taken into account.
