Parameter,,Unit,Test 1,,
,,,Cell 1,Cell 2,
E-UTRA RF Channel Number,,,1,2,
BWchannel,,MHz,10,10,
Gap Pattern Id,,,0,-,
gapOffset,,ms,9,,
DMTC period,,ms,160,160,
DMTC period offset,,ms,0,10,
Discovery signal occasion duration,,ms,1,1,
CSI-RS resource configuration,,,2,4,
CSI-RS periodicity,,ms,10,,
CSI-RS subframe offset,,ms,0,,
CSI-RS individual offset[2],,dB,0,0,
CSI-RS muting,,,Enable,Enable,
Time offset between cells,,µs,-,3,
Measurement bandwidth,,,22—27,,
PDSCH Reference measurement channel defined in A.3.1.1.1,,,R.0 FDD,-,
PDSCH allocation,,,13—36,-,
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.1,,,R.6 FDD,,
OCNG Patterns defined in A.3.2.1.1 (OP.1 FDD) and A.3.2.1.2 (OP.2 FDD),,,OP.1 FDD,OP.2 FDD,
PBCH_RA,,dB,0,0,
PBCH_RB,,,,,
PSS_RA,,,,,
SSS_RA,,,,,
PCFICH_RB,,,,,
PHICH_RA,,,,,
PHICH_RB,,,,,
PDCCH_RA,,,,,
PDCCH_RB,,,,,
PDSCH_RA,,,,,
PDSCH_RB,,,,,
OCNG_RANote1,,,,,
OCNG_RBNote1,,,,,
p-C-r10[2],,dB,0,-6,
Note2,Bands FDD_A Note 9,dBm/15 kHz,( for Channel 2 +6dB),-115,
,"Bands FDD_B1, FDD_B2 Note 10",,,-114.5,
,Bands FDD_C,,,-114,
,Bands FDD_D,,,-113.5,
,"Bands FDD_E, FDD_F Note 5",,,-113,
,Bands FDD_G Note 7,,,-112,
,Bands FDD_H,,,-111.5,
CRS,,dB,13,-6,
CSI-RS,,dB,13,0,
RSRPNote3,Bands FDD_A Note 9,dBm/15 kHz,(RSRP for Cell 2 +25dB),-121,
,"Bands FDD_B1, FDD_B2 Note 10",,,-120.5,
,Bands FDD_C,,,-120,
,Bands FDD_D,,,-119.5,
,"Bands FDD_E, FDD_F Note 5",,,-119,
,Bands FDD_G Note 7,,,-118,
,Bands FDD_H,,,-117.5,
CSI-RSRP Note3,Bands FDD_A Note 9,dBm/15 kHz,(RSRP for Cell 1 +0dB),(RSRP for Cell 2 +6dB),
,"Bands FDD_B1, FDD_B2 Note 10",,,,
,Bands FDD_C,,,,
,Bands FDD_D,,,,
,"Bands FDD_E, FDD_F Note 5",,,,
,Bands FDD_G Note 7,,,,
,Bands FDD_H,,,,
IoNote3,Bands FDD_A Note 9,dBm/9 MHz,(Io for Channel 2 +18.24dB),-86.25,
,"Bands FDD_B1, FDD_B2 Note 10",,,-85.75,
,Bands FDD_C,,,-85.25,
,Bands FDD_D,,,-84.75,
,"Bands FDD_E, FDD_F Note 5",,,-84.25,
,Bands FDD_G Note 7,,,-83.25,
,Bands FDD_H,,,-82.75,
CRS,,dB,13,-6,
CSI-RS,,dB,13,0,
Propagation condition,,-,AWGN,,
"Note 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:RSRP, CSI-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves. Io levels are calculated in CRS symbols of measurement subframe.Note 4:RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.Note 5:For Band 26, the tests shall be performed with the carrier frequency of assigned E-UTRA channel bandwidth within 865-894 MHz.Note 6:E-UTRA operating band groups are as defined in Section 3.5.Note 7:Except Band 29.Note 8:DMTC is provided to the UE in the measDS-Config (in TS36.331) before the beginning of the test.Note 9:Except Band 32, Band 75, Band 76.Note 10:For Band 74, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 1475.9-1510.9 MHz.",,,,,
