Parameter,,Unit,Test 1,,
,,,Cell 1,Cell 2,Cell3
E-UTRA RF Channel Number,,,1,2,2
BWchannel,,MHz,"5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100",20,20
DMTC period,,ms,N/A,40,40
DMTC period offset,,,N/A,10,10
Discovery signal occasion duration,,ms,N/A,1,1
LBT model,,,N/A,N/A,[A.3.17]
Timing offset to cell1,,s,-,0,3
Time alignment error between cell 2 and cell 1,,,-,Time alignment error as specified in 3GPP TS 36.104 [30] clause 6.5.3.1.,-
Measurement bandwidth,,,5MHz:  10-1510MHz: 22-2720MHz: 47-52,47-52,47-52
PDSCH Reference measurement channel defined in A.3.1.1 and A.3.1.1.6(R.0 FS3),,,5MHz: R.5 FDD 10MHz: R.0 FDD20MHz: R.4 FDD,R.0 FS3,-
PDSCH allocation,,,5MHz:    7-1710MHz: 13-3620MHz: 38-61,38-61,-
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2,,,5MHz: R.11 FDD 10MHz: R.6 FDD20MHz: R.10 FDD,R.0 FS3,R.0 FS3
OCNG Patterns defined in A.3.2,,,5MHz: OP.15 FDD 10MHz: OP.1 FDD20MHz: OP.11 FDD,OP.13 FDD,OP.14 FDD
PBCH_RA,,dB,0,0,0
PBCH_RB,,,,,
PSS_RA,,,,,
SSS_RA,,,,,
PCFICH_RB,,,,,
PHICH_RA,,,,,
PHICH_RB,,,,,
PDCCH_RA,,,,,
PDCCH_RB,,,,,
PDSCH_RA,,,,,
PDSCH_RB,,,,,
OCNG_RA Note1,,,,,
OCNG_RB Note1,,,,,
Note2,Bands FDD_A,dBm/15 kHz,-117,-,
,"Bands FDD_B1, FDD_B2 Note 10",,-116.5,,
,Bands FDD_C,,-116,,
,Bands FDD_D,,-115.5,,
,"Bands FDD_E, FDD_F Note 6",,-115,,
,Bands FDD_G,,-114,,
,Bands FDD_H,,-113.5,,
,Bands FS3_G,,-,( for Channel 1 +1dB),
,,dB,-4,0.46 Note9,-5.76
RSRPNote3,Bands FDD_A,dBm/15 kHz,-121,-,
,"Bands FDD_B1, FDD_B2 Note 10",,-120.5,,
,Bands FDD_C,,-120,,
,Bands FDD_D,,-119.5,,
,"Bands FDD_E, FDD_F Note 6",,-119,,
,Bands FDD_G,,-118,,
,Bands FDD_H,,-117.5,,
,Bands FS3_G,,-,(RSRP for Cell 1 +8dB),(RSRP for Cell 1 +4dB)
IoNote3,Bands FDD_A,5MHz: dBm/4.5MHz 10MHz: dBm/9MHz20MHz: dBm/18MHz,"-87.76 +10log(NRB,c/50)",-,
,"Bands FDD_B1, FDD_B2 Note 10",,"-86.26 +10log(NRB,c/50)",,
,Bands FDD_C,,"-86.76 +10log(NRB,c/50)",,
,Bands FDD_D,,"-86.26 +10log(NRB,c/50)",,
,"Bands FDD_E, FDD_F Note 6",,"-85.76 +10log(NRB,c/50)",,
,Bands FDD_G,,"-84.76 +10log(NRB,c/50)",,
,Bands FDD_H,,"-84.26 +10log(NRB,c/50)",,
,Bands FS3_G,,-,(Io for Channel 1 +5.33dBNote9 +10log(NRB channel2 / NRB channel 1)),(Io for Channel 1 +5.33dB +10log(NRB channel2 / NRB channel 1))
,,dB,-4,3,-1
Propagation condition,,-,AWGN,,
"Note 1:OCNG shall be used such that cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols. For cells with LBT model, OCNG is transmitted only in subframes with downlink transmission bursts, and is not transmitted during muted subframes or during DMTC windows.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 4:RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.Note 5:The selection of the bands for testing depends on the configuration of the carrier aggregation supported by the UEs.Note 6:For Band 26, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 865-894 MHz.Note 7:This test verifies the RRM requirement which is independent of channel bandwidth and is performed according to the principle defined in section A.3.6.1.Note 8:E-UTRA operating band groups are as defined in Section 3.5.Note 9:The value is corresponding to DRS transmission through LBT operation in Cell3.Note 10:For Band 74, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 1475.9-1510.9 MHz.",,,,,
