Parameter,,Unit,,Test 1,Test 2,Test 2,
,,,,Cell 1,Cell 1,Cell 1,
E-UTRA RF Channel Number,,,,2,2,2,
BWchannel,,MHz,,10,10,10,
Gap Pattern Id,,,,0,0,0,
Measurement bandwidth,,,,22—27,22—27,22—27,
PDSCH Reference measurement channel defined in A.3.1.1.1,,,,R.0 FDD,R.0 FDD,R.0 FDD,
PDSCH allocation,,,,13—36,13—36,13—36,
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.1,,,,R.6 FDD,R.6 FDD,R.6 FDD,
OCNG Patterns defined in A.3.2.1.1 (OP.1 FDD),,,,OP.1 FDD,OP.1 FDD,OP.1 FDD,
PBCH_RA,,,dB,0,0,0,
PBCH_RB,,,,,,,
PSS_RA,,,,,,,
SSS_RA,,,,,,,
PCFICH_RB,,,,,,,
PHICH_RA,,,,,,,
PHICH_RB,,,,,,,
PDCCH_RA,,,,,,,
PDCCH_RB,,,,,,,
PDSCH_RA,,,,,,,
PDSCH_RB,,,,,,,
OCNG_RANote1,,,,,,,
OCNG_RBNote1,,,,,,,
Note2,Bands FDD_A Note 8,,dBm/15 kHz,-85,-108.5,-119.5,
,"Bands FDD_B1, FDD_B2 Note 9",,,,,-119,
,Bands FDD_C,,,,,-118.5,
,Bands FDD_D,,,,,-118,
,"Bands FDD_E, FDD_F Note 5",,,,,-117.5,
,Bands FDD_G Note 7,,,,,-116.5,
,Bands FDD_H,,,,,-116,
Note2a,Bands FDD_A Note 8,,dBm/15 kHz,-79,-114.5,-113.5,
,"Bands FDD_B1, FDD_B2 Note 9",,,,,-113,
,Bands FDD_C,,,,,-112.5,
,Bands FDD_D,,,,,-112,
,"Bands FDD_E, FDD_F Note 5",,,,,-111.5,
,Bands FDD_G Note 7,,,,,-110.5,
,Bands FDD_H,,,,,-110,
CRS,,,dB,-1.75,20,-4.0,
RSRPNote3,Bands FDD_A Note 8,,dBm/15 kHz,-86.75,-88.50,-123.5,
,"Bands FDD_B1, FDD_B2 Note 9",,,,,-123,
,Bands FDD_C,,,,,-122.5,
,Bands FDD_D,,,,,-122,
,"Bands FDD_E, FDD_F Note 5",,,,,-121.5,
,Bands FDD_G Note 7,,,,,-120.5,
,Bands FDD_H,,,,,-120,
RS-SINRNote3,Bands FDD_A Note 8,,dB,-1.75,20,-4.0,
,"Bands FDD_B1, FDD_B2 Note 9",,,,,,
,Bands FDD_C,,,,,,
,Bands FDD_D,,,,,,
,"Bands FDD_E, FDD_F Note 5",,,,,,
,Bands FDD_G Note 7,,,,,,
,Bands FDD_H,,,,,,
IoNote3,Bands FDD_A Note 8,,dBm/9 MHz,-50.79,-60.56,-93.48,
,"Bands FDD_B1, FDD_B2 Note 9",,,,,-92.98,
,Bands FDD_C,,,,,-92.48,
,Bands FDD_D,,,,,-91.98,
,"Bands FDD_E, FDD_F Note 5",,,,,-91.48,
,Bands FDD_G Note 7,,,,,-90.48,
,Bands FDD_H,,,,,-89.98,
CRS,,,dB,-1.75,20,-4.0,
Propagation condition,,,-,AWGN,AWGN,AWGN,
"Note 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over CRS subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 2a:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers other than CRS subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:RS-SINR, RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 4:RSRP and RS-SINR minimum requirements are specified assuming independent interference and noise at each receiver antenna port.Note 5:For Band 26, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 865-894 MHz.Note 6:E-UTRA operating band groups are as defined in Section 3.5.Note 7:Except Band 29.Note 8:Except Band 32, Band 75, Band 76.Note 9:For Band 74, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 1475.9-1510.9 MHz.",,,,,,,
