Parameter,Unit,SyncRef UE 1,,
,,T1,T2,T3
E-UTRA RF Channel Number,,1,,
BWchannel,MHz,10,,
V2X sidelink Communication resource pool configuration,,As specified in Table A.3.24.2-1(Configuration #1)Note resource pool is same as Configuration #1 used by V2X UE.,,
syncOffsetIndicator,,Set same as syncOffsetIndicator1 in V2X sidelink Communication preconfiguration,,
slssid,,30,,
inCoverage,,TRUE,,
networkControlledSyncTx,,ON,,
Note1,dBm/15 kHz,-101,,
PSBCH,dB,5.5,-3.5,5.5
"S-RSRP Note2, Note3",dBm/15 kHz,-95.5,-104.5,-95.5
Io,dBm/9MHz,-75.85,-80.82,-75.85
Propagation Condition,,AWGN,,
Note 1:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 2:S-RSRP levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 3:SSSS Es/Noc and PSSS Es/Noc are set the same as PSBCH Es/Noc.,,,,
