Parameter,,Unit,Test 1,,,
,,,Cell 1,Cell 2,Cell3,
E-UTRA RF Channel Number,,,1,2,2,
BWchannel,,,"5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100","5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100","5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100",
Special subframe configurationNote1,,,6,-,-,
Uplink-downlink configurationNote1,,,1,-,-,
Measurement bandwidth,,,5MHz: 10-1510MHz: 22-2720MHz: 47-52,5MHz: 10-1510MHz: 22-2720MHz: 47-52,5MHz: 10-1510MHz: 22-2720MHz: 47-52,
PDSCH Reference measurement channel defined in A.3.1.1.1 and A.3.1.1.2,,,5MHz: R.4 TDD 10MHz: R.0 TDD20MHz: R.3 TDD,5MHz: R.5 FDD 10MHz: R.0 FDD20MHz: R.4 FDD,-,
PDSCH allocation,,,5MHz: 7-1710MHz: 13-3620MHz: 38-61,5MHz: 7-1710MHz: 13-3620MHz: 38-61,-,
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.1 and A.3.1.2.2,,,5MHz: R.11 TDD 10MHz: R.6 TDD20MHz: R.10 TDD,5MHz: R.11 FDD 10MHz: R.6 FDD20MHz: R.10 FDD,5MHz: R.11 FDD10MHz: R.6 FDD20MHz: R.10 FDD,
"OCNG Patterns defined in A.3.2.1.1 (OP.1 FDD), A.3.2.2.1 (OP.1 TDD), and A.3.2.1.2 (OP.2 FDD)",,,5MHz: OP.9 TDD 10MHz: OP.1 TDD20MHz: OP.7 TDD,5MHz: OP.15 FDD 10MHz: OP.1 FDD20MHz: OP.11 FDD,5MHz: OP.16 FDD10MHz: OP.2 FDD20MHz: OP.12 FDD,
PBCH_RA,,dB,0,0,0,
PBCH_RB,,,,,,
PSS_RA,,,,,,
SSS_RA,,,,,,
PCFICH_RB,,,,,,
PHICH_RA,,,,,,
PHICH_RB,,,,,,
PDCCH_RA,,,,,,
PDCCH_RB,,,,,,
PDSCH_RA,,,,,,
PDSCH_RB,,,,,,
OCNG_RA Note 2,,,,,,
OCNG_RB Note 2,,,,,,
Note 3,Bands FDD_A,dBm/15 kHz,-,( for Channel 1 +1dB),,
,"Bands FDD_B1, FDD_B2 Note 10",,-,,,
,Bands FDD_C,,-,,,
,Bands FDD_D,,-,,,
,"Bands FDD_E, FDD_F Note 9",,-,,,
,Bands FDD_G,,-,,,
,Bands FDD_H,,-,,,
,Bands TDD_A,,-117,-,,
,Bands TDD_C,,-116,-,,
,Bands TDD_E,,-115,-,,
,,dB,-4,3,-1,
,,dB,-4,0.46,-5.76,
RSRP Note 4,Bands FDD_A,dBm/15 kHz,-,(RSRP for Cell 1 +8dB),(RSRP for Cell 1 +4dB),
,"Bands FDD_B1, FDD_B2 Note 10",,-,,,
,Bands FDD_C,,-,,,
,Bands FDD_D,,-,,,
,"Bands FDD_E, FDD_F Note 9",,-,,,
,Bands FDD_G,,-,,,
,Bands FDD_H,,-,,,
,Bands TDD_A,,-121,-,-,
,Bands TDD_C,,-120,,,
,Bands TDD_E,,-119,,,
Io Note 4,Bands FDD_A,dBm/ BWchannel,-,(Io for Channel 1 +5.33dB+10log(NRB channel2 / NRB channel 1)),,
,"Bands FDD_B1, FDD_B2 Note 10",,-,,,
,Bands FDD_C,,-,,,
,Bands FDD_D,,-,,,
,"Bands FDD_E, FDD_F Note 9",,-,,,
,Bands FDD_G,,-,,,
,Bands FDD_H,,-,,,
,Bands TDD_A,,"-87.76 + 10log(NRB,c/50)",-,,
,Bands TDD_C,,"-86.76 + 10log(NRB,c/50)",-,,
,Bands TDD_E,,"-85.76 + 10log(NRB,c/50)",-,,
Propagation condition,,-,AWGN,AWGN,,AWGN
Antenna Configuration,,-,1x2,1x2,,1x2
Timing offset to cell 1,,s,-,0,,3
Time alignment error relative to cell 1 Note 8,,-,-,TAE,,-
"Note 1:For special subframe and uplink-downlink configurations see Tables 4.2-1 and 4.2-2 in TS 36.211.Note 2:OCNG shall be used such that all cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 3:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 4:Es/Iot, RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 5:RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.Note 6:The selection of the bands for testing depends on the configuration of the carrier aggregation supported by the UEs.Note 7:For Band 26, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 865-894 MHz.Note 8:Time alignment error (TAE) as specified in TS 36.104 [30] clause 6.5.3.1. The TAE value depends upon the type of carrier aggregation.Note 9:E-UTRA operating band groups are as defined in Section 3.5.Note 10:For Band 74, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 1475.9-1510.9 MHz.",,,,,,
