Parameter,,Unit,Cell 1,Cells,,,
,,,,2,3,4,5
E-UTRA RF Channel Number,,,1,2,3,4,5
BWchannel,,,"5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100","5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100",,,
Special subframe configurationNote1,,,6,-,,,
Uplink/downlink configurationNote1,,,1,-,,,
Measurement bandwidth,,,5MHz: 10-1510MHz: 22-2720MHz: 47-52,5MHz: 10-1510MHz: 22-2720MHz: 47-52,,,
PDSCH Reference measurement channel defined in A.3.1.1,,,5MHz: R.4 TDD 10MHz: R.0 TDD20MHz: R.3 TDD,5MHz: R.5 FDD 10MHz: R.0 FDD20MHz: R.4 FDD,,,
PDSCH allocation,,,5MHz: 7-1710MHz: 13-3620MHz: 38-61,5MHz: 7-1710MHz: 13-3620MHz: 38-61,,,
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2,,,5MHz: R.11 TDD 10MHz: R.6 TDD20MHz: R.10 TDD,5MHz: R.11 FDD 10MHz: R.6 FDD20MHz: R.10 FDD,,,
OCNG Patterns defined in A.3.2,,,5MHz: OP.9 TDD 10MHz: OP.1 TDD20MHz: OP.7 TDD,5MHz: OP.15 FDD 10MHz: OP.1 FDD20MHz: OP.11 FDD,,,
PBCH_RA,,dB,0,0,,,
PBCH_RB,,,,,,,
PSS_RA,,,,,,,
SSS_RA,,,,,,,
PCFICH_RB,,,,,,,
PHICH_RA,,,,,,,
PHICH_RB,,,,,,,
PDCCH_RA,,,,,,,
PDCCH_RB,,,,,,,
PDSCH_RA,,,,,,,
PDSCH_RB,,,,,,,
OCNG_RANote2,,,,,,,
OCNG_RBNote2,,,,,,,
Note3,Bands TDD_A,dBm/ 15kHz,-116,-,,,
,Bands TDD_C,,-115,-,,,
,Bands TDD_E,,-114,-,,,
,Bands FDD_A,,-,-119.5,,,
,"Bands FDD_B1, FDD_B2 Note 11",,-,-119,,,
,Bands FDD_C,,-,-118.5,,,
,Bands FDD_D,,-,-118,,,
,"Bands FDD_E, Bands FDD_F Note 6",,-,-117.5,,,
,Bands FDD_G,,-,-116.5,,,
,Bands FDD_H,,-,-116,,,
,,dB,-6.0,-6.0,,,
,,dB,-6.0,-6.0,,,
RSRPNote4,Bands TDD_A,dBm/ 15kHz,-122,-,,,
,Bands TDD_C,,-121,-,,,
,Bands TDD_E,,-120,-,,,
,Bands FDD_A,,-,-125.5,,,
,"Bands FDD_B1, FDD_B2 Note 11",,-,-125,,,
,Bands FDD_C,,-,-124.5,,,
,Bands FDD_D,,-,-124,,,
,"Bands FDD_E, Bands FDD_F Note 6",,-,-123.5,,,
,Bands FDD_G,,-,-122.5,,,
,Bands FDD_H,,-,-122,,,
RSRQNote4,Bands TDD_A,dB,-17.77,-,,,
,Bands TDD_C,,,,,,
,Bands TDD_E,,,,,,
,Bands FDD_A,,-,-17.77,,,
,"Bands FDD_B1, FDD_B2 Note 11",,,,,,
,Bands FDD_C,,,,,,
,Bands FDD_D,,,,,,
,"Bands FDD_E, Bands FDD_F Note 6",,,,,,
,Bands FDD_G,,,,,,
,Bands FDD_H,,,,,,
IoNote4,Bands TDD_A,dBm/ BWchannel,"-87.25 + 10log(NRB,c/50)",-,,,
,Bands TDD_C,,"-86.25 + 10log(NRB,c/50)",-,,,
,Bands TDD_E,,"-85.25 + 10log(NRB,c/50)",-,,,
,Bands FDD_A,,-,"-90.75 + 10log(NRB,c/50)",,,
,"Bands FDD_B1, FDD_B2 Note 11",,-,"-90.25 + 10log(NRB,c/50)",,,
,Bands FDD_C,,-,"-89.75 + 10log(NRB,c/50)",,,
,Bands FDD_D,,-,"-89.25 + 10log(NRB,c/50)",,,
,"Bands FDD_E, Bands FDD_F Note 6",,-,"-88.75 + 10log(NRB,c/50)",,,
,Bands FDD_G,,-,"-87.75 + 10log(NRB,c/50)",,,
,Bands FDD_H,,-,"-87.25 + 10log(NRB,c/50)",,,
Propagation Condition,,,AWGN,AWGN,,,
Antenna Configuration,,,1x2,1x2,,,
Timing offset to Cell 1,,s,0,-,,,
Time alignment error relative to cell 1 Note 10,,,-,TAE,TAE,TAE,TAE
Time alignment error relative to cell 2 Note 10,,,-,-,TAE,TAE,TAE
Time alignment error relative to cell 3 Note 10,,,-,-,-,TAE,TAE
Time alignment error relative to cell 4 Note 10,,,-,-,-,-,TAE
Time alignment error relative to cell 4 Note 10,,,-,-,-,-,-
"Note 1:For special subframe and uplink-downlink configurations see Tables 4.2-1 and 4.2-2 in TS 36.211.Note 2:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 3:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 4:RSRP, RSRQ and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 5:RSRP and RSRQ minimum requirements are specified assuming independent interference and noise at each receiver antenna port.Note 6:For Band 26, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 865-894 MHz.Note 7: The selection of the bands for testing depends on the configuration of the carrier aggregation supported by the UEs.Note 8: Void.Note 9:E-UTRA operating band groups are as defined in Section 3.5.Note 10:Time alignment error (TAE) as specified in TS 36.104 [30] clause 6.5.3.1. The TAE value depends upon the type of carrier aggregation.Note 11:For Band 74, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 1475.9-1510.9 MHz.",,,,,,,
