Parameters,,Test 1,,,
,,Units,Cell 1,Cell 2,Cell 3
BWchannel_CA Note1,,MHz,10,5,5
Measurement bandwidth,,,10-15,10-15,10-15
PDSCH Reference measurement channel defined in A.3.1.1.1,,,R.0 TDD,R.4 TDD,N/A
PDSCH allocation,,,13-36,7-17,N/A
PDCCH/PCFICH/PHICH Reference measurement channel defined  in A.3.1.2.2,,,R.6 TDD,R.11 TDD,R.11 TDD
OCNG Patterns defined in A.3.2.2.9 (OP.9 TDD) and A.3.2.2.10 (OP.10 TDD),,,OP.1 TDD,OP.9 TDD,OP.10 TDD
IoNote2,Bands TDD_A Note 5,dBm4.5MHz,-93.26,-88.67,
,Bands TDD_C Note 5,,-92.26,-87.67,
,Bands TDD_E Note 5,,-91.26,-86.67,
Note 1:This test verifies the RRM requirement which is independent of channel bandwidth and is performed according to the principle defined in section A.3.6.1.Note 2:Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 3:See Table A.9.2.6.2-1 for the other parametersNote 4:E-UTRA operating band groups are as defined in Section 3.5.Note 5:The test applies for E-UTRA operating bands in this band group which are supporting 5MHz + 5MHz channel bandwidth.,,,,,
