Parameter,,Unit,Test 1,,Test 2,,Test 3,
,,,Cell 1,Cell 2,Cell 1,Cell 2,Cell 1,Cell 2
E-UTRA RF Channel Number,,,1,,1,,1,
BWchannel,,MHz,10,,10,,10,
Measurement bandwidth,,,22—27,,22—27,,22—27,
PDSCH Reference measurement channel defined in A.3.1.1.4,,,R.1 HD-FDD,-,R.1 HD-FDD,-,R.1 HD-FDD,-
PDSCH allocation,,,13—36,-,13—36,-,13—36,-
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.3,,,R.3 HD-FDD,,R.3 HD-FDD,,R.3 HD-FDD,
OCNG Patterns defined in A.3.2.1.1 (OP.1 FDD) and A.3.2.1.2 (OP.2 FDD),,,OP.1 FDD,OP.2 FDD,OP.1 FDD,OP.2 FDD,OP.1 FDD,OP.2 FDD
PBCH_RA,,dB,0,0,0,0,0,0
PBCH_RB,,,,,,,,
PSS_RA,,,,,,,,
SSS_RA,,,,,,,,
PCFICH_RB,,,,,,,,
PHICH_RA,,,,,,,,
PHICH_RB,,,,,,,,
PDCCH_RA,,,,,,,,
PDCCH_RB,,,,,,,,
PDSCH_RA,,,,,,,,
PDSCH_RB,,,,,,,,
OCNG_RANote1,,,,,,,,
OCNG_RBNote1,,,,,,,,
Note2,Bands FDD-0_A Note 7,dBm/15 kHz,-84.76,,-103.85,,-116,
,Bands FDD-0_B,,,,,,-115.5,
,Bands FDD-0_C,,,,,,-115,
,Bands FDD-0_D,,,,,,-114.5,
,"Bands FDD-0_E, FDD-0_F Note 4",,,,,,-114,
,Bands FDD-0_G Note 7,,,,,,-113,
,Bands FDD-0_H,,,,,,-112.5,
,,dB,3,3,-2.9,-2.9,-4,-4
Note3,,dB,-1.76,-1.76,-4.7,-4.7,-5.46,-5.46
RSRPNote3,Bands FDD-0_A Note 7,dBm/15 kHz,-81.76,-81.76,-106.75,-106.75,-120,-120
,Bands FDD-0_B,,,,,,-119.5,-119.5
,Bands FDD-0_C,,,,,,-119,-119
,Bands FDD-0_D,,,,,,-118.5,-118.5
,"Bands FDD-0_E, FDD-0_F Note 4",,,,,,-118,-118
,Bands FDD-0_G Note 6,,,,,,-117,-117
,Bands FDD-0_H,,,,,,-116.5,-116.5
RSRQNote3,Bands FDD-0_A Note 7,dB,-14.77,-14.77,-16.76,-16.76,-17.34,-17.34
,Bands FDD-0_B,,,,,,,
,Bands FDD-0_C,,,,,,,
,Bands FDD-0_D,,,,,,,
,"Bands FDD-0_E, FDD-0_F Note 4",,,,,,,
,Bands FDD-0_G Note 6,,,,,,,
,Bands FDD-0_H,,,,,,,
IoNote3,Bands FDD-0_A Note 7,dBm/9 MHz,-50,,-73,,-85.67,
,Bands FDD-0_B,,,,,,-85.17,
,Bands FDD-0_C,,,,,,-84.67,
,Bands FDD-0_D,,,,,,-84.17,
,"Bands FDD-0_E, FDD-0_F Note 4",,,,,,-83.67,
,Bands FDD-0_G Note 6,,,,,,-82.67,
,Bands FDD-0_H,,,,,,-82.17,
Propagation condition,,-,AWGN,,AWGN,,AWGN,
Correlation Matrix and Antenna Configuration,,,1x1,,1x1,,1x1,
"Note 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:Es/Iot, RSRQ, RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 4:For Band 26, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 865-894 MHz.Note 5:E-UTRA operating band groups are as defined in Section 3.5.Note 6:Except Band 29.Note 7:Except Band 32, Band 75, Band 76.",,,,,,,,
