Parameter,,Unit,Value,
,,,Test 1,Test 2
NB-IoT Operation mode,,,Standalone,Standalone
Satellite information,Config 1,,SSC.1,SSC.1
,Config 2,,SSC.2,SSC.2
DRX,,,OFF,ON
NPDCCH repetition level,,,32,32
npdcch-StartSF-USS Note 2,,,v2,v2
npdcch-NumRepetitions-r13 Note 2,,,r32,r32
NPUSCH resource units,,,1,1
NPUSCH repetition level,,,128,128
NPUSCH subcarrier spacing,,kHz,15,15
NPUSCH number of subcarriers,,,1,1
NPUSCH modulation,,, /4QPSK, /4QPSK
NPUSCH Transport block size,,Bits,40,40
Note 1:DRX related parameters are defined in Table A.13.4.1.2.1-4.Note 2:For further information see clause 6.7.3.2 in TS 36.331 [2].,,,,
