Parameter,,Unit,Test 1,,
,,,Cell 1,Cell 2,Cell 3
BWchannel Note 1,,MHz,10,5,
Measurement bandwidth,,,22-27,10-15,
PDSCH Reference measurement channel defined in A.3.1.1.2,,,R.0 TDD,R.4 TDD,N/A
PDSCH allocation,,,13-36,7-17,N/A
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.2,,,R.6 TDD,R.11 TDD,
OCNG Patterns defined in A.3.2.2 (TDD),,,OP.1 TDD,OP.9 TDD,OP.10 TDD
IoNote2,Bands TDD_A,dBm/9 MHz,-87.76,N/A,
,Bands TDD_C,,-86.76,,
,Bands TDD_E,,-85.76,,
,Bands TDD_A,dBm/4.5MHz,N/A,(Io for Channel 1 +2.32dB),
,Bands TDD_C,,,,
,Bands TDD_E,,,,
Note 1:This test verifies the RRM requirement which is independent of channel bandwidth and is performed according to the principle defined in section A.3.6.1.Note 2:Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 3:See Table A.9.1.7.2-1 for the other parameters.,,,,,
