Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2017-05,RAN1#89,R1-1708892,-,-,-,Draft skeleton,0.0.0
2017-07,AH_1706,R1-1712016,,,,Inclusion of agreements up to and including RAN1#AH2,0.0.1
2017-08,AH_1706,R1-1714234,,,,Inclusion of agreements up to and including RAN1#AH2,0.0.2
2017-08,RAN1#90,R1-1714596,,,,Updated editor's version,0.0.3
2017-08,RAN1#90,R1-1714626,,,,Updated editor's version,0.0.4
2017-08,RAN1#90,R1-1715077,,,,Endorsed version by RAN1#90,0.1.0
2017-08,RAN1#90,R1-1715324,,,,Inclusion of agreements up to and including RAN1#90,0.1.1
2017-08,RAN1#90,R1-1715331,,,,Updated editor's version,0.1.2
2017-09,RAN#77,RP-172001,,,,For information to plenary,1.0.0
2017-09,AH_1709,R1-1716930,,,,Inclusion of agreements up to and including RAN1#AH3,1.0.1
2017-10,RAN1#90bis,R1-1718808,,,,Updated editor's version,1.0.2
2017-10,RAN1#90bis,R1-1718819,,,,Endorsed version by RAN1#90bis,1.1.0
2017-10,RAN1#90bis,R1-1719227,,,,Inclusion of agreements up to and including RAN1#90bis,1.1.1
2017-11,RAN1#90bis,R1-1720113,,,,Inclusion of agreements up to and including RAN1#90bis,1.1.2
2017-11,RAN1#90bis,R1-1720114,,,,Inclusion of agreements up to and including RAN1#90bis,1.1.3
2017-11,RAN1#90bis,R1-1721051,,,,Endorsed version,1.2.0
2017-12,RAN1#91,R1-1721344,,,,Inclusion of agreements up to and including RAN1#91,1.3.0
2017-12,RAN#78,RP-172416,,,,Endorsed version for approval by plenary,2.0.0
2017-12,RAN#78,,,,,Approved by plenary – Rel-15 spec under change control,15.0.0
2018-03,RAN#79,RP-180200,0001,,F,CR capturing the Jan18 ad-hoc and RAN1#92 meeting agreements,15.1.0
2018-06,RAN#80,RP-181172,0002,1,F,CR to 38.214 capturing the RAN1#92bis and RAN1#93 meeting agreements,15.2.0
2018-06,RAN#80,RP-181257,0003,-,B,CR to 38.214 capturing the RAN1#92bis and RAN1#93 meeting agreements related to URLLC,15.2.0
2018-06,RAN#80,RP-181172,0004,-,F,CR to 38.214: maintenance according to agreed Rel 15 features,15.2.0
2018-09,RAN#81,RP-181789,0005,-,F,CR to 38.214 capturing the RAN1#94 meeting agreements,15.3.0
2018-12,RAN#82,RP-182523,0006,2,F,Combined CR of all essential corrections to 38.214 from RAN1#94bis and RAN1#95,15.4.0
2019-03,RAN#83,RP-190632,0007,3,F,Correction to aperiodic CSI-RS triggering with different numerology between PDCCH and CSI-RS,15.5.0
2019-03,RAN#83,RP-190450,0009,-,F,Correction on CSI-RS configuration in 38.214,15.5.0
2019-03,RAN#83,RP-190450,0010,-,F,Correction on uplink resource allocation type 1,15.5.0
2019-03,RAN#83,RP-190450,0011,-,F,Correction on determination of the resource allocation table for PUSCH with SP CSI,15.5.0
2019-03,RAN#83,RP-190450,0012,-,F,Correction on PUSCH resource allocation,15.5.0
2019-03,RAN#83,RP-190450,0013,-,F,Change Request for alignment of frequency domain resource allocation with 38.213 for a PUSCH transmission scheduled by a RAR UL grant,15.5.0
2019-03,RAN#83,RP-190450,0014,-,F,CR on sequential PDSCH and PUSCH scheduling,15.5.0
2019-03,RAN#83,RP-190450,0015,-,F,CR on out of HARQ order with multiple PDSCHs within one slot,15.5.0
2019-03,RAN#83,RP-190450,0016,-,F,Correction to LBRM restriction,15.5.0
2019-03,RAN#83,RP-190450,0017,-,F,CR on PDSCH beam indication,15.5.0
2019-03,RAN#83,RP-190450,0018,-,F,Correction on TCI indication for multi-slot PDSCH,15.5.0
2019-03,RAN#83,RP-190450,0019,-,F,Clarifications on CSI reporting on PUSCH,15.5.0
2019-03,RAN#83,RP-190450,0020,-,F,QCL properties of Msg4 in CONNECTED Mode,15.5.0
2019-03,RAN#83,RP-190450,0022,1,F,CR on dynamic grant overriding configured grant,15.5.0
2019-03,RAN#83,RP-190450,0023,-,F,Correction on PUSCH with configured grant,15.5.0
2019-03,RAN#83,RP-190450,0024,-,F,Corrections to 38.214,15.5.0
2019-03,RAN#83,RP-190425,0025,1,F,CR on QCL assumption for receiving PDSCH for RAR,15.5.0
2019-06,RAN#84,RP-191552,0035,-,F,"Removal of ""Correction to aperiodic CSI-RS triggering with different numerology between PDCCH and CSI-RS""",15.6.0
2019-06,RAN#84,RP-191284,0026,-,F,Corrections on non-codebook based UL transmission to TS 38.214,15.6.0
2019-06,RAN#84,RP-191284,0027,-,F,CR on UE procedure for PDSCH and PUSCH,15.6.0
2019-06,RAN#84,RP-191284,0028,-,F,Correction on configured scheduling PUSCH repetition with dynamic SFI,15.6.0
2019-06,RAN#84,RP-191284,0029,-,F,CR on rate matching for PDSCH scheduled by DCI format 1_0,15.6.0
2019-06,RAN#84,RP-191284,0030,-,F,Clarification on CG transmission opportunities,15.6.0
2019-06,RAN#84,RP-191284,0031,5,F,Corrections to 38.214 including alignment of terminology across specifications,15.6.0
2019-06,RAN#84,RP-191284,0032,-,F,CR to 38.214 clarifying calculation of DataRate and DataRateCC,15.6.0
2019-06,RAN#84,RP-191284,0033,-,F,Correction on PUSCH retransmission for a serving cell configured with two uplinks,15.6.0
2019-06,RAN#84,RP-191284,0034,-,F,Corrections to 38.214 regarding the MAC CE activation/deactivation timing in mixed numerology scenario,15.6.0
2019-09,RAN#85,RP-191943,0037,-,F,Correction on UE receiving PDSCH procedure in FR2,15.7.0
2019-09,RAN#85,RP-191943,0038,-,F,Correction on slot aggregation,15.7.0
2019-09,RAN#85,RP-191943,0039,-,F,CR on grant-based PDSCH overlapping with SPS PDSCH,15.7.0
2019-09,RAN#85,RP-191943,0040,-,F,Correction on the resource mapping of PDSCH in TS 38.214,15.7.0
2019-09,RAN#85,RP-191943,0041,1,F,Corrections to 38.214 including alignment of terminology across specifications in RAN1#98,15.7.0
2019-09,RAN#85,RP-191943,0042,-,F,Clarification of PUSCH with SP-CSI overlapping with PUSCH with data,15.7.0
2019-12,RAN#86,RP-192627,0045,-,F,Correction on resource allocation for uplink transmission with configured grant Type 1,15.8.0
