Parameter,,Unit,Cell 1
Frequency Range,,,FR1
Duplex mode,Config 1,,FDD
,"Config 2,3",,TDD
TDD configuration,Config 1,,Not Applicable
,Config 2,,TDDConf.1.1
,Config 3,,TDDConf.1.2
BWchannel,"Config 1,2",,"10: NPRB,c = 52"
,Config 3,,"40: NPRB,c = 106"
DL initial BWP configuration,"Config 1, 2, 3",,DLBWP.0.1
DL dedicated BWP configuration,"Config 1, 2, 3",,DLBWP.1.1
UL initial BWP configuration,"Config 1, 2, 3",,ULBWP.0.1
UL dedicated BWP configuration,"Config 1, 2, 3",,ULBWP.1.1
PDSCH Reference,Config 1,,SR.1.1 FDD
measurement channel Note 4,Config 2,,SR.1.1 TDD
,Config 3,,SR.2.1 TDD
RMSI CORESET,Config 1,,CR.1.1 FDD
parameters,Config 2,,CR.1.1 TDD
,Config 3,,CR.2.1 TDD
Dedicated CORESET,Config 1,,CCR.1.2 FDD
parameters,Config 2,,CCR.1.2 TDD
,Config 3,,CCR.2.4 TDD
TRS Configuration for TRP 0,Config 1,,TRS.1.1 FDD
,Config 2,,TRS.1.1 TDD
,Config 3,,TRS.1.2 TDD
TRS Configuration for TRP 1 Set 1,Config 1,,TRS.1.5 FDD
,Config 2,,TRS.1.5 TDD
,Config 3,,TRS.1.7 TDD
TRS Configuration for TRP 1 Set 2,Config 1,,TRS.1.6 FDD
,Config 2,,TRS.1.6 TDD
,Config 3,,TRS.1.8 TDD
OCNG Patterns,"Config 1,2",,OP.1
,Config 3,,OP.1
SSB Configuration for TRP 0,"Config 1,2",,SSB.1 FR1
,Config 3,,SSB.2 FR1
SSB Configuration for TRP 1,"Config 1,2",,SSB.7 FR1
,Config 3,,SSB.8 FR1
TCI state 0 associated with coresetPoolIndex 0,,,DLorJoint TCI.State.0
TCI state 0 associated with coresetPoolIndex 1,,,DLorJoint TCI.State.1.1
TCI state 1 associated with coresetPoolIndex 1,,,DLorJoint TCI.State.1.2
Correlation Matrix and Antenna Configuration,,,1x2 Low
EPRE ratio of PSS to SSS,,dB,0
EPRE ratio of PBCH DMRS to SSS,,,
EPRE ratio of PBCH to PBCH DMRS,,,
EPRE ratio of PDCCH DMRS to SSS,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,
EPRE ratio of PDSCH DMRS to SSS,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,
NocNote 2,"Config 1,2",dBm/SCS,-104
,Config 3,,-101
NocNote 2,,dBm/15kHz,-104
SS-RSRP Note 3,"Config 1,2",dBm/SCS,-87
,Config 3,,-84
Ês/Iot,,dB,17
Ês/Noc,,dB,17
IoNote3,"Config 1,2",dBm/9.36 MHz,-58.96
,Config 3,dBm/38.16 MHz,-52.86
Propagation Condition,,,AWGN
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for Noc to be fulfilled within BWoccupied.NOTE 3:SS-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:PDSCH RMC for TRP0 and TRP1 are scheduled in non-overlapping PRBs,,,
